"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8f",0,"M3/4","B-:",1,"^4","8","f",FALSE,"[f]",NA,65
2,"8g",0,"M3/4","B-:",1,"^5","8","g",FALSE,"+M2",2,67
3,"8a",0,"M3/4","B-:",1,"^6","8","a",FALSE,"+M2",2,69
4,"4.b-/",1,"M3/4","B-:",1,"^7-","4.","b-",FALSE,"+m2",2,70
5,"8b-/",1,"M3/4","B-:",1,"^7-","8","b-",FALSE,"P1",1,70
6,"8cc",1,"M3/4","B-:",1,"^1","8","cc",FALSE,"+M2",2,72
7,"8cc",1,"M3/4","B-:",1,"^1","8","cc",FALSE,"P1",1,72
8,"4dd",2,"M3/4","B-:",1,"^2","4","dd",FALSE,"+M2",2,74
9,"4b-",2,"M3/4","B-:",1,"^7-","4","b-",TRUE,"-M3",3,70
10,"8cc",2,"M3/4","B-:",1,"^1","8","cc",FALSE,"+M2",2,72
11,"8cc",2,"M3/4","B-:",1,"^1","8","cc",FALSE,"P1",1,72
12,"4dd",3,"M3/4","B-:",1,"^2","4","dd",FALSE,"+M2",2,74
13,"4b-}",3,"M3/4","B-:",1,"^7-","4","b-",TRUE,"-M3",3,70
14,"{4dd",3,"M3/4","B-:",2,"^2","4","dd",FALSE,"+M3",3,74
15,"8.cc",4,"M3/4","B-:",2,"^1","8.","cc",TRUE,"-M2",2,72
16,"16dd",4,"M3/4","B-:",2,"^2","16","dd",FALSE,"+M2",2,74
17,"8cc",4,"M3/4","B-:",2,"^1","8","cc",TRUE,"-M2",2,72
18,"8b-",4,"M3/4","B-:",2,"^7-","8","b-",TRUE,"-M2",2,70
19,"8a",4,"M3/4","B-:",2,"^6","8","a",TRUE,"-m2",2,69
20,"8g",4,"M3/4","B-:",2,"^5","8","g",TRUE,"-M2",2,67
21,"4f",5,"M3/4","B-:",2,"^4","4","f",TRUE,"-M2",2,65
22,"4r}",5,"M3/4","B-:",2,NA,"4",NA,FALSE,NA,NA,NA
23,"{4dd",5,"M3/4","B-:",3,"^2","4","dd",FALSE,"[dd]",NA,74
24,"8.cc",6,"M3/4","B-:",3,"^1","8.","cc",TRUE,"-M2",2,72
25,"16dd",6,"M3/4","B-:",3,"^2","16","dd",FALSE,"+M2",2,74
26,"8cc",6,"M3/4","B-:",3,"^1","8","cc",TRUE,"-M2",2,72
27,"8b-",6,"M3/4","B-:",3,"^7-","8","b-",TRUE,"-M2",2,70
28,"8a",6,"M3/4","B-:",3,"^6","8","a",TRUE,"-m2",2,69
29,"8g",6,"M3/4","B-:",3,"^5","8","g",TRUE,"-M2",2,67
30,"4f",7,"M3/4","B-:",3,"^4","4","f",TRUE,"-M2",2,65
31,"8r}",7,"M3/4","B-:",3,NA,"8",NA,FALSE,NA,NA,NA
32,"{8f",7,"M3/4","B-:",4,"^4","8","f",FALSE,"[f]",NA,65
33,"8g",7,"M3/4","B-:",4,"^5","8","g",FALSE,"+M2",2,67
34,"8a",7,"M3/4","B-:",4,"^6","8","a",FALSE,"+M2",2,69
35,"4.b-/",8,"M3/4","B-:",4,"^7-","4.","b-",FALSE,"+m2",2,70
36,"8b-/",8,"M3/4","B-:",4,"^7-","8","b-",FALSE,"P1",1,70
37,"8cc",8,"M3/4","B-:",4,"^1","8","cc",FALSE,"+M2",2,72
38,"8cc",8,"M3/4","B-:",4,"^1","8","cc",FALSE,"P1",1,72
39,"4dd",9,"M3/4","B-:",4,"^2","4","dd",FALSE,"+M2",2,74
40,"4b-",9,"M3/4","B-:",4,"^7-","4","b-",TRUE,"-M3",3,70
41,"8cc",9,"M3/4","B-:",4,"^1","8","cc",FALSE,"+M2",2,72
42,"8cc",9,"M3/4","B-:",4,"^1","8","cc",FALSE,"P1",1,72
43,"4dd",10,"M3/4","B-:",4,"^2","4","dd",FALSE,"+M2",2,74
44,"4b-}",10,"M3/4","B-:",4,"^7-","4","b-",TRUE,"-M3",3,70
45,"{4dd",10,"M3/4","B-:",5,"^2","4","dd",FALSE,"+M3",3,74
46,"8.cc",11,"M3/4","B-:",5,"^1","8.","cc",TRUE,"-M2",2,72
47,"16dd",11,"M3/4","B-:",5,"^2","16","dd",FALSE,"+M2",2,74
48,"8cc",11,"M3/4","B-:",5,"^1","8","cc",TRUE,"-M2",2,72
49,"8b-",11,"M3/4","B-:",5,"^7-","8","b-",TRUE,"-M2",2,70
50,"8a",11,"M3/4","B-:",5,"^6","8","a",TRUE,"-m2",2,69
51,"8g",11,"M3/4","B-:",5,"^5","8","g",TRUE,"-M2",2,67
52,"4f",12,"M3/4","B-:",5,"^4","4","f",TRUE,"-M2",2,65
53,"4r}",12,"M3/4","B-:",5,NA,"4",NA,FALSE,NA,NA,NA
54,"{4dd",12,"M3/4","B-:",6,"^2","4","dd",FALSE,"[dd]",NA,74
55,"8.cc",13,"M3/4","B-:",6,"^1","8.","cc",TRUE,"-M2",2,72
56,"16dd",13,"M3/4","B-:",6,"^2","16","dd",FALSE,"+M2",2,74
57,"8cc",13,"M3/4","B-:",6,"^1","8","cc",TRUE,"-M2",2,72
58,"8b-",13,"M3/4","B-:",6,"^7-","8","b-",TRUE,"-M2",2,70
59,"8a",13,"M3/4","B-:",6,"^6","8","a",TRUE,"-m2",2,69
60,"8g",13,"M3/4","B-:",6,"^5","8","g",TRUE,"-M2",2,67
61,"4f",14,"M3/4","B-:",6,"^4","4","f",TRUE,"-M2",2,65
62,"8r}",14,"M3/4","B-:",6,NA,"8",NA,FALSE,NA,NA,NA
63,"{8f",14,"M3/4","B-:",7,"^4","8","f",FALSE,"[f]",NA,65
64,"8.f",14,"M3/4","B-:",7,"^4","8.","f",FALSE,"P1",1,65
65,"16f",14,"M3/4","B-:",7,"^4","16","f",FALSE,"P1",1,65
66,"4.b-",15,"M3/4","B-:",7,"^7-","4.","b-",FALSE,"+P4",4,70
67,"8f",15,"M3/4","B-:",7,"^4","8","f",TRUE,"-P4",4,65
68,"8g",15,"M3/4","B-:",7,"^5","8","g",FALSE,"+M2",2,67
69,"8a-",15,"M3/4","B-:",7,"v6-","8","a-",FALSE,"+m2",2,68
70,"4g",16,"M3/4","B-:",7,"^5","4","g",TRUE,"-m2",2,67
71,"4e-",16,"M3/4","B-:",7,"v3-","4","e-",TRUE,"-M3",3,63
72,"8r}",16,"M3/4","B-:",7,NA,"8",NA,FALSE,NA,NA,NA
73,"{8b-",16,"M3/4","B-:",8,"^7-","8","b-",TRUE,"[b-]",NA,70
74,"8.an",17,"M3/4","B-:",8,"^6","8.","a",TRUE,"-m2",2,69
75,"16f",17,"M3/4","B-:",8,"^4","16","f",TRUE,"-M3",3,65
76,"8b-/",17,"M3/4","B-:",8,"^7-","8","b-",FALSE,"+P4",4,70
77,"8f",17,"M3/4","B-:",8,"^4","8","f",TRUE,"-P4",4,65
78,"8b-/",17,"M3/4","B-:",8,"^7-","8","b-",FALSE,"+P4",4,70
79,"8dd",17,"M3/4","B-:",8,"^2","8","dd",FALSE,"+M3",3,74
80,"4.cc;}",18,"M3/4","B-:",8,"^1","4.","cc",TRUE,"-M2",2,72
81,"{8f",18,"M3/4","B-:",9,"^4","8","f",TRUE,"-P5",5,65
82,"8g",18,"M3/4","B-:",9,"^5","8","g",FALSE,"+M2",2,67
83,"8a",18,"M3/4","B-:",9,"^6","8","a",FALSE,"+M2",2,69
84,"4.b-",19,"M3/4","B-:",9,"^7-","4.","b-",FALSE,"+m2",2,70
85,"8b-",19,"M3/4","B-:",9,"^7-","8","b-",FALSE,"P1",1,70
86,"8b-",19,"M3/4","B-:",9,"^7-","8","b-",FALSE,"P1",1,70
87,"8b-",19,"M3/4","B-:",9,"^7-","8","b-",FALSE,"P1",1,70
88,"(8.b-L",20,"M3/4","B-:",9,"^7-","8.","b-",FALSE,"P1",1,70
89,"16gJ)",20,"M3/4","B-:",9,"^5","16","g",TRUE,"-m3",3,67
90,"4g",20,"M3/4","B-:",9,"^5","4","g",FALSE,"P1",1,67
91,"8r}",20,"M3/4","B-:",9,NA,"8",NA,FALSE,NA,NA,NA
92,"{8g",20,"M3/4","B-:",10,"^5","8","g",FALSE,"[g]",NA,67
93,"8.f",21,"M3/4","B-:",10,"^4","8.","f",TRUE,"-M2",2,65
94,"16f",21,"M3/4","B-:",10,"^4","16","f",FALSE,"P1",1,65
95,"8f",21,"M3/4","B-:",10,"^4","8","f",FALSE,"P1",1,65
96,"8g",21,"M3/4","B-:",10,"^5","8","g",FALSE,"+M2",2,67
97,"8f",21,"M3/4","B-:",10,"^4","8","f",TRUE,"-M2",2,65
98,"8e-",21,"M3/4","B-:",10,"v3-","8","e-",TRUE,"-M2",2,63
99,"4d",22,"M3/4","B-:",10,"v2","4","d",TRUE,"-m2",2,62
100,"4r",22,"M3/4","B-:",10,NA,"4",NA,FALSE,NA,NA,NA
101,"8r}",22,"M3/4","B-:",10,NA,"8",NA,FALSE,NA,NA,NA
102,"{8b-",22,"M3/4","B-:",11,"^7-","8","b-",TRUE,"[b-]",NA,70
103,"8.b-",23,"M3/4","B-:",11,"^7-","8.","b-",FALSE,"P1",1,70
104,"16b-",23,"M3/4","B-:",11,"^7-","16","b-",FALSE,"P1",1,70
105,"8b-",23,"M3/4","B-:",11,"^7-","8","b-",FALSE,"P1",1,70
106,"8b-",23,"M3/4","B-:",11,"^7-","8","b-",FALSE,"P1",1,70
107,"8dd",23,"M3/4","B-:",11,"^2","8","dd",FALSE,"+M3",3,74
108,"8b-",23,"M3/4","B-:",11,"^7-","8","b-",TRUE,"-M3",3,70
109,"8.b-L",24,"M3/4","B-:",11,"^7-","8.","b-",FALSE,"P1",1,70
110,"16gJ",24,"M3/4","B-:",11,"^5","16","g",TRUE,"-m3",3,67
111,"4g",24,"M3/4","B-:",11,"^5","4","g",FALSE,"P1",1,67
112,"8r}",24,"M3/4","B-:",11,NA,"8",NA,FALSE,NA,NA,NA
113,"{8g",24,"M3/4","B-:",12,"^5","8","g",FALSE,"[g]",NA,67
114,"8.f",25,"M3/4","B-:",12,"^4","8.","f",TRUE,"-M2",2,65
115,"16f",25,"M3/4","B-:",12,"^4","16","f",FALSE,"P1",1,65
116,"8f",25,"M3/4","B-:",12,"^4","8","f",FALSE,"P1",1,65
117,"8f",25,"M3/4","B-:",12,"^4","8","f",FALSE,"P1",1,65
118,"8g",25,"M3/4","B-:",12,"^5","8","g",FALSE,"+M2",2,67
119,"8a",25,"M3/4","B-:",12,"^6","8","a",FALSE,"+M2",2,69
120,"(4.b-",26,"M3/4","B-:",12,"^7-","4.","b-",FALSE,"+m2",2,70
121,"16ddL",26,"M3/4","B-:",12,"^2","16","dd",FALSE,"+M3",3,74
122,"16ccJ",26,"M3/4","B-:",12,"^1","16","cc",TRUE,"-M2",2,72
123,"8b-)}",26,"M3/4","B-:",12,"^7-","8","b-",TRUE,"-M2",2,70
124,"{(16aL",26,"M3/4","B-:",13,"^6","16","a",TRUE,"-m2",2,69
125,"16gJ)",26,"M3/4","B-:",13,"^5","16","g",TRUE,"-M2",2,67
126,"8.g",27,"M3/4","B-:",13,"^5","8.","g",FALSE,"P1",1,67
127,"16f",27,"M3/4","B-:",13,"^4","16","f",TRUE,"-M2",2,65
128,"8f",27,"M3/4","B-:",13,"^4","8","f",FALSE,"P1",1,65
129,"8f",27,"M3/4","B-:",13,"^4","8","f",FALSE,"P1",1,65
130,"8g",27,"M3/4","B-:",13,"^5","8","g",FALSE,"+M2",2,67
131,"8a",27,"M3/4","B-:",13,"^6","8","a",FALSE,"+M2",2,69
132,"4b-",28,"M3/4","B-:",13,"^7-","4","b-",FALSE,"+m2",2,70
133,"8r}",28,"M3/4","B-:",13,NA,"8",NA,FALSE,NA,NA,NA
