"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{16c",0,"M3/8","F:",1,"1","16","c",FALSE,"[c]",NA,60
2,"16c",0,"M3/8","F:",1,"1","16","c",FALSE,"P1",1,60
3,"8f",1,"M3/8","F:",1,"^4","8","f",FALSE,"+P4",4,65
4,"16f",1,"M3/8","F:",1,"4","16","f",FALSE,"P1",1,65
5,"16g",1,"M3/8","F:",1,"^5","16","g",FALSE,"+M2",2,67
6,"16a",1,"M3/8","F:",1,"^6","16","a",FALSE,"+M2",2,69
7,"16b-/",1,"M3/8","F:",1,"^7-","16","b-",FALSE,"+m2",2,70
8,"8cc",2,"M3/8","F:",1,"^1","8","cc",FALSE,"+M2",2,72
9,"8cc",2,"M3/8","F:",1,"1","8","cc",FALSE,"P1",1,72
10,"8cc",2,"M3/8","F:",1,"1","8","cc",FALSE,"P1",1,72
11,"8dd",3,"M3/8","F:",1,"^2","8","dd",FALSE,"+M2",2,74
12,"8dd",3,"M3/8","F:",1,"2","8","dd",FALSE,"P1",1,74
13,"8dd",3,"M3/8","F:",1,"2","8","dd",FALSE,"P1",1,74
14,"4cc}",4,"M3/8","F:",1,"v1","4","cc",TRUE,"-M2",2,72
15,"{16cc",4,"M3/8","F:",2,"1","16","cc",FALSE,"P1",1,72
16,"16cc",4,"M3/8","F:",2,"1","16","cc",FALSE,"P1",1,72
17,"8b-/",5,"M3/8","F:",2,"v7-","8","b-",TRUE,"-M2",2,70
18,"8b-/",5,"M3/8","F:",2,"7-","8","b-",FALSE,"P1",1,70
19,"8b-/",5,"M3/8","F:",2,"7-","8","b-",FALSE,"P1",1,70
20,"8a",6,"M3/8","F:",2,"v6","8","a",TRUE,"-m2",2,69
21,"8a",6,"M3/8","F:",2,"6","8","a",FALSE,"P1",1,69
22,"8a",6,"M3/8","F:",2,"6","8","a",FALSE,"P1",1,69
23,"8g",7,"M3/8","F:",2,"v5","8","g",TRUE,"-M2",2,67
24,"8g",7,"M3/8","F:",2,"5","8","g",FALSE,"P1",1,67
25,"8g",7,"M3/8","F:",2,"5","8","g",FALSE,"P1",1,67
26,"4f}",8,"M3/8","F:",2,"v4","4","f",TRUE,"-M2",2,65
27,"{8cc",8,"M3/8","F:",3,"^1","8","cc",FALSE,"+P5",5,72
28,"8g",9,"M3/8","F:",3,"v5","8","g",TRUE,"-P4",4,67
29,"8.cc/",9,"M3/8","F:",3,"^1","8.","cc",FALSE,"+P4",4,72
30,"16b-/",9,"M3/8","F:",3,"v7-","16","b-",TRUE,"-M2",2,70
31,"8a",10,"M3/8","F:",3,"v6","8","a",TRUE,"-m2",2,69
32,"8.ff/",10,"M3/8","F:",3,"^4","8.","ff",FALSE,"+m6",6,77
33,"16cc/",10,"M3/8","F:",3,"v1","16","cc",TRUE,"-P4",4,72
34,"8cc/",11,"M3/8","F:",3,"1","8","cc",FALSE,"P1",1,72
35,"8a",11,"M3/8","F:",3,"v6","8","a",TRUE,"-m3",3,69
36,"8g",11,"M3/8","F:",3,"v5","8","g",TRUE,"-M2",2,67
37,"4f}",12,"M3/8","F:",3,"v4","4","f",TRUE,"-M2",2,65
