"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8cc/",0,"M2/4","C:",1,"^1","8","cc",FALSE,"[cc]",NA,72
2,"8g",1,"M2/4","C:",1,"v5","8","g",TRUE,"-P4",4,67
3,"8e",1,"M2/4","C:",1,"v3","8","e",TRUE,"-m3",3,64
4,"8f",1,"M2/4","C:",1,"^4","8","f",FALSE,"+m2",2,65
5,"8a",1,"M2/4","C:",1,"^6","8","a",FALSE,"+M3",3,69
6,"4.g}",2,"M2/4","C:",1,"v5","4.","g",TRUE,"-M2",2,67
7,"{8e",2,"M2/4","C:",2,"v3","8","e",TRUE,"-m3",3,64
8,"8.f",3,"M2/4","C:",2,"^4","8.","f",FALSE,"+m2",2,65
9,"16e",3,"M2/4","C:",2,"v3","16","e",TRUE,"-m2",2,64
10,"8f",3,"M2/4","C:",2,"^4","8","f",FALSE,"+m2",2,65
11,"8g",3,"M2/4","C:",2,"^5","8","g",FALSE,"+M2",2,67
12,"4e",4,"M2/4","C:",2,"v3","4","e",TRUE,"-m3",3,64
13,"8c}",4,"M2/4","C:",2,"v1","8","c",TRUE,"-M3",3,60
14,"{8g",4,"M2/4","C:",3,"^5","8","g",FALSE,"+P5",5,67
15,"8.cc/",5,"M2/4","C:",3,"^1","8.","cc",FALSE,"+P4",4,72
16,"16b/",5,"M2/4","C:",3,"v7","16","b",TRUE,"-m2",2,71
17,"8cc/",5,"M2/4","C:",3,"^1","8","cc",FALSE,"+m2",2,72
18,"8dd/",5,"M2/4","C:",3,"^2","8","dd",FALSE,"+M2",2,74
19,"4b/",6,"M2/4","C:",3,"v7","4","b",TRUE,"-m3",3,71
20,"8g}",6,"M2/4","C:",3,"v5","8","g",TRUE,"-M3",3,67
21,"{8dd/",6,"M2/4","C:",4,"^2","8","dd",FALSE,"+P5",5,74
22,"(8eeL",7,"M2/4","C:",4,"^3","8","ee",FALSE,"+M2",2,76
23,"16dd",7,"M2/4","C:",4,"v2","16","dd",TRUE,"-M2",2,74
24,"16ee",7,"M2/4","C:",4,"^3","16","ee",FALSE,"+M2",2,76
25,"8ffJ)",7,"M2/4","C:",4,"^4","8","ff",FALSE,"+m2",2,77
26,"8dd",7,"M2/4","C:",4,"v2","8","dd",TRUE,"-m3",3,74
27,"8.ee",8,"M2/4","C:",4,"^3","8.","ee",FALSE,"+M2",2,76
28,"16dd/",8,"M2/4","C:",4,"v2","16","dd",TRUE,"-M2",2,74
29,"8cc/}",8,"M2/4","C:",4,"v1","8","cc",TRUE,"-M2",2,72
30,"{8cc/",8,"M2/4","C:",5,"1","8","cc",FALSE,"P1",1,72
31,"8b/",9,"M2/4","C:",5,"v7","8","b",TRUE,"-m2",2,71
32,"8cc/",9,"M2/4","C:",5,"^1","8","cc",FALSE,"+m2",2,72
33,"16ee/L",9,"M2/4","C:",5,"^3","16","ee",FALSE,"+M3",3,76
34,"16ddJ",9,"M2/4","C:",5,"v2","16","dd",TRUE,"-M2",2,74
35,"16cc/L",9,"M2/4","C:",5,"v1","16","cc",TRUE,"-M2",2,72
36,"16bJ",9,"M2/4","C:",5,"v7","16","b",TRUE,"-m2",2,71
37,"4cc/",10,"M2/4","C:",5,"^1","4","cc",FALSE,"+m2",2,72
38,"8r}",10,"M2/4","C:",5,NA,"8",NA,FALSE,NA,NA,NA
