"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",0,"M4/4","C:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"4cc",1,"M4/4","C:",1,"^1","4","cc",FALSE,"+P4",4,72
3,"4ee",1,"M4/4","C:",1,"^3","4","ee",FALSE,"+M3",3,76
4,"4.dd",1,"M4/4","C:",1,"v2","4.","dd",TRUE,"-M2",2,74
5,"8cc",1,"M4/4","C:",1,"v1","8","cc",TRUE,"-M2",2,72
6,"8b/",2,"M4/4","C:",1,"v7","8","b",TRUE,"-m2",2,71
7,"8cc",2,"M4/4","C:",1,"^1","8","cc",FALSE,"+m2",2,72
8,"4dd",2,"M4/4","C:",1,"^2","4","dd",FALSE,"+M2",2,74
9,"4r}",2,"M4/4","C:",1,NA,"4",NA,FALSE,NA,NA,NA
10,"{4ee",2,"M4/4","C:",2,"^3","4","ee",FALSE,"[ee]",NA,76
11,"8.dd",3,"M4/4","C:",2,"v2","8.","dd",TRUE,"-M2",2,74
12,"16dd",3,"M4/4","C:",2,"2","16","dd",FALSE,"P1",1,74
13,"8dd",3,"M4/4","C:",2,"2","8","dd",FALSE,"P1",1,74
14,"8cc",3,"M4/4","C:",2,"v1","8","cc",TRUE,"-M2",2,72
15,"4b",3,"M4/4","C:",2,"v7","4","b",TRUE,"-m2",2,71
16,"4a",3,"M4/4","C:",2,"v6","4","a",TRUE,"-M2",2,69
17,"4g",4,"M4/4","C:",2,"v5","4","g",TRUE,"-M2",2,67
18,"4g",4,"M4/4","C:",2,"5","4","g",FALSE,"P1",1,67
19,"4g",4,"M4/4","C:",2,"5","4","g",FALSE,"P1",1,67
20,"8r}",4,"M4/4","C:",2,NA,"8",NA,FALSE,NA,NA,NA
21,"{8b/",4,"M4/4","C:",3,"^7","8","b",FALSE,"[b]",NA,71
22,"4.dd",5,"M4/4","C:",3,"^2","4.","dd",FALSE,"+m3",3,74
23,"8dd",5,"M4/4","C:",3,"2","8","dd",FALSE,"P1",1,74
24,"4.dd",5,"M4/4","C:",3,"2","4.","dd",FALSE,"P1",1,74
25,"8ee",5,"M4/4","C:",3,"^3","8","ee",FALSE,"+M2",2,76
26,"4ff'",6,"M4/4","C:",3,"^4","4","ff",FALSE,"+m2",2,77
27,"4ee'",6,"M4/4","C:",3,"v3","4","ee",TRUE,"-m2",2,76
28,"8dd}",6,"M4/4","C:",3,"v2","8","dd",TRUE,"-M2",2,74
29,"{8ff",6,"M4/4","C:",4,"^4","8","ff",FALSE,"+m3",3,77
30,"8ee",6,"M4/4","C:",4,"v3","8","ee",TRUE,"-m2",2,76
31,"8dd",6,"M4/4","C:",4,"v2","8","dd",TRUE,"-M2",2,74
32,"4cc/",7,"M4/4","C:",4,"v1","4","cc",TRUE,"-M2",2,72
33,"8r",7,"M4/4","C:",4,NA,"8",NA,FALSE,NA,NA,NA
34,"8dd/",7,"M4/4","C:",4,"^2","8","dd",FALSE,"[dd]",NA,74
35,"8.b/",7,"M4/4","C:",4,"v7","8.","b",TRUE,"-m3",3,71
36,"16b/",7,"M4/4","C:",4,"7","16","b",FALSE,"P1",1,71
37,"4cc/",7,"M4/4","C:",4,"^1","4","cc",FALSE,"+m2",2,72
38,"2r",8,"M4/4","C:",4,NA,"2",NA,FALSE,NA,NA,NA
39,"4r",8,"M4/4","C:",4,NA,"4",NA,FALSE,NA,NA,NA
40,"8r}",8,"M4/4","C:",4,NA,"8",NA,FALSE,NA,NA,NA
