"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g#",0,"M4/4","E:",1,"^5+","8","g#",FALSE,"[g#]",NA,68
2,"8a",0,"M4/4","E:",1,"^6","8","a",FALSE,"+m2",2,69
3,"4b",1,"M4/4","E:",1,"^7","4","b",FALSE,"+M2",2,71
4,"4b",1,"M4/4","E:",1,"7","4","b",FALSE,"P1",1,71
5,"4cc#",1,"M4/4","E:",1,"^1+","4","cc#",FALSE,"+M2",2,73
6,"4a",1,"M4/4","E:",1,"v6","4","a",TRUE,"-M3",3,69
7,"[2f#",2,"M4/4","E:",1,"v4+","2","f#",TRUE,"-m3",3,66
8,"4f#]}",2,"M4/4","E:",1,"4+","4","f#",FALSE,"P1",1,66
9,"{8g#",2,"M4/4","E:",2,"^5+","8","g#",FALSE,"+M2",2,68
10,"8f#",2,"M4/4","E:",2,"v4+","8","f#",TRUE,"-M2",2,66
11,"4e",3,"M4/4","E:",2,"v3","4","e",TRUE,"-M2",2,64
12,"4e",3,"M4/4","E:",2,"3","4","e",FALSE,"P1",1,64
13,"4e",3,"M4/4","E:",2,"3","4","e",FALSE,"P1",1,64
14,"4f#",3,"M4/4","E:",2,"^4+","4","f#",FALSE,"+M2",2,66
15,"2g#",4,"M4/4","E:",2,"^5+","2","g#",FALSE,"+M2",2,68
16,"4r}",4,"M4/4","E:",2,NA,"4",NA,FALSE,NA,NA,NA
17,"{(8g#",4,"M4/4","E:",3,"5+","8","g#",FALSE,"[g#]",NA,68
18,"8a",4,"M4/4","E:",3,"^6","8","a",FALSE,"+m2",2,69
19,"4b",5,"M4/4","E:",3,"^7","4","b",FALSE,"+M2",2,71
20,"4b",5,"M4/4","E:",3,"7","4","b",FALSE,"P1",1,71
21,"4cc#",5,"M4/4","E:",3,"^1+","4","cc#",FALSE,"+M2",2,73
22,"4dd#",5,"M4/4","E:",3,"^2+","4","dd#",FALSE,"+M2",2,75
23,"2ee)",6,"M4/4","E:",3,"^3","2","ee",FALSE,"+m2",2,76
24,"4r}",6,"M4/4","E:",3,NA,"4",NA,FALSE,NA,NA,NA
25,"{8b",6,"M4/4","E:",4,"v7","8","b",FALSE,"[b]",NA,71
26,"8b",6,"M4/4","E:",4,"7","8","b",FALSE,"P1",1,71
27,"4b",7,"M4/4","E:",4,"7","4","b",FALSE,"P1",1,71
28,"8b",7,"M4/4","E:",4,"7","8","b",FALSE,"P1",1,71
29,"8b",7,"M4/4","E:",4,"7","8","b",FALSE,"P1",1,71
30,"4b",7,"M4/4","E:",4,"7","4","b",FALSE,"P1",1,71
31,"8b",7,"M4/4","E:",4,"7","8","b",FALSE,"P1",1,71
32,"8b",7,"M4/4","E:",4,"7","8","b",FALSE,"P1",1,71
33,"4b;",8,"M4/4","E:",4,"7","4","b",FALSE,"P1",1,71
34,"4r",8,"M4/4","E:",4,NA,"4",NA,FALSE,NA,NA,NA
35,"4r}",8,"M4/4","E:",4,NA,"4",NA,FALSE,NA,NA,NA
