"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{16.gL",0,"M2/4","G:",1,"^5","16.","g",FALSE,"[g]",NA,67
2,"32aJ",0,"M2/4","G:",1,"^6","32","a",FALSE,"+M2",2,69
3,"8b'",1,"M2/4","G:",1,"^7","8","b",FALSE,"+M2",2,71
4,"8b'",1,"M2/4","G:",1,"^7","8","b",FALSE,"P1",1,71
5,"8b'",1,"M2/4","G:",1,"^7","8","b",FALSE,"P1",1,71
6,"8b'",1,"M2/4","G:",1,"^7","8","b",FALSE,"P1",1,71
7,"(16ddL",2,"M2/4","G:",1,"^2","16","dd",FALSE,"+m3",3,74
8,"16ccJ)",2,"M2/4","G:",1,"v1","16","cc",TRUE,"-M2",2,72
9,"8a'",2,"M2/4","G:",1,"^6","8","a",TRUE,"-m3",3,69
10,"8g'}",2,"M2/4","G:",1,"^5","8","g",TRUE,"-M2",2,67
11,"{(16.f#L",2,"M2/4","G:",2,"v4+","16.","f#",TRUE,"-m2",2,66
12,"32gJ)",2,"M2/4","G:",2,"^5","32","g",FALSE,"+m2",2,67
13,"8a'",3,"M2/4","G:",2,"^6","8","a",FALSE,"+M2",2,69
14,"8a'",3,"M2/4","G:",2,"^6","8","a",FALSE,"P1",1,69
15,"8b'",3,"M2/4","G:",2,"^7","8","b",FALSE,"+M2",2,71
16,"8dd'",3,"M2/4","G:",2,"^2","8","dd",FALSE,"+m3",3,74
17,"4a",4,"M2/4","G:",2,"^6","4","a",TRUE,"-P4",4,69
18,"8r}",4,"M2/4","G:",2,NA,"8",NA,FALSE,NA,NA,NA
19,"{16.gL",4,"M2/4","G:",3,"^5","16.","g",FALSE,"[g]",NA,67
20,"32aJ",4,"M2/4","G:",3,"^6","32","a",FALSE,"+M2",2,69
21,"8b'",5,"M2/4","G:",3,"^7","8","b",FALSE,"+M2",2,71
22,"8b'",5,"M2/4","G:",3,"^7","8","b",FALSE,"P1",1,71
23,"8b'",5,"M2/4","G:",3,"^7","8","b",FALSE,"P1",1,71
24,"8b'",5,"M2/4","G:",3,"^7","8","b",FALSE,"P1",1,71
25,"(16ddL",6,"M2/4","G:",3,"^2","16","dd",FALSE,"+m3",3,74
26,"16ccJ)",6,"M2/4","G:",3,"v1","16","cc",TRUE,"-M2",2,72
27,"8a'",6,"M2/4","G:",3,"^6","8","a",TRUE,"-m3",3,69
28,"8g'}",6,"M2/4","G:",3,"^5","8","g",TRUE,"-M2",2,67
29,"{(16.f#L",6,"M2/4","G:",4,"v4+","16.","f#",TRUE,"-m2",2,66
30,"32gJ)",6,"M2/4","G:",4,"^5","32","g",FALSE,"+m2",2,67
31,"8a'",7,"M2/4","G:",4,"^6","8","a",FALSE,"+M2",2,69
32,"8a'",7,"M2/4","G:",4,"^6","8","a",FALSE,"P1",1,69
33,"8b'",7,"M2/4","G:",4,"^7","8","b",FALSE,"+M2",2,71
34,"8dd'",7,"M2/4","G:",4,"^2","8","dd",FALSE,"+m3",3,74
35,"4a",8,"M2/4","G:",4,"^6","4","a",TRUE,"-P4",4,69
36,"8r}",8,"M2/4","G:",4,NA,"8",NA,FALSE,NA,NA,NA
37,"{8dd^^",8,"M2/4","G:",5,"^2","8","dd",FALSE,"[dd]",NA,74
38,"8cc'",9,"M2/4","G:",5,"v1","8","cc",TRUE,"-M2",2,72
39,"8cc'",9,"M2/4","G:",5,"v1","8","cc",FALSE,"P1",1,72
40,"8b'",9,"M2/4","G:",5,"^7","8","b",TRUE,"-m2",2,71
41,"8b'",9,"M2/4","G:",5,"^7","8","b",FALSE,"P1",1,71
42,"(16aL",10,"M2/4","G:",5,"^6","16","a",TRUE,"-M2",2,69
43,"16gJ)",10,"M2/4","G:",5,"^5","16","g",TRUE,"-M2",2,67
44,"(16aL",10,"M2/4","G:",5,"^6","16","a",FALSE,"+M2",2,69
45,"16bJ)",10,"M2/4","G:",5,"^7","16","b",FALSE,"+M2",2,71
46,"8g}",10,"M2/4","G:",5,"^5","8","g",TRUE,"-M3",3,67
47,"{8dd^^",10,"M2/4","G:",6,"^2","8","dd",FALSE,"+P5",5,74
48,"8cc",11,"M2/4","G:",6,"v1","8","cc",TRUE,"-M2",2,72
49,"8cc",11,"M2/4","G:",6,"v1","8","cc",FALSE,"P1",1,72
50,"8b",11,"M2/4","G:",6,"^7","8","b",TRUE,"-m2",2,71
51,"8b",11,"M2/4","G:",6,"^7","8","b",FALSE,"P1",1,71
52,"(16aL",12,"M2/4","G:",6,"^6","16","a",TRUE,"-M2",2,69
53,"16gJ)",12,"M2/4","G:",6,"^5","16","g",TRUE,"-M2",2,67
54,"(16aL",12,"M2/4","G:",6,"^6","16","a",FALSE,"+M2",2,69
55,"16bJ)",12,"M2/4","G:",6,"^7","16","b",FALSE,"+M2",2,71
56,"8g}",12,"M2/4","G:",6,"^5","8","g",TRUE,"-M3",3,67
57,"{8g",12,"M2/4","G:",7,"^5","8","g",FALSE,"P1",1,67
58,"4.ee",13,"M2/4","G:",7,"^3","4.","ee",FALSE,"+M6",6,76
59,"8ee",13,"M2/4","G:",7,"^3","8","ee",FALSE,"P1",1,76
60,"4.ee",14,"M2/4","G:",7,"^3","4.","ee",FALSE,"P1",1,76
61,"(16ddL",14,"M2/4","G:",7,"^2","16","dd",TRUE,"-M2",2,74
62,"16ccJ)",14,"M2/4","G:",7,"v1","16","cc",TRUE,"-M2",2,72
63,"8b/'",15,"M2/4","G:",7,"^7","8","b",TRUE,"-m2",2,71
64,"8a'",15,"M2/4","G:",7,"^6","8","a",TRUE,"-M2",2,69
65,"8g'}",15,"M2/4","G:",7,"^5","8","g",TRUE,"-M2",2,67
66,"{16g",15,"M2/4","G:",8,"^5","16","g",FALSE,"P1",1,67
67,"16a",15,"M2/4","G:",8,"^6","16","a",FALSE,"+M2",2,69
68,"4b/",16,"M2/4","G:",8,"^7","4","b",FALSE,"+M2",2,71
69,"16a",16,"M2/4","G:",8,"^6","16","a",TRUE,"-M2",2,69
70,"16r",16,"M2/4","G:",8,NA,"16",NA,FALSE,NA,NA,NA
71,"16a",16,"M2/4","G:",8,"^6","16","a",FALSE,"[a]",NA,69
72,"16b/",16,"M2/4","G:",8,"^7","16","b",FALSE,"+M2",2,71
73,"4cc",17,"M2/4","G:",8,"v1","4","cc",FALSE,"+m2",2,72
74,"16b",17,"M2/4","G:",8,"^7","16","b",TRUE,"-m2",2,71
75,"16r}",17,"M2/4","G:",8,NA,"16",NA,FALSE,NA,NA,NA
76,"{16b",17,"M2/4","G:",9,"^7","16","b",FALSE,"[b]",NA,71
