"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8.d",0,"M3/4","G:",1,"^2","8.","d",FALSE,"[d]",NA,62
2,"16d",0,"M3/4","G:",1,"2","16","d",FALSE,"P1",1,62
3,"4.g",1,"M3/4","G:",1,"^5","4.","g",FALSE,"+P4",4,67
4,"8g",1,"M3/4","G:",1,"5","8","g",FALSE,"P1",1,67
5,"8f#",1,"M3/4","G:",1,"v4+","8","f#",TRUE,"-m2",2,66
6,"8g",1,"M3/4","G:",1,"^5","8","g",FALSE,"+m2",2,67
7,"4a",2,"M3/4","G:",1,"^6","4","a",FALSE,"+M2",2,69
8,"4r}",2,"M3/4","G:",1,NA,"4",NA,FALSE,NA,NA,NA
9,"{8g",2,"M3/4","G:",2,"v5","8","g",FALSE,"[g]",NA,67
10,"8b/",2,"M3/4","G:",2,"^7","8","b",FALSE,"+M3",3,71
11,"4dd",3,"M3/4","G:",2,"^2","4","dd",FALSE,"+m3",3,74
12,"4b",3,"M3/4","G:",2,"v7","4","b",TRUE,"-m3",3,71
13,"8a",3,"M3/4","G:",2,"v6","8","a",TRUE,"-M2",2,69
14,"8b/",3,"M3/4","G:",2,"^7","8","b",FALSE,"+M2",2,71
15,"4g",4,"M3/4","G:",2,"v5","4","g",TRUE,"-M3",3,67
16,"4r}",4,"M3/4","G:",2,NA,"4",NA,FALSE,NA,NA,NA
17,"{8g",4,"M3/4","G:",3,"5","8","g",FALSE,"[g]",NA,67
18,"8b/",4,"M3/4","G:",3,"^7","8","b",FALSE,"+M3",3,71
19,"4dd",5,"M3/4","G:",3,"^2","4","dd",FALSE,"+m3",3,74
20,"4dd",5,"M3/4","G:",3,"2","4","dd",FALSE,"P1",1,74
21,"8a",5,"M3/4","G:",3,"v6","8","a",TRUE,"-P4",4,69
22,"8cc",5,"M3/4","G:",3,"^1","8","cc",FALSE,"+m3",3,72
23,"(8b\L",6,"M3/4","G:",3,"v7","8","b",TRUE,"-m2",2,71
24,"8aJ)",6,"M3/4","G:",3,"v6","8","a",TRUE,"-M2",2,69
25,"4g}",6,"M3/4","G:",3,"v5","4","g",TRUE,"-M2",2,67
26,"{8g",6,"M3/4","G:",4,"5","8","g",FALSE,"P1",1,67
27,"8b/",6,"M3/4","G:",4,"^7","8","b",FALSE,"+M3",3,71
28,"4dd",7,"M3/4","G:",4,"^2","4","dd",FALSE,"+m3",3,74
29,"4dd",7,"M3/4","G:",4,"2","4","dd",FALSE,"P1",1,74
30,"8a",7,"M3/4","G:",4,"v6","8","a",TRUE,"-P4",4,69
31,"8cc",7,"M3/4","G:",4,"^1","8","cc",FALSE,"+m3",3,72
32,"(8bL\",8,"M3/4","G:",4,"v7","8","b",TRUE,"-m2",2,71
33,"8aJ)",8,"M3/4","G:",4,"v6","8","a",TRUE,"-M2",2,69
34,"4g}",8,"M3/4","G:",4,"v5","4","g",TRUE,"-M2",2,67
35,"{8.d",8,"M3/4","G:",5,"v2","8.","d",TRUE,"-P4",4,62
36,"16d",8,"M3/4","G:",5,"2","16","d",FALSE,"P1",1,62
37,"4.g",9,"M3/4","G:",5,"^5","4.","g",FALSE,"+P4",4,67
38,"8g",9,"M3/4","G:",5,"5","8","g",FALSE,"P1",1,67
39,"8f#",9,"M3/4","G:",5,"v4+","8","f#",TRUE,"-m2",2,66
40,"8g",9,"M3/4","G:",5,"^5","8","g",FALSE,"+m2",2,67
41,"4a",10,"M3/4","G:",5,"^6","4","a",FALSE,"+M2",2,69
42,"8r}",10,"M3/4","G:",5,NA,"8",NA,FALSE,NA,NA,NA
43,"{(>8d",10,"M3/4","G:",6,"v2","8","d",FALSE,"[d]",NA,62
44,"8g)",10,"M3/4","G:",6,"^5","8","g",FALSE,"+P4",4,67
45,"8b",10,"M3/4","G:",6,"^7","8","b",FALSE,"+M3",3,71
46,"4dd",11,"M3/4","G:",6,"^2","4","dd",FALSE,"+m3",3,74
47,"4b",11,"M3/4","G:",6,"v7","4","b",TRUE,"-m3",3,71
48,"8a",11,"M3/4","G:",6,"v6","8","a",TRUE,"-M2",2,69
49,"8b/",11,"M3/4","G:",6,"^7","8","b",FALSE,"+M2",2,71
50,"4g",12,"M3/4","G:",6,"v5","4","g",TRUE,"-M3",3,67
51,"4r}",12,"M3/4","G:",6,NA,"4",NA,FALSE,NA,NA,NA
