"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",0,"M6/8","C:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"4cc/",1,"M6/8","C:",1,"^1","4","cc",FALSE,"+P4",4,72
3,"8cc/",1,"M6/8","C:",1,"1","8","cc",FALSE,"P1",1,72
4,"8.dd/L",1,"M6/8","C:",1,"^2","8.","dd",FALSE,"+M2",2,74
5,"16eeJ",1,"M6/8","C:",1,"^3","16","ee",FALSE,"+M2",2,76
6,"8dd/",1,"M6/8","C:",1,"v2","8","dd",TRUE,"-M2",2,74
7,"8.b/L",2,"M6/8","C:",1,"v7","8.","b",TRUE,"-m3",3,71
8,"16aJ",2,"M6/8","C:",1,"v6","16","a",TRUE,"-M2",2,69
9,"8b/",2,"M6/8","C:",1,"^7","8","b",FALSE,"+M2",2,71
10,"4cc/}",2,"M6/8","C:",1,"^1","4","cc",FALSE,"+m2",2,72
11,"{8g",2,"M6/8","C:",2,"v5","8","g",TRUE,"-P4",4,67
12,"4ee",3,"M6/8","C:",2,"^3","4","ee",FALSE,"+M6",6,76
13,"8ee",3,"M6/8","C:",2,"3","8","ee",FALSE,"P1",1,76
14,"8ddL",3,"M6/8","C:",2,"v2","8","dd",TRUE,"-M2",2,74
15,"8eeJ",3,"M6/8","C:",2,"^3","8","ee",FALSE,"+M2",2,76
16,"8dd",3,"M6/8","C:",2,"v2","8","dd",TRUE,"-M2",2,74
17,"8ccL",4,"M6/8","C:",2,"v1","8","cc",TRUE,"-M2",2,72
18,"8bJ",4,"M6/8","C:",2,"v7","8","b",TRUE,"-m2",2,71
19,"8a",4,"M6/8","C:",2,"v6","8","a",TRUE,"-M2",2,69
20,"4g}",4,"M6/8","C:",2,"v5","4","g",TRUE,"-M2",2,67
21,"{8dd/",4,"M6/8","C:",3,"^2","8","dd",FALSE,"+P5",5,74
22,"4dd/",5,"M6/8","C:",3,"2","4","dd",FALSE,"P1",1,74
23,"8b/",5,"M6/8","C:",3,"v7","8","b",TRUE,"-m3",3,71
24,"4g",5,"M6/8","C:",3,"v5","4","g",TRUE,"-M3",3,67
25,"8gg",5,"M6/8","C:",3,"^5","8","gg",FALSE,"+P8",8,79
26,"4gg/",6,"M6/8","C:",3,"5","4","gg",FALSE,"P1",1,79
27,"8ee",6,"M6/8","C:",3,"v3","8","ee",TRUE,"-m3",3,76
28,"4cc/}",6,"M6/8","C:",3,"v1","4","cc",TRUE,"-M3",3,72
29,"{8g",6,"M6/8","C:",4,"v5","8","g",TRUE,"-P4",4,67
30,"4a",7,"M6/8","C:",4,"^6","4","a",FALSE,"+M2",2,69
31,"8a",7,"M6/8","C:",4,"6","8","a",FALSE,"P1",1,69
32,"8dd/L",7,"M6/8","C:",4,"^2","8","dd",FALSE,"+P4",4,74
33,"8eeJ",7,"M6/8","C:",4,"^3","8","ee",FALSE,"+M2",2,76
34,"8ff/",7,"M6/8","C:",4,"^4","8","ff",FALSE,"+m2",2,77
35,"4cc/",8,"M6/8","C:",4,"v1","4","cc",TRUE,"-P4",4,72
36,"8b/",8,"M6/8","C:",4,"v7","8","b",TRUE,"-m2",2,71
37,"4cc}/",8,"M6/8","C:",4,"^1","4","cc",FALSE,"+m2",2,72
