"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",0,"M2/4","F:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"4a",1,"M2/4","F:",1,"^6","4","a",FALSE,"+M2",2,69
3,"4cc/",1,"M2/4","F:",1,"^1","4","cc",FALSE,"+m3",3,72
4,"4f",2,"M2/4","F:",1,"v4","4","f",TRUE,"-P5",5,65
5,"4b-/",2,"M2/4","F:",1,"^7-","4","b-",FALSE,"+P4",4,70
6,"4a",3,"M2/4","F:",1,"v6","4","a",TRUE,"-m2",2,69
7,"4g",3,"M2/4","F:",1,"v5","4","g",TRUE,"-M2",2,67
8,"4g",4,"M2/4","F:",1,"5","4","g",FALSE,"P1",1,67
9,"8r}",4,"M2/4","F:",1,NA,"8",NA,FALSE,NA,NA,NA
10,"{8b-X/",4,"M2/4","F:",2,"^7-","8","b-",TRUE,"[b-]",NA,70
11,"4a",5,"M2/4","F:",2,"v6","4","a",TRUE,"-m2",2,69
12,"4cc/",5,"M2/4","F:",2,"^1","4","cc",FALSE,"+m3",3,72
13,"4f",6,"M2/4","F:",2,"v4","4","f",TRUE,"-P5",5,65
14,"4b-/",6,"M2/4","F:",2,"^7-","4","b-",FALSE,"+P4",4,70
15,"4a",7,"M2/4","F:",2,"v6","4","a",TRUE,"-m2",2,69
16,"4g",7,"M2/4","F:",2,"v5","4","g",TRUE,"-M2",2,67
17,"4.a",8,"M2/4","F:",2,"^6","4.","a",FALSE,"+M2",2,69
18,"8r}",8,"M2/4","F:",2,NA,"8",NA,FALSE,NA,NA,NA
19,"{8r",9,"M2/4","F:",3,NA,"8",NA,FALSE,NA,NA,NA
20,"8g",9,"M2/4","F:",3,"v5","8","g",FALSE,"[g]",NA,67
21,"8a",9,"M2/4","F:",3,"^6","8","a",FALSE,"+M2",2,69
22,"8bn/",9,"M2/4","F:",3,"^7","8","b",FALSE,"+M2",2,71
23,"8dd/",10,"M2/4","F:",3,"^2","8","dd",FALSE,"+m3",3,74
24,"8cc/",10,"M2/4","F:",3,"v1","8","cc",TRUE,"-M2",2,72
25,"4r}",10,"M2/4","F:",3,NA,"4",NA,FALSE,NA,NA,NA
26,"{4dd/",11,"M2/4","F:",4,"^2","4","dd",FALSE,"[dd]",NA,74
27,"4cc/",11,"M2/4","F:",4,"v1","4","cc",TRUE,"-M2",2,72
28,"4dd/",12,"M2/4","F:",4,"^2","4","dd",FALSE,"+M2",2,74
29,"4cc/",12,"M2/4","F:",4,"v1","4","cc",TRUE,"-M2",2,72
30,"2ee/",13,"M2/4","F:",4,"^3","2","ee",FALSE,"+M3",3,76
31,"4ff/",14,"M2/4","F:",4,"^4","4","ff",FALSE,"+m2",2,77
32,"4r}",14,"M2/4","F:",4,NA,"4",NA,FALSE,NA,NA,NA
33,"{4ee^/",15,"M2/4","F:",5,"v3","4","ee",FALSE,"[ee]",NA,76
34,"8dd/",15,"M2/4","F:",5,"v2","8","dd",TRUE,"-M2",2,74
35,"8r",15,"M2/4","F:",5,NA,"8",NA,FALSE,NA,NA,NA
36,"4cc^/",16,"M2/4","F:",5,"v1","4","cc",FALSE,"[cc]",NA,72
37,"8b-/",16,"M2/4","F:",5,"v7-","8","b-",TRUE,"-M2",2,70
38,"8r",16,"M2/4","F:",5,NA,"8",NA,FALSE,NA,NA,NA
39,"2cc/",17,"M2/4","F:",5,"^1","2","cc",FALSE,"[cc]",NA,72
40,"4.f}",18,"M2/4","F:",5,"v4","4.","f",TRUE,"-P5",5,65
