"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4a",1,"M2/4","A:",1,"^6","4","a",FALSE,"[a]",NA,69
2,"4a",1,"M2/4","A:",1,"6","4","a",FALSE,"P1",1,69
3,"8aL",2,"M2/4","A:",1,"6","8","a",FALSE,"P1",1,69
4,"8g#J",2,"M2/4","A:",1,"v5+","8","g#",TRUE,"-m2",2,68
5,"8aL",2,"M2/4","A:",1,"^6","8","a",FALSE,"+m2",2,69
6,"8bJ",2,"M2/4","A:",1,"^7","8","b",FALSE,"+M2",2,71
7,"4cc#/",3,"M2/4","A:",1,"^1+","4","cc#",FALSE,"+M2",2,73
8,"4cc#/",3,"M2/4","A:",1,"1+","4","cc#",FALSE,"P1",1,73
9,"8cc#/L",4,"M2/4","A:",1,"1+","8","cc#",FALSE,"P1",1,73
10,"8bJ",4,"M2/4","A:",1,"v7","8","b",TRUE,"-M2",2,71
11,"8cc#/L",4,"M2/4","A:",1,"^1+","8","cc#",FALSE,"+M2",2,73
12,"8ddJ}",4,"M2/4","A:",1,"^2","8","dd",FALSE,"+m2",2,74
13,"{4ee/",5,"M2/4","A:",2,"^3","4","ee",FALSE,"+M2",2,76
14,"4cc#/",5,"M2/4","A:",2,"v1+","4","cc#",TRUE,"-m3",3,73
15,"4a",6,"M2/4","A:",2,"v6","4","a",TRUE,"-M3",3,69
16,"4e",6,"M2/4","A:",2,"v3","4","e",TRUE,"-P4",4,64
17,"4a",7,"M2/4","A:",2,"^6","4","a",FALSE,"+P4",4,69
18,"4cc#/",7,"M2/4","A:",2,"^1+","4","cc#",FALSE,"+M3",3,73
19,"2b/}",8,"M2/4","A:",2,"v7","2","b",TRUE,"-M2",2,71
20,"{8eL",9,"M2/4","A:",3,"v3","8","e",TRUE,"-P5",5,64
21,"8f#J",9,"M2/4","A:",3,"^4+","8","f#",FALSE,"+M2",2,66
22,"8g#L",9,"M2/4","A:",3,"^5+","8","g#",FALSE,"+M2",2,68
23,"8aJ",9,"M2/4","A:",3,"^6","8","a",FALSE,"+m2",2,69
24,"4b/",10,"M2/4","A:",3,"^7","4","b",FALSE,"+M2",2,71
25,"4b/",10,"M2/4","A:",3,"7","4","b",FALSE,"P1",1,71
26,"8g#L",11,"M2/4","A:",3,"v5+","8","g#",TRUE,"-m3",3,68
27,"8aJ",11,"M2/4","A:",3,"^6","8","a",FALSE,"+m2",2,69
28,"8b/L",11,"M2/4","A:",3,"^7","8","b",FALSE,"+M2",2,71
29,"8cc#J",11,"M2/4","A:",3,"^1+","8","cc#",FALSE,"+M2",2,73
30,"4dd/",12,"M2/4","A:",3,"^2","4","dd",FALSE,"+m2",2,74
31,"4dd/}",12,"M2/4","A:",3,"2","4","dd",FALSE,"P1",1,74
32,"{4cc#/",13,"M2/4","A:",4,"v1+","4","cc#",TRUE,"-m2",2,73
33,"4ee/",13,"M2/4","A:",4,"^3","4","ee",FALSE,"+m3",3,76
34,"4a",14,"M2/4","A:",4,"v6","4","a",TRUE,"-P5",5,69
35,"4a",14,"M2/4","A:",4,"6","4","a",FALSE,"P1",1,69
36,"8g#L",15,"M2/4","A:",4,"v5+","8","g#",TRUE,"-m2",2,68
37,"8aJ",15,"M2/4","A:",4,"^6","8","a",FALSE,"+m2",2,69
38,"8b/L",15,"M2/4","A:",4,"^7","8","b",FALSE,"+M2",2,71
39,"8cc#J",15,"M2/4","A:",4,"^1+","8","cc#",FALSE,"+M2",2,73
40,"2a}",16,"M2/4","A:",4,"v6","2","a",TRUE,"-M3",3,69
