"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8f",0,"M3/8","F:",1,"^4","8","f",FALSE,"[f]",NA,65
2,"8f",1,"M3/8","F:",1,"4","8","f",FALSE,"P1",1,65
3,"16gL",1,"M3/8","F:",1,"^5","16","g",FALSE,"+M2",2,67
4,"16fJ",1,"M3/8","F:",1,"v4","16","f",TRUE,"-M2",2,65
5,"16eL",1,"M3/8","F:",1,"v3","16","e",TRUE,"-m2",2,64
6,"16fJ",1,"M3/8","F:",1,"^4","16","f",FALSE,"+m2",2,65
7,"8g",2,"M3/8","F:",1,"^5","8","g",FALSE,"+M2",2,67
8,"8r;}",2,"M3/8","F:",1,NA,"8",NA,FALSE,NA,NA,NA
9,"{8g",2,"M3/8","F:",2,"5","8","g",FALSE,"[g]",NA,67
10,"8g",3,"M3/8","F:",2,"5","8","g",FALSE,"P1",1,67
11,"16f#L",3,"M3/8","F:",2,"v4+","16","f#",TRUE,"-m2",2,66
12,"16gJ",3,"M3/8","F:",2,"^5","16","g",FALSE,"+m2",2,67
13,"16aL",3,"M3/8","F:",2,"^6","16","a",FALSE,"+M2",2,69
14,"16bnJ",3,"M3/8","F:",2,"^7","16","b",FALSE,"+M2",2,71
15,"8cc;",4,"M3/8","F:",2,"^1","8","cc",FALSE,"+m2",2,72
16,"8r}",4,"M3/8","F:",2,NA,"8",NA,FALSE,NA,NA,NA
17,"{8f",4,"M3/8","F:",3,"v4","8","f",FALSE,"[f]",NA,65
18,"8f",5,"M3/8","F:",3,"4","8","f",FALSE,"P1",1,65
19,"16gL",5,"M3/8","F:",3,"^5","16","g",FALSE,"+M2",2,67
20,"16aJ",5,"M3/8","F:",3,"^6","16","a",FALSE,"+M2",2,69
21,"16b-X/L",5,"M3/8","F:",3,"^7-","16","b-",FALSE,"+m2",2,70
22,"16ccJ",5,"M3/8","F:",3,"^1","16","cc",FALSE,"+M2",2,72
23,"4dd}",6,"M3/8","F:",3,"^2","4","dd",FALSE,"+M2",2,74
24,"{16dd",6,"M3/8","F:",4,"2","16","dd",FALSE,"P1",1,74
25,"16dd",6,"M3/8","F:",4,"2","16","dd",FALSE,"P1",1,74
26,"16ddL",7,"M3/8","F:",4,"2","16","dd",FALSE,"P1",1,74
27,"16ccJ",7,"M3/8","F:",4,"v1","16","cc",TRUE,"-M2",2,72
28,"16b-L",7,"M3/8","F:",4,"v7-","16","b-",TRUE,"-M2",2,70
29,"16aJ",7,"M3/8","F:",4,"v6","16","a",TRUE,"-m2",2,69
30,"16b-/L",7,"M3/8","F:",4,"^7-","16","b-",FALSE,"+m2",2,70
31,"16gJ",7,"M3/8","F:",4,"v5","16","g",TRUE,"-m3",3,67
32,"4f}",8,"M3/8","F:",4,"v4","4","f",TRUE,"-M2",2,65
