"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8dd",0,"M6/8","B-:",1,"^^2","8","dd",FALSE,"[dd]",NA,74
2,"4dd",1,"M6/8","B-:",1,"2","4","dd",FALSE,"P1",1,74
3,"8b-",1,"M6/8","B-:",1,"v7-","8","b-",TRUE,"-M3",3,70
4,"4ee-",1,"M6/8","B-:",1,"^3-","4","ee-",FALSE,"+P4",4,75
5,"8dd",1,"M6/8","B-:",1,"v2","8","dd",TRUE,"-m2",2,74
6,"(4dd",2,"M6/8","B-:",1,"2","4","dd",FALSE,"P1",1,74
7,"8cc)",2,"M6/8","B-:",1,"v1","8","cc",TRUE,"-M2",2,72
8,"8b-",2,"M6/8","B-:",1,"v7-","8","b-",TRUE,"-M2",2,70
9,"8r}",2,"M6/8","B-:",1,NA,"8",NA,FALSE,NA,NA,NA
10,"{8ff",2,"M6/8","B-:",2,"^4","8","ff",FALSE,"[ff]",NA,77
11,"4ff",3,"M6/8","B-:",2,"4","4","ff",FALSE,"P1",1,77
12,"8b-",3,"M6/8","B-:",2,"v7-","8","b-",TRUE,"-P5",5,70
13,"4a",3,"M6/8","B-:",2,"v6","4","a",TRUE,"-m2",2,69
14,"8b-",3,"M6/8","B-:",2,"^7-","8","b-",FALSE,"+m2",2,70
15,"4.cc",4,"M6/8","B-:",2,"^1","4.","cc",FALSE,"+M2",2,72
16,"4r}",4,"M6/8","B-:",2,NA,"4",NA,FALSE,NA,NA,NA
17,"{8cc",4,"M6/8","B-:",3,"1","8","cc",FALSE,"[cc]",NA,72
18,"4cc",5,"M6/8","B-:",3,"1","4","cc",FALSE,"P1",1,72
19,"8f",5,"M6/8","B-:",3,"v4","8","f",TRUE,"-P5",5,65
20,"4dd",5,"M6/8","B-:",3,"^2","4","dd",FALSE,"+M6",6,74
21,"8b-",5,"M6/8","B-:",3,"v7-","8","b-",TRUE,"-M3",3,70
22,"(8.ee-L",6,"M6/8","B-:",3,"^3-","8.","ee-",FALSE,"+P4",4,75
23,"16ff",6,"M6/8","B-:",3,"^4","16","ff",FALSE,"+M2",2,77
24,"16dd",6,"M6/8","B-:",3,"v2","16","dd",TRUE,"-m3",3,74
25,"16ee-J)",6,"M6/8","B-:",3,"^3-","16","ee-",FALSE,"+m2",2,75
26,"8cc",6,"M6/8","B-:",3,"v1","8","cc",TRUE,"-m3",3,72
27,"8r}",6,"M6/8","B-:",3,NA,"8",NA,FALSE,NA,NA,NA
28,"{8gg",6,"M6/8","B-:",4,"^5","8","gg",FALSE,"[gg]",NA,79
29,"4ff",7,"M6/8","B-:",4,"v4","4","ff",TRUE,"-M2",2,77
30,"8dd",7,"M6/8","B-:",4,"v2","8","dd",TRUE,"-m3",3,74
31,"4cc",7,"M6/8","B-:",4,"v1","4","cc",TRUE,"-M2",2,72
32,"8dd",7,"M6/8","B-:",4,"^2","8","dd",FALSE,"+M2",2,74
33,"4.b-",8,"M6/8","B-:",4,"v7-","4.","b-",TRUE,"-M3",3,70
34,"4r}",8,"M6/8","B-:",4,NA,"4",NA,FALSE,NA,NA,NA
