"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8f",0,"M6/8","B-:",1,"^4","8","f",FALSE,"[f]",NA,65
2,"4b-/",1,"M6/8","B-:",1,"^7-","4","b-",FALSE,"+P4",4,70
3,"8b-/",1,"M6/8","B-:",1,"7-","8","b-",FALSE,"P1",1,70
4,"8b-/L",1,"M6/8","B-:",1,"7-","8","b-",FALSE,"P1",1,70
5,"8ccJ",1,"M6/8","B-:",1,"^1","8","cc",FALSE,"+M2",2,72
6,"8dd/",1,"M6/8","B-:",1,"^2","8","dd",FALSE,"+M2",2,74
7,"8cc/L",2,"M6/8","B-:",1,"v1","8","cc",TRUE,"-M2",2,72
8,"8ee-J",2,"M6/8","B-:",1,"^3-","8","ee-",FALSE,"+m3",3,75
9,"8ee-/",2,"M6/8","B-:",1,"3-","8","ee-",FALSE,"P1",1,75
10,"4ee-/}",2,"M6/8","B-:",1,"3-","4","ee-",FALSE,"P1",1,75
11,"{8cc/",2,"M6/8","B-:",2,"v1","8","cc",TRUE,"-m3",3,72
12,"4dd/",3,"M6/8","B-:",2,"^2","4","dd",FALSE,"+M2",2,74
13,"8dd/",3,"M6/8","B-:",2,"2","8","dd",FALSE,"P1",1,74
14,"4ff",3,"M6/8","B-:",2,"^4","4","ff",FALSE,"+m3",3,77
15,"8ee-",3,"M6/8","B-:",2,"v3-","8","ee-",TRUE,"-M2",2,75
16,"(4.ee-",4,"M6/8","B-:",2,"3-","4.","ee-",FALSE,"P1",1,75
17,"4dd)}",4,"M6/8","B-:",2,"v2","4","dd",TRUE,"-m2",2,74
18,"{8f",4,"M6/8","B-:",3,"v4","8","f",TRUE,"-M6",6,65
19,"4b-/",5,"M6/8","B-:",3,"^7-","4","b-",FALSE,"+P4",4,70
20,"8b-/",5,"M6/8","B-:",3,"7-","8","b-",FALSE,"P1",1,70
21,"8b-/L",5,"M6/8","B-:",3,"7-","8","b-",FALSE,"P1",1,70
