"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4g",0,"M4/4","C:",1,"^5","4","g",FALSE,"[g]",NA,67
2,"4ee",1,"M4/4","C:",1,"^3","4","ee",FALSE,"+M6",6,76
3,"4dd/",1,"M4/4","C:",1,"v2","4","dd",TRUE,"-M2",2,74
4,"4cc/",1,"M4/4","C:",1,"v1","4","cc",TRUE,"-M2",2,72
5,"4b/",1,"M4/4","C:",1,"v7","4","b",TRUE,"-m2",2,71
6,"4.a",2,"M4/4","C:",1,"v6","4.","a",TRUE,"-M2",2,69
7,"8a",2,"M4/4","C:",1,"6","8","a",FALSE,"P1",1,69
8,"4a}",2,"M4/4","C:",1,"6","4","a",FALSE,"P1",1,69
9,"{4dd/",2,"M4/4","C:",2,"^2","4","dd",FALSE,"+P4",4,74
10,"4ff/",3,"M4/4","C:",2,"^4","4","ff",FALSE,"+m3",3,77
11,"4ee/",3,"M4/4","C:",2,"v3","4","ee",TRUE,"-m2",2,76
12,"4dd/",3,"M4/4","C:",2,"v2","4","dd",TRUE,"-M2",2,74
13,"4cc/",3,"M4/4","C:",2,"v1","4","cc",TRUE,"-M2",2,72
14,"4b/",4,"M4/4","C:",2,"v7","4","b",TRUE,"-m2",2,71
15,"4r",4,"M4/4","C:",2,NA,"4",NA,FALSE,NA,NA,NA
16,"4r}",4,"M4/4","C:",2,NA,"4",NA,FALSE,NA,NA,NA
17,"{4b/",4,"M4/4","C:",3,"7","4","b",FALSE,"[b]",NA,71
18,"4.dd/",5,"M4/4","C:",3,"^2","4.","dd",FALSE,"+m3",3,74
19,"8cc/",5,"M4/4","C:",3,"v1","8","cc",TRUE,"-M2",2,72
20,"4b/",5,"M4/4","C:",3,"v7","4","b",TRUE,"-m2",2,71
21,"4b/",5,"M4/4","C:",3,"7","4","b",FALSE,"P1",1,71
22,"4cc/",6,"M4/4","C:",3,"^1","4","cc",FALSE,"+m2",2,72
23,"4dd/",6,"M4/4","C:",3,"^2","4","dd",FALSE,"+M2",2,74
24,"4ee/}",6,"M4/4","C:",3,"^3","4","ee",FALSE,"+M2",2,76
25,"{4cc/",6,"M4/4","C:",4,"v1","4","cc",TRUE,"-M3",3,72
26,"4.dd/",7,"M4/4","C:",4,"^2","4.","dd",FALSE,"+M2",2,74
27,"8dd/",7,"M4/4","C:",4,"2","8","dd",FALSE,"P1",1,74
28,"4cc/",7,"M4/4","C:",4,"v1","4","cc",TRUE,"-M2",2,72
29,"4b/",7,"M4/4","C:",4,"v7","4","b",TRUE,"-m2",2,71
30,"2cc/",8,"M4/4","C:",4,"^1","2","cc",FALSE,"+m2",2,72
31,"4r}",8,"M4/4","C:",4,NA,"4",NA,FALSE,NA,NA,NA
