"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8b/",1,"M2/4","E:",1,"^7","8","b",FALSE,"[b]",NA,71
2,"8b/",1,"M2/4","E:",1,"7","8","b",FALSE,"P1",1,71
3,"8b/",1,"M2/4","E:",1,"7","8","b",FALSE,"P1",1,71
4,"8f#",1,"M2/4","E:",1,"v4+","8","f#",TRUE,"-P4",4,66
5,"8g#L",2,"M2/4","E:",1,"^5+","8","g#",FALSE,"+M2",2,68
6,"8eJ",2,"M2/4","E:",1,"v3","8","e",TRUE,"-M3",3,64
7,"8e",2,"M2/4","E:",1,"3","8","e",FALSE,"P1",1,64
8,"8r}",2,"M2/4","E:",1,NA,"8",NA,FALSE,NA,NA,NA
9,"{8b/",3,"M2/4","E:",2,"^7","8","b",FALSE,"[b]",NA,71
10,"8b/",3,"M2/4","E:",2,"7","8","b",FALSE,"P1",1,71
11,"8b/",3,"M2/4","E:",2,"7","8","b",FALSE,"P1",1,71
12,"8f#",3,"M2/4","E:",2,"v4+","8","f#",TRUE,"-P4",4,66
13,"8g#L",4,"M2/4","E:",2,"^5+","8","g#",FALSE,"+M2",2,68
14,"8eJ",4,"M2/4","E:",2,"v3","8","e",TRUE,"-M3",3,64
15,"8e",4,"M2/4","E:",2,"3","8","e",FALSE,"P1",1,64
16,"8r}",4,"M2/4","E:",2,NA,"8",NA,FALSE,NA,NA,NA
17,"{8f#",5,"M2/4","E:",3,"^4+","8","f#",FALSE,"[f#]",NA,66
18,"8f#",5,"M2/4","E:",3,"4+","8","f#",FALSE,"P1",1,66
19,"16g#L",5,"M2/4","E:",3,"^5+","16","g#",FALSE,"+M2",2,68
20,"16aJ",5,"M2/4","E:",3,"^6","16","a",FALSE,"+m2",2,69
21,"16bL",5,"M2/4","E:",3,"^7","16","b",FALSE,"+M2",2,71
22,"16g#J",5,"M2/4","E:",3,"v5+","16","g#",TRUE,"-m3",3,68
23,"4.f#",6,"M2/4","E:",3,"v4+","4.","f#",TRUE,"-M2",2,66
24,"8r}",6,"M2/4","E:",3,NA,"8",NA,FALSE,NA,NA,NA
25,"{8a",7,"M2/4","E:",4,"^6","8","a",FALSE,"[a]",NA,69
26,"8a",7,"M2/4","E:",4,"6","8","a",FALSE,"P1",1,69
27,"8f#",7,"M2/4","E:",4,"v4+","8","f#",TRUE,"-m3",3,66
28,"8f#",7,"M2/4","E:",4,"4+","8","f#",FALSE,"P1",1,66
29,"4b/",8,"M2/4","E:",4,"^7","4","b",FALSE,"+P4",4,71
30,"4g#}",8,"M2/4","E:",4,"v5+","4","g#",TRUE,"-m3",3,68
31,"{8a",9,"M2/4","E:",5,"^6","8","a",FALSE,"+m2",2,69
32,"8a",9,"M2/4","E:",5,"6","8","a",FALSE,"P1",1,69
33,"8f#",9,"M2/4","E:",5,"v4+","8","f#",TRUE,"-m3",3,66
34,"8f#",9,"M2/4","E:",5,"4+","8","f#",FALSE,"P1",1,66
35,"4.b/",10,"M2/4","E:",5,"^7","4.","b",FALSE,"+P4",4,71
36,"8g#}",10,"M2/4","E:",5,"v5+","8","g#",TRUE,"-m3",3,68
37,"{8e",11,"M2/4","E:",6,"v3","8","e",TRUE,"-M3",3,64
38,"8f#",11,"M2/4","E:",6,"^4+","8","f#",FALSE,"+M2",2,66
39,"16.g#L",11,"M2/4","E:",6,"^5+","16.","g#",FALSE,"+M2",2,68
40,"32aJ",11,"M2/4","E:",6,"^6","32","a",FALSE,"+m2",2,69
41,"8f#",11,"M2/4","E:",6,"v4+","8","f#",TRUE,"-m3",3,66
42,"4.e",12,"M2/4","E:",6,"v3","4.","e",TRUE,"-M2",2,64
43,"8r}",12,"M2/4","E:",6,NA,"8",NA,FALSE,NA,NA,NA
