"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",1,"M2/4","G:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"8d",1,"M2/4","G:",1,"v2","8","d",TRUE,"-P4",4,62
3,"8g",1,"M2/4","G:",1,"^5","8","g",FALSE,"+P4",4,67
4,"8d",1,"M2/4","G:",1,"v2","8","d",TRUE,"-P4",4,62
5,"(16gL",2,"M2/4","G:",1,"^5","16","g",FALSE,"+P4",4,67
6,"16a",2,"M2/4","G:",1,"^6","16","a",FALSE,"+M2",2,69
7,"16b",2,"M2/4","G:",1,"^7","16","b",FALSE,"+M2",2,71
8,"16aJ)",2,"M2/4","G:",1,"v6","16","a",TRUE,"-M2",2,69
9,"8g",2,"M2/4","G:",1,"v5","8","g",TRUE,"-M2",2,67
10,"8r}",2,"M2/4","G:",1,NA,"8",NA,FALSE,NA,NA,NA
11,"{8a",3,"M2/4","G:",2,"^6","8","a",FALSE,"[a]",NA,69
12,"8d",3,"M2/4","G:",2,"v2","8","d",TRUE,"-P5",5,62
13,"8a",3,"M2/4","G:",2,"^6","8","a",FALSE,"+P5",5,69
14,"8d",3,"M2/4","G:",2,"v2","8","d",TRUE,"-P5",5,62
15,"(16aL",4,"M2/4","G:",2,"^6","16","a",FALSE,"+P5",5,69
16,"16b",4,"M2/4","G:",2,"^7","16","b",FALSE,"+M2",2,71
17,"16cc",4,"M2/4","G:",2,"^1","16","cc",FALSE,"+m2",2,72
18,"16bJ)",4,"M2/4","G:",2,"v7","16","b",TRUE,"-m2",2,71
19,"8a",4,"M2/4","G:",2,"v6","8","a",TRUE,"-M2",2,69
20,"8r}",4,"M2/4","G:",2,NA,"8",NA,FALSE,NA,NA,NA
21,"{8dd",5,"M2/4","G:",3,"^2","8","dd",FALSE,"[dd]",NA,74
22,"8a",5,"M2/4","G:",3,"v6","8","a",TRUE,"-P4",4,69
23,"8dd",5,"M2/4","G:",3,"^2","8","dd",FALSE,"+P4",4,74
24,"8a",5,"M2/4","G:",3,"v6","8","a",TRUE,"-P4",4,69
25,"(16ddL",6,"M2/4","G:",3,"^2","16","dd",FALSE,"+P4",4,74
26,"16eeJ)",6,"M2/4","G:",3,"^3","16","ee",FALSE,"+M2",2,76
27,"(16ff#L",6,"M2/4","G:",3,"^4+","16","ff#",FALSE,"+M2",2,78
28,"16eeJ)",6,"M2/4","G:",3,"v3","16","ee",TRUE,"-M2",2,76
29,"4dd}",6,"M2/4","G:",3,"v2","4","dd",TRUE,"-M2",2,74
30,"{8gg",7,"M2/4","G:",4,"^5","8","gg",FALSE,"+P4",4,79
31,"8dd",7,"M2/4","G:",4,"v2","8","dd",TRUE,"-P4",4,74
32,"8gg",7,"M2/4","G:",4,"^5","8","gg",FALSE,"+P4",4,79
33,"8dd",7,"M2/4","G:",4,"v2","8","dd",TRUE,"-P4",4,74
34,"(16ddL",8,"M2/4","G:",4,"2","16","dd",FALSE,"P1",1,74
35,"16eeJ)",8,"M2/4","G:",4,"^3","16","ee",FALSE,"+M2",2,76
36,"(16ddL",8,"M2/4","G:",4,"v2","16","dd",TRUE,"-M2",2,74
37,"16ccJ)",8,"M2/4","G:",4,"v1","16","cc",TRUE,"-M2",2,72
38,"4b}",8,"M2/4","G:",4,"v7","4","b",TRUE,"-m2",2,71
39,"{8.dd",9,"M2/4","G:",5,"^2","8.","dd",FALSE,"+m3",3,74
40,"16gg",9,"M2/4","G:",5,"^5","16","gg",FALSE,"+P4",4,79
41,"16ddL",9,"M2/4","G:",5,"v2","16","dd",TRUE,"-P4",4,74
42,"16bJ",9,"M2/4","G:",5,"v7","16","b",TRUE,"-m3",3,71
43,"16ccL",9,"M2/4","G:",5,"^1","16","cc",FALSE,"+m2",2,72
44,"16aJ",9,"M2/4","G:",5,"v6","16","a",TRUE,"-m3",3,69
45,"8.gL",10,"M2/4","G:",5,"v5","8.","g",TRUE,"-M2",2,67
46,"16aJ",10,"M2/4","G:",5,"^6","16","a",FALSE,"+M2",2,69
47,"8g",10,"M2/4","G:",5,"v5","8","g",TRUE,"-M2",2,67
48,"8r}",10,"M2/4","G:",5,NA,"8",NA,FALSE,NA,NA,NA
