"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8e",0,"M3/8","a:",1,"^3","8","e",FALSE,"[e]",NA,64
2,"8.a",1,"M3/8","a:",1,"^6","8.","a",FALSE,"+P4",4,69
3,"16a",1,"M3/8","a:",1,"6","16","a",FALSE,"P1",1,69
4,"8a",1,"M3/8","a:",1,"6","8","a",FALSE,"P1",1,69
5,"8a",2,"M3/8","a:",1,"6","8","a",FALSE,"P1",1,69
6,"8a",2,"M3/8","a:",1,"6","8","a",FALSE,"P1",1,69
7,"8cc",2,"M3/8","a:",1,"^1","8","cc",FALSE,"+m3",3,72
8,"4cc",3,"M3/8","a:",1,"1","4","cc",FALSE,"P1",1,72
9,"8b",3,"M3/8","a:",1,"v7","8","b",TRUE,"-m2",2,71
10,"4b}",4,"M3/8","a:",1,"7","4","b",FALSE,"P1",1,71
11,"{16b",4,"M3/8","a:",2,"7","16","b",FALSE,"P1",1,71
12,"16b",4,"M3/8","a:",2,"7","16","b",FALSE,"P1",1,71
13,"8.b",5,"M3/8","a:",2,"7","8.","b",FALSE,"P1",1,71
14,"16b",5,"M3/8","a:",2,"7","16","b",FALSE,"P1",1,71
15,"16b",5,"M3/8","a:",2,"7","16","b",FALSE,"P1",1,71
16,"16b",5,"M3/8","a:",2,"7","16","b",FALSE,"P1",1,71
17,"4ee",6,"M3/8","a:",2,"^3","4","ee",FALSE,"+P4",4,76
18,"8dd",6,"M3/8","a:",2,"v2","8","dd",TRUE,"-M2",2,74
19,"8cc",7,"M3/8","a:",2,"v1","8","cc",TRUE,"-M2",2,72
20,"8b",7,"M3/8","a:",2,"v7","8","b",TRUE,"-m2",2,71
21,"8cc",7,"M3/8","a:",2,"^1","8","cc",FALSE,"+m2",2,72
22,"4a",8,"M3/8","a:",2,"v6","4","a",TRUE,"-m3",3,69
23,"8r",8,"M3/8","a:",2,NA,"8",NA,FALSE,NA,NA,NA
24,"8.r}",9,"M3/8","a:",2,NA,"8.",NA,FALSE,NA,NA,NA
25,"{16a",9,"M3/8","a:",3,"6","16","a",FALSE,"[a]",NA,69
26,"16a",9,"M3/8","a:",3,"6","16","a",FALSE,"P1",1,69
27,"16a",9,"M3/8","a:",3,"6","16","a",FALSE,"P1",1,69
28,"8.bL",10,"M3/8","a:",3,"^7","8.","b",FALSE,"+M2",2,71
29,"16ccJ",10,"M3/8","a:",3,"^1","16","cc",FALSE,"+m2",2,72
30,"16bL",10,"M3/8","a:",3,"v7","16","b",TRUE,"-m2",2,71
31,"16aJ",10,"M3/8","a:",3,"v6","16","a",TRUE,"-M2",2,69
32,"8b",11,"M3/8","a:",3,"^7","8","b",FALSE,"+M2",2,71
33,"8b",11,"M3/8","a:",3,"7","8","b",FALSE,"P1",1,71
34,"8cc",11,"M3/8","a:",3,"^1","8","cc",FALSE,"+m2",2,72
35,"4dd",12,"M3/8","a:",3,"^2","4","dd",FALSE,"+M2",2,74
36,"16cc",12,"M3/8","a:",3,"v1","16","cc",TRUE,"-M2",2,72
37,"16dd",12,"M3/8","a:",3,"^2","16","dd",FALSE,"+M2",2,74
38,"8ee",13,"M3/8","a:",3,"^3","8","ee",FALSE,"+M2",2,76
39,"8ee}",13,"M3/8","a:",3,"3","8","ee",FALSE,"P1",1,76
40,"{8ee",13,"M3/8","a:",4,"3","8","ee",FALSE,"P1",1,76
41,"8ee",14,"M3/8","a:",4,"3","8","ee",FALSE,"P1",1,76
42,"8dd",14,"M3/8","a:",4,"v2","8","dd",TRUE,"-M2",2,74
43,"8dd",14,"M3/8","a:",4,"2","8","dd",FALSE,"P1",1,74
44,"4cc",15,"M3/8","a:",4,"v1","4","cc",TRUE,"-M2",2,72
45,"8cc",15,"M3/8","a:",4,"1","8","cc",FALSE,"P1",1,72
46,"4cc",16,"M3/8","a:",4,"1","4","cc",FALSE,"P1",1,72
47,"8b",16,"M3/8","a:",4,"v7","8","b",TRUE,"-m2",2,71
48,"8b/",17,"M3/8","a:",4,"7","8","b",FALSE,"P1",1,71
49,"8a}",17,"M3/8","a:",4,"v6","8","a",TRUE,"-M2",2,69
