"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8dd",0,"M2/4","G:",1,"^^2","8","dd",FALSE,"[dd]",NA,74
2,"8.b",1,"M2/4","G:",1,"v7","8.","b",TRUE,"-m3",3,71
3,"16g",1,"M2/4","G:",1,"v5","16","g",TRUE,"-M3",3,67
4,"8g",1,"M2/4","G:",1,"5","8","g",FALSE,"P1",1,67
5,"8d",1,"M2/4","G:",1,"v2","8","d",TRUE,"-P4",4,62
6,"8e'",2,"M2/4","G:",1,"^3","8","e",FALSE,"+M2",2,64
7,"8f#'",2,"M2/4","G:",1,"^4+","8","f#",FALSE,"+M2",2,66
8,"8g'}",2,"M2/4","G:",1,"^5","8","g",FALSE,"+m2",2,67
9,"{8a",2,"M2/4","G:",2,"^6","8","a",FALSE,"+M2",2,69
10,"8b",3,"M2/4","G:",2,"^7","8","b",FALSE,"+M2",2,71
11,"8dd",3,"M2/4","G:",2,"^2","8","dd",FALSE,"+m3",3,74
12,"8b",3,"M2/4","G:",2,"v7","8","b",TRUE,"-m3",3,71
13,"8g",3,"M2/4","G:",2,"v5","8","g",TRUE,"-M3",3,67
14,"(16ddL",4,"M2/4","G:",2,"^2","16","dd",FALSE,"+P5",5,74
15,"16eeJ",4,"M2/4","G:",2,"^3","16","ee",FALSE,"+M2",2,76
16,"8dd)",4,"M2/4","G:",2,"v2","8","dd",TRUE,"-M2",2,74
17,"8r}",4,"M2/4","G:",2,NA,"8",NA,FALSE,NA,NA,NA
18,"{8dd",4,"M2/4","G:",3,"2","8","dd",FALSE,"[dd]",NA,74
19,"8.b",5,"M2/4","G:",3,"v7","8.","b",TRUE,"-m3",3,71
20,"16g",5,"M2/4","G:",3,"v5","16","g",TRUE,"-M3",3,67
21,"8g",5,"M2/4","G:",3,"5","8","g",FALSE,"P1",1,67
22,"8d",5,"M2/4","G:",3,"v2","8","d",TRUE,"-P4",4,62
23,"8e'",6,"M2/4","G:",3,"^3","8","e",FALSE,"+M2",2,64
24,"8f#'",6,"M2/4","G:",3,"^4+","8","f#",FALSE,"+M2",2,66
25,"8g'}",6,"M2/4","G:",3,"^5","8","g",FALSE,"+m2",2,67
26,"{8a",6,"M2/4","G:",4,"^6","8","a",FALSE,"+M2",2,69
27,"8b",7,"M2/4","G:",4,"^7","8","b",FALSE,"+M2",2,71
28,"8dd",7,"M2/4","G:",4,"^2","8","dd",FALSE,"+m3",3,74
29,"8b",7,"M2/4","G:",4,"v7","8","b",TRUE,"-m3",3,71
30,"8g",7,"M2/4","G:",4,"v5","8","g",TRUE,"-M3",3,67
31,"(16ddL",8,"M2/4","G:",4,"^2","16","dd",FALSE,"+P5",5,74
32,"16eeJ",8,"M2/4","G:",4,"^3","16","ee",FALSE,"+M2",2,76
33,"8dd)",8,"M2/4","G:",4,"v2","8","dd",TRUE,"-M2",2,74
34,"8r}",8,"M2/4","G:",4,NA,"8",NA,FALSE,NA,NA,NA
35,"{8dd",8,"M2/4","G:",5,"2","8","dd",FALSE,"[dd]",NA,74
36,"16ee",9,"M2/4","G:",5,"^3","16","ee",FALSE,"+M2",2,76
37,"16dd",9,"M2/4","G:",5,"v2","16","dd",TRUE,"-M2",2,74
38,"16cc",9,"M2/4","G:",5,"v1","16","cc",TRUE,"-M2",2,72
39,"16cc",9,"M2/4","G:",5,"1","16","cc",FALSE,"P1",1,72
40,"16cc",9,"M2/4","G:",5,"1","16","cc",FALSE,"P1",1,72
41,"16b",9,"M2/4","G:",5,"v7","16","b",TRUE,"-m2",2,71
42,"16a",9,"M2/4","G:",5,"v6","16","a",TRUE,"-M2",2,69
43,"16g",9,"M2/4","G:",5,"v5","16","g",TRUE,"-M2",2,67
44,"16f#L",10,"M2/4","G:",5,"v4+","16","f#",TRUE,"-m2",2,66
45,"16gJ",10,"M2/4","G:",5,"^5","16","g",FALSE,"+m2",2,67
46,"16f#L",10,"M2/4","G:",5,"v4+","16","f#",TRUE,"-m2",2,66
47,"16eJ",10,"M2/4","G:",5,"v3","16","e",TRUE,"-M2",2,64
48,"8d}",10,"M2/4","G:",5,"v2","8","d",TRUE,"-M2",2,62
49,"{8dd",10,"M2/4","G:",6,"^2","8","dd",FALSE,"+P8",8,74
50,"16bL",11,"M2/4","G:",6,"v7","16","b",TRUE,"-m3",3,71
51,"16ccJ",11,"M2/4","G:",6,"^1","16","cc",FALSE,"+m2",2,72
52,"16ddL",11,"M2/4","G:",6,"^2","16","dd",FALSE,"+M2",2,74
53,"16bJ",11,"M2/4","G:",6,"v7","16","b",TRUE,"-m3",3,71
54,"16gL",11,"M2/4","G:",6,"v5","16","g",TRUE,"-M3",3,67
55,"16aJ",11,"M2/4","G:",6,"^6","16","a",FALSE,"+M2",2,69
56,"16bL",11,"M2/4","G:",6,"^7","16","b",FALSE,"+M2",2,71
57,"16ccJ",11,"M2/4","G:",6,"^1","16","cc",FALSE,"+m2",2,72
58,"4b",12,"M2/4","G:",6,"v7","4","b",TRUE,"-m2",2,71
59,"8aL",12,"M2/4","G:",6,"v6","8","a",TRUE,"-M2",2,69
60,"8bJ",12,"M2/4","G:",6,"^7","8","b",FALSE,"+M2",2,71
61,"4g",13,"M2/4","G:",6,"v5","4","g",TRUE,"-M3",3,67
62,"8r}",13,"M2/4","G:",6,NA,"8",NA,FALSE,NA,NA,NA
