"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4f#",1,"M6/8","D:",1,"^4+","4","f#",FALSE,"[f#]",NA,66
2,"8f#",1,"M6/8","D:",1,"4+","8","f#",FALSE,"P1",1,66
3,"8.g",1,"M6/8","D:",1,"^5","8.","g",FALSE,"+m2",2,67
4,"16f#",1,"M6/8","D:",1,"v4+","16","f#",TRUE,"-m2",2,66
5,"8g",1,"M6/8","D:",1,"^5","8","g",FALSE,"+m2",2,67
6,"(4.a",2,"M6/8","D:",1,"^6","4.","a",FALSE,"+M2",2,69
7,"4dd)",2,"M6/8","D:",1,"^2","4","dd",FALSE,"+P4",4,74
8,"8r}",2,"M6/8","D:",1,NA,"8",NA,FALSE,NA,NA,NA
9,"{8.ff#/",3,"M6/8","D:",2,"^4+","8.","ff#",FALSE,"[ff#]",NA,78
10,"16ee/",3,"M6/8","D:",2,"v3","16","ee",TRUE,"-M2",2,76
11,"8dd/",3,"M6/8","D:",2,"v2","8","dd",TRUE,"-M2",2,74
12,"8.dd/",3,"M6/8","D:",2,"2","8.","dd",FALSE,"P1",1,74
13,"16cc#/",3,"M6/8","D:",2,"v1+","16","cc#",TRUE,"-m2",2,73
14,"8b/",3,"M6/8","D:",2,"v7","8","b",TRUE,"-M2",2,71
15,"4.a",4,"M6/8","D:",2,"v6","4.","a",TRUE,"-M2",2,69
16,"4f#",4,"M6/8","D:",2,"v4+","4","f#",TRUE,"-m3",3,66
17,"8r}",4,"M6/8","D:",2,NA,"8",NA,FALSE,NA,NA,NA
18,"{8.ff#/",5,"M6/8","D:",3,"^4+","8.","ff#",FALSE,"[ff#]",NA,78
19,"16ee/",5,"M6/8","D:",3,"v3","16","ee",TRUE,"-M2",2,76
20,"8dd/",5,"M6/8","D:",3,"v2","8","dd",TRUE,"-M2",2,74
21,"8.dd/",5,"M6/8","D:",3,"2","8.","dd",FALSE,"P1",1,74
22,"16cc#/",5,"M6/8","D:",3,"v1+","16","cc#",TRUE,"-m2",2,73
23,"8b/",5,"M6/8","D:",3,"v7","8","b",TRUE,"-M2",2,71
24,"4.a",6,"M6/8","D:",3,"v6","4.","a",TRUE,"-M2",2,69
25,"4f#",6,"M6/8","D:",3,"v4+","4","f#",TRUE,"-m3",3,66
26,"8r}",6,"M6/8","D:",3,NA,"8",NA,FALSE,NA,NA,NA
27,"{8.e",7,"M6/8","D:",4,"v3","8.","e",FALSE,"[e]",NA,64
28,"16f#",7,"M6/8","D:",4,"^4+","16","f#",FALSE,"+M2",2,66
29,"8g#",7,"M6/8","D:",4,"^5+","8","g#",FALSE,"+M2",2,68
30,"8.a",7,"M6/8","D:",4,"^6","8.","a",FALSE,"+m2",2,69
31,"16b/",7,"M6/8","D:",4,"^7","16","b",FALSE,"+M2",2,71
32,"8g#",7,"M6/8","D:",4,"v5+","8","g#",TRUE,"-m3",3,68
33,"(4.a",8,"M6/8","D:",4,"^6","4.","a",FALSE,"+m2",2,69
34,"4.g)}",8,"M6/8","D:",4,"v5","4.","g",TRUE,"-M2",2,67
35,"{8.f#",9,"M6/8","D:",5,"v4+","8.","f#",TRUE,"-m2",2,66
36,"16e",9,"M6/8","D:",5,"v3","16","e",TRUE,"-M2",2,64
37,"8f#",9,"M6/8","D:",5,"^4+","8","f#",FALSE,"+M2",2,66
38,"8.g",9,"M6/8","D:",5,"^5","8.","g",FALSE,"+m2",2,67
39,"16f#",9,"M6/8","D:",5,"v4+","16","f#",TRUE,"-m2",2,66
40,"8g",9,"M6/8","D:",5,"^5","8","g",FALSE,"+m2",2,67
41,"(<4a",10,"M6/8","D:",5,"^6","4","a",FALSE,"+M2",2,69
42,"8dd/",10,"M6/8","D:",5,"^2","8","dd",FALSE,"+P4",4,74
43,"4.ff#/)}",10,"M6/8","D:",5,"^4+","4.","ff#",FALSE,"+M3",3,78
44,"{8dd/L",11,"M6/8","D:",6,"v2","8","dd",TRUE,"-M3",3,74
45,"8aJ",11,"M6/8","D:",6,"v6","8","a",TRUE,"-P4",4,69
46,"8f#",11,"M6/8","D:",6,"v4+","8","f#",TRUE,"-m3",3,66
47,"8a",11,"M6/8","D:",6,"^6","8","a",FALSE,"+m3",3,69
48,"8g",11,"M6/8","D:",6,"v5","8","g",TRUE,"-M2",2,67
49,"8e",11,"M6/8","D:",6,"v3","8","e",TRUE,"-m3",3,64
50,"[<4.d",12,"M6/8","D:",6,"v2","4.","d",TRUE,"-M2",2,62
51,"4d]",12,"M6/8","D:",6,"2","4","d",FALSE,"P1",1,62
52,"8r}",12,"M6/8","D:",6,NA,"8",NA,FALSE,NA,NA,NA
