"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{16cc/",0,"M2/4","C:",1,"^1","16","cc",FALSE,"[cc]",NA,72
2,"8.g",1,"M2/4","C:",1,"v5","8.","g",TRUE,"-P4",4,67
3,"16e",1,"M2/4","C:",1,"v3","16","e",TRUE,"-m3",3,64
4,"8.g",1,"M2/4","C:",1,"^5","8.","g",FALSE,"+m3",3,67
5,"16e",1,"M2/4","C:",1,"v3","16","e",TRUE,"-m3",3,64
6,"16gqq",2,"M2/4","C:",1,"^5","1%0","g",FALSE,"+m3",3,67
7,"8f",2,"M2/4","C:",1,"v4","8","f",TRUE,"-M2",2,65
8,"8d",2,"M2/4","C:",1,"v2","8","d",TRUE,"-m3",3,62
9,"8e",2,"M2/4","C:",1,"^3","8","e",FALSE,"+M2",2,64
10,"16r}",2,"M2/4","C:",1,NA,"16",NA,FALSE,NA,NA,NA
11,"{16f#",2,"M2/4","C:",2,"^4+","16","f#",FALSE,"[f#]",NA,66
12,"16gL",3,"M2/4","C:",2,"^5","16","g",FALSE,"+m2",2,67
13,"16aJ",3,"M2/4","C:",2,"^6","16","a",FALSE,"+M2",2,69
14,"16b/L",3,"M2/4","C:",2,"^7","16","b",FALSE,"+M2",2,71
15,"16ccJ",3,"M2/4","C:",2,"^1","16","cc",FALSE,"+m2",2,72
16,"8dd",3,"M2/4","C:",2,"^2","8","dd",FALSE,"+M2",2,74
17,"16bL",3,"M2/4","C:",2,"v7","16","b",TRUE,"-m3",3,71
18,"16gJ",3,"M2/4","C:",2,"v5","16","g",TRUE,"-M3",3,67
19,"8.aL",4,"M2/4","C:",2,"^6","8.","a",FALSE,"+M2",2,69
20,"16bJ",4,"M2/4","C:",2,"^7","16","b",FALSE,"+M2",2,71
21,"8g",4,"M2/4","C:",2,"v5","8","g",TRUE,"-M3",3,67
22,"16r}",4,"M2/4","C:",2,NA,"16",NA,FALSE,NA,NA,NA
23,"{16dd",4,"M2/4","C:",3,"^2","16","dd",FALSE,"[dd]",NA,74
24,"8.dd",5,"M2/4","C:",3,"2","8.","dd",FALSE,"P1",1,74
25,"16b",5,"M2/4","C:",3,"v7","16","b",TRUE,"-m3",3,71
26,"8.dd",5,"M2/4","C:",3,"^2","8.","dd",FALSE,"+m3",3,74
27,"16b",5,"M2/4","C:",3,"v7","16","b",TRUE,"-m3",3,71
28,"16ddqq",6,"M2/4","C:",3,"^2","1%0","dd",FALSE,"+m3",3,74
29,"8cc",6,"M2/4","C:",3,"v1","8","cc",TRUE,"-M2",2,72
30,"8a",6,"M2/4","C:",3,"v6","8","a",TRUE,"-m3",3,69
31,"8b/",6,"M2/4","C:",3,"^7","8","b",FALSE,"+M2",2,71
32,"16r}",6,"M2/4","C:",3,NA,"16",NA,FALSE,NA,NA,NA
33,"{16dd",6,"M2/4","C:",4,"^2","16","dd",FALSE,"[dd]",NA,74
34,"8.dd",7,"M2/4","C:",4,"2","8.","dd",FALSE,"P1",1,74
35,"16b",7,"M2/4","C:",4,"v7","16","b",TRUE,"-m3",3,71
36,"16dd/L",7,"M2/4","C:",4,"^2","16","dd",FALSE,"+m3",3,74
37,"16ggJ",7,"M2/4","C:",4,"^5","16","gg",FALSE,"+P4",4,79
38,"16dd/L",7,"M2/4","C:",4,"v2","16","dd",TRUE,"-P4",4,74
39,"16bJ",7,"M2/4","C:",4,"v7","16","b",TRUE,"-m3",3,71
40,"16ddqq",8,"M2/4","C:",4,"^2","1%0","dd",FALSE,"+m3",3,74
41,"8cc/",8,"M2/4","C:",4,"v1","8","cc",TRUE,"-M2",2,72
42,"8a",8,"M2/4","C:",4,"v6","8","a",TRUE,"-m3",3,69
43,"8b/",8,"M2/4","C:",4,"^7","8","b",FALSE,"+M2",2,71
44,"16r}",8,"M2/4","C:",4,NA,"16",NA,FALSE,NA,NA,NA
45,"{16g",8,"M2/4","C:",5,"v5","16","g",FALSE,"[g]",NA,67
46,"16cc/L",9,"M2/4","C:",5,"^1","16","cc",FALSE,"+P4",4,72
47,"16ddJ",9,"M2/4","C:",5,"^2","16","dd",FALSE,"+M2",2,74
48,"16eeL",9,"M2/4","C:",5,"^3","16","ee",FALSE,"+M2",2,76
49,"16ffJ",9,"M2/4","C:",5,"^4","16","ff",FALSE,"+m2",2,77
50,"8gg",9,"M2/4","C:",5,"^5","8","gg",FALSE,"+M2",2,79
51,"16eeL",9,"M2/4","C:",5,"v3","16","ee",TRUE,"-m3",3,76
52,"16ccJ",9,"M2/4","C:",5,"v1","16","cc",TRUE,"-M3",3,72
53,"8.ddL",10,"M2/4","C:",5,"^2","8.","dd",FALSE,"+M2",2,74
54,"16eeJ",10,"M2/4","C:",5,"^3","16","ee",FALSE,"+M2",2,76
55,"8cc/",10,"M2/4","C:",5,"v1","8","cc",TRUE,"-M3",3,72
56,"16r}",10,"M2/4","C:",5,NA,"16",NA,FALSE,NA,NA,NA
