"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{16fL",0,"M3/8","F:",1,"^4","16","f",FALSE,"[f]",NA,65
2,"16gJ",0,"M3/8","F:",1,"^5","16","g",FALSE,"+M2",2,67
3,"8a",1,"M3/8","F:",1,"^6","8","a",FALSE,"+M2",2,69
4,"16aL",1,"M3/8","F:",1,"6","16","a",FALSE,"P1",1,69
5,"16gJ",1,"M3/8","F:",1,"v5","16","g",TRUE,"-M2",2,67
6,"16aL",1,"M3/8","F:",1,"^6","16","a",FALSE,"+M2",2,69
7,"16b-J",1,"M3/8","F:",1,"^7-","16","b-",FALSE,"+m2",2,70
8,"4cc}",2,"M3/8","F:",1,"^1","4","cc",FALSE,"+M2",2,72
9,"{8a",2,"M3/8","F:",2,"v6","8","a",TRUE,"-m3",3,69
10,"8b-/",3,"M3/8","F:",2,"^7-","8","b-",FALSE,"+m2",2,70
11,"16b-/L",3,"M3/8","F:",2,"7-","16","b-",FALSE,"P1",1,70
12,"16aJ",3,"M3/8","F:",2,"v6","16","a",TRUE,"-m2",2,69
13,"16b-L",3,"M3/8","F:",2,"^7-","16","b-",FALSE,"+m2",2,70
14,"16ddJ",3,"M3/8","F:",2,"^2","16","dd",FALSE,"+M3",3,74
15,"4cc}",4,"M3/8","F:",2,"v1","4","cc",TRUE,"-M2",2,72
16,"{8cc",4,"M3/8","F:",3,"1","8","cc",FALSE,"P1",1,72
17,"8dd",5,"M3/8","F:",3,"^2","8","dd",FALSE,"+M2",2,74
18,"16b-L",5,"M3/8","F:",3,"v7-","16","b-",TRUE,"-M3",3,70
19,"16aJ",5,"M3/8","F:",3,"v6","16","a",TRUE,"-m2",2,69
20,"16b-L",5,"M3/8","F:",3,"^7-","16","b-",FALSE,"+m2",2,70
21,"16ddJ",5,"M3/8","F:",3,"^2","16","dd",FALSE,"+M3",3,74
22,"8cc}",6,"M3/8","F:",3,"v1","8","cc",TRUE,"-M2",2,72
23,"{4dd;",6,"M3/8","F:",4,"^2","4","dd",FALSE,"+M2",2,74
24,"16dd/L",7,"M3/8","F:",4,"2","16","dd",FALSE,"P1",1,74
25,"16gJ",7,"M3/8","F:",4,"v5","16","g",TRUE,"-P5",5,67
26,"16gL",7,"M3/8","F:",4,"5","16","g",FALSE,"P1",1,67
27,"16fJ",7,"M3/8","F:",4,"v4","16","f",TRUE,"-M2",2,65
28,"16gL",7,"M3/8","F:",4,"^5","16","g",FALSE,"+M2",2,67
29,"16aJ",7,"M3/8","F:",4,"^6","16","a",FALSE,"+M2",2,69
30,"4f}",8,"M3/8","F:",4,"v4","4","f",TRUE,"-M3",3,65
