"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{(16.bL",0,"M2/4","G:",1,"^7","16.","b",FALSE,"[b]",NA,71
2,"32ccJ)",0,"M2/4","G:",1,"^1","32","cc",FALSE,"+m2",2,72
3,"8dd",1,"M2/4","G:",1,"^2","8","dd",FALSE,"+M2",2,74
4,"8g",1,"M2/4","G:",1,"v5","8","g",TRUE,"-P5",5,67
5,"8g",1,"M2/4","G:",1,"5","8","g",FALSE,"P1",1,67
6,"16aL",1,"M2/4","G:",1,"^6","16","a",FALSE,"+M2",2,69
7,"16bJ",1,"M2/4","G:",1,"^7","16","b",FALSE,"+M2",2,71
8,"(8.ccL",2,"M2/4","G:",1,"^1","8.","cc",FALSE,"+m2",2,72
9,"16bJ)",2,"M2/4","G:",1,"v7","16","b",TRUE,"-m2",2,71
10,"8a}",2,"M2/4","G:",1,"v6","8","a",TRUE,"-M2",2,69
11,"{(16bL",2,"M2/4","G:",2,"^7","16","b",FALSE,"+M2",2,71
12,"16ccJ)",2,"M2/4","G:",2,"^1","16","cc",FALSE,"+m2",2,72
13,"8dd",3,"M2/4","G:",2,"^2","8","dd",FALSE,"+M2",2,74
14,"8b",3,"M2/4","G:",2,"v7","8","b",TRUE,"-m3",3,71
15,"16.aL",3,"M2/4","G:",2,"v6","16.","a",TRUE,"-M2",2,69
16,"32gJ",3,"M2/4","G:",2,"v5","32","g",TRUE,"-M2",2,67
17,"16.aL",3,"M2/4","G:",2,"^6","16.","a",FALSE,"+M2",2,69
18,"32bJ",3,"M2/4","G:",2,"^7","32","b",FALSE,"+M2",2,71
19,"4g",4,"M2/4","G:",2,"v5","4","g",TRUE,"-M3",3,67
20,"8r}",4,"M2/4","G:",2,NA,"8",NA,FALSE,NA,NA,NA
21,"{(16.bL",4,"M2/4","G:",3,"^7","16.","b",FALSE,"[b]",NA,71
22,"32ccJ)",4,"M2/4","G:",3,"^1","32","cc",FALSE,"+m2",2,72
23,"8dd",5,"M2/4","G:",3,"^2","8","dd",FALSE,"+M2",2,74
24,"8g",5,"M2/4","G:",3,"v5","8","g",TRUE,"-P5",5,67
25,"8g",5,"M2/4","G:",3,"5","8","g",FALSE,"P1",1,67
26,"(16aL",5,"M2/4","G:",3,"^6","16","a",FALSE,"+M2",2,69
27,"16bJ)",5,"M2/4","G:",3,"^7","16","b",FALSE,"+M2",2,71
28,"(8.ccL",6,"M2/4","G:",3,"^1","8.","cc",FALSE,"+m2",2,72
29,"16bJ)",6,"M2/4","G:",3,"v7","16","b",TRUE,"-m2",2,71
30,"8a}",6,"M2/4","G:",3,"v6","8","a",TRUE,"-M2",2,69
31,"{(16bL",6,"M2/4","G:",4,"^7","16","b",FALSE,"+M2",2,71
32,"16ccJ)",6,"M2/4","G:",4,"^1","16","cc",FALSE,"+m2",2,72
33,"8.dd/",7,"M2/4","G:",4,"^2","8.","dd",FALSE,"+M2",2,74
34,"16b/",7,"M2/4","G:",4,"v7","16","b",TRUE,"-m3",3,71
35,"16.aL",7,"M2/4","G:",4,"v6","16.","a",TRUE,"-M2",2,69
36,"32gJ",7,"M2/4","G:",4,"v5","32","g",TRUE,"-M2",2,67
37,"16.aL",7,"M2/4","G:",4,"^6","16.","a",FALSE,"+M2",2,69
38,"32bJ",7,"M2/4","G:",4,"^7","32","b",FALSE,"+M2",2,71
39,"4g",8,"M2/4","G:",4,"v5","4","g",TRUE,"-M3",3,67
40,"4r}",8,"M2/4","G:",4,NA,"4",NA,FALSE,NA,NA,NA
41,"{8a",9,"M2/4","G:",5,"^6","8","a",FALSE,"[a]",NA,69
42,"8a",9,"M2/4","G:",5,"6","8","a",FALSE,"P1",1,69
43,"8b/",9,"M2/4","G:",5,"^7","8","b",FALSE,"+M2",2,71
44,"8b/",9,"M2/4","G:",5,"7","8","b",FALSE,"P1",1,71
45,"(8.cc/L",10,"M2/4","G:",5,"^1","8.","cc",FALSE,"+m2",2,72
