"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",0,"M3/4","G:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"8.dd",1,"M3/4","G:",1,"^2","8.","dd",FALSE,"+P5",5,74
3,"16dd",1,"M3/4","G:",1,"^2","16","dd",FALSE,"P1",1,74
4,"4.dd",1,"M3/4","G:",1,"^2","4.","dd",FALSE,"P1",1,74
5,"8cc",1,"M3/4","G:",1,"v1","8","cc",TRUE,"-M2",2,72
6,"8.cc",2,"M3/4","G:",1,"v1","8.","cc",FALSE,"P1",1,72
7,"16b/",2,"M3/4","G:",1,"v7","16","b",TRUE,"-m2",2,71
8,"4.b/}",2,"M3/4","G:",1,"v7","4.","b",FALSE,"P1",1,71
9,"{8a",2,"M3/4","G:",2,"v6","8","a",TRUE,"-M2",2,69
10,"4.g",3,"M3/4","G:",2,"^5","4.","g",TRUE,"-M2",2,67
11,"8b/",3,"M3/4","G:",2,"v7","8","b",FALSE,"+M3",3,71
12,"8a",3,"M3/4","G:",2,"v6","8","a",TRUE,"-M2",2,69
13,"8cc",3,"M3/4","G:",2,"v1","8","cc",FALSE,"+m3",3,72
14,"8.b/L",4,"M3/4","G:",2,"v7","8.","b",TRUE,"-m2",2,71
15,"16ccJ",4,"M3/4","G:",2,"v1","16","cc",FALSE,"+m2",2,72
16,"4.dd/}",4,"M3/4","G:",2,"^2","4.","dd",FALSE,"+M2",2,74
17,"{8gg^^",4,"M3/4","G:",3,"^5","8","gg",FALSE,"+P4",4,79
18,"8.ff#L",5,"M3/4","G:",3,"v4+","8.","ff#",TRUE,"-m2",2,78
19,"16eeJ",5,"M3/4","G:",3,"v3","16","ee",TRUE,"-M2",2,76
20,"4.dd",5,"M3/4","G:",3,"^2","4.","dd",TRUE,"-M2",2,74
21,"8cc",5,"M3/4","G:",3,"v1","8","cc",TRUE,"-M2",2,72
22,"4b/'",6,"M3/4","G:",3,"v7","4","b",TRUE,"-m2",2,71
23,"4g'",6,"M3/4","G:",3,"^5","4","g",TRUE,"-M3",3,67
24,"8r}",6,"M3/4","G:",3,NA,"8",NA,FALSE,NA,NA,NA
25,"{8g",6,"M3/4","G:",4,"^5","8","g",FALSE,"[g]",NA,67
26,"8.dd",7,"M3/4","G:",4,"^2","8.","dd",FALSE,"+P5",5,74
27,"16dd",7,"M3/4","G:",4,"^2","16","dd",FALSE,"P1",1,74
28,"4.dd",7,"M3/4","G:",4,"^2","4.","dd",FALSE,"P1",1,74
29,"8cc",7,"M3/4","G:",4,"v1","8","cc",TRUE,"-M2",2,72
30,"8.cc",8,"M3/4","G:",4,"v1","8.","cc",FALSE,"P1",1,72
31,"16b/",8,"M3/4","G:",4,"v7","16","b",TRUE,"-m2",2,71
32,"4.b/}",8,"M3/4","G:",4,"v7","4.","b",FALSE,"P1",1,71
33,"{8a",8,"M3/4","G:",5,"v6","8","a",TRUE,"-M2",2,69
34,"4.g",9,"M3/4","G:",5,"^5","4.","g",TRUE,"-M2",2,67
35,"8b/",9,"M3/4","G:",5,"v7","8","b",FALSE,"+M3",3,71
36,"8a/",9,"M3/4","G:",5,"v6","8","a",TRUE,"-M2",2,69
37,"8cc",9,"M3/4","G:",5,"v1","8","cc",FALSE,"+m3",3,72
38,"8.b/L",10,"M3/4","G:",5,"v7","8.","b",TRUE,"-m2",2,71
39,"16ccJ",10,"M3/4","G:",5,"v1","16","cc",FALSE,"+m2",2,72
40,"4.dd/}",10,"M3/4","G:",5,"^2","4.","dd",FALSE,"+M2",2,74
41,"{8gg^^",10,"M3/4","G:",6,"^5","8","gg",FALSE,"+P4",4,79
42,"8.ff#L",11,"M3/4","G:",6,"v4+","8.","ff#",TRUE,"-m2",2,78
43,"16eeJ",11,"M3/4","G:",6,"v3","16","ee",TRUE,"-M2",2,76
44,"4.dd",11,"M3/4","G:",6,"^2","4.","dd",TRUE,"-M2",2,74
45,"8cc",11,"M3/4","G:",6,"v1","8","cc",TRUE,"-M2",2,72
46,"4b/'",12,"M3/4","G:",6,"v7","4","b",TRUE,"-m2",2,71
47,"4g'",12,"M3/4","G:",6,"^5","4","g",TRUE,"-M3",3,67
48,"8r}",12,"M3/4","G:",6,NA,"8",NA,FALSE,NA,NA,NA
49,"{8b/",12,"M3/4","G:",7,"v7","8","b",FALSE,"[b]",NA,71
50,"8.a",13,"M3/4","G:",7,"v6","8.","a",TRUE,"-M2",2,69
51,"16a",13,"M3/4","G:",7,"v6","16","a",FALSE,"P1",1,69
52,"4.a",13,"M3/4","G:",7,"v6","4.","a",FALSE,"P1",1,69
53,"8b/",13,"M3/4","G:",7,"v7","8","b",FALSE,"+M2",2,71
54,"8.dd",14,"M3/4","G:",7,"^2","8.","dd",FALSE,"+m3",3,74
55,"16cc/",14,"M3/4","G:",7,"v1","16","cc",TRUE,"-M2",2,72
56,"4cc/",14,"M3/4","G:",7,"v1","4","cc",FALSE,"P1",1,72
57,"8r}",14,"M3/4","G:",7,NA,"8",NA,FALSE,NA,NA,NA
58,"{8cc/",14,"M3/4","G:",8,"v1","8","cc",FALSE,"[cc]",NA,72
59,"4.b/",15,"M3/4","G:",8,"v7","4.","b",TRUE,"-m2",2,71
60,"8dd/",15,"M3/4","G:",8,"^2","8","dd",FALSE,"+m3",3,74
61,"8cc/",15,"M3/4","G:",8,"v1","8","cc",TRUE,"-M2",2,72
62,"8ee",15,"M3/4","G:",8,"v3","8","ee",FALSE,"+M3",3,76
63,"8.ee",16,"M3/4","G:",8,"v3","8.","ee",FALSE,"P1",1,76
64,"16dd",16,"M3/4","G:",8,"^2","16","dd",TRUE,"-M2",2,74
65,"4dd",16,"M3/4","G:",8,"^2","4","dd",FALSE,"P1",1,74
66,"8r}",16,"M3/4","G:",8,NA,"8",NA,FALSE,NA,NA,NA
67,"{8gg",16,"M3/4","G:",9,"^5","8","gg",FALSE,"[gg]",NA,79
68,"(4.dd/",17,"M3/4","G:",9,"^2","4.","dd",TRUE,"-P4",4,74
69,"8b/)",17,"M3/4","G:",9,"v7","8","b",TRUE,"-m3",3,71
70,"8cc/L",17,"M3/4","G:",9,"v1","8","cc",FALSE,"+m2",2,72
71,"8eeJ",17,"M3/4","G:",9,"v3","8","ee",FALSE,"+M3",3,76
72,"4.dd",18,"M3/4","G:",9,"^2","4.","dd",TRUE,"-M2",2,74
73,"8b/",18,"M3/4","G:",9,"v7","8","b",TRUE,"-m3",3,71
74,"16ddq",18,"M3/4","G:",9,"^2","1%0","dd",FALSE,"+m3",3,74
75,"8.cc/",18,"M3/4","G:",9,"v1","8.","cc",TRUE,"-M2",2,72
76,"16a",18,"M3/4","G:",9,"v6","16","a",TRUE,"-m3",3,69
77,"(4a",19,"M3/4","G:",9,"v6","4","a",FALSE,"P1",1,69
78,"8g)",19,"M3/4","G:",9,"^5","8","g",TRUE,"-M2",2,67
79,"8r",19,"M3/4","G:",9,NA,"8",NA,FALSE,NA,NA,NA
80,"8r}",19,"M3/4","G:",9,NA,"8",NA,FALSE,NA,NA,NA
81,"{8b",19,"M3/4","G:",10,"v7","8","b",FALSE,"[b]",NA,71
82,"8.a",20,"M3/4","G:",10,"v6","8.","a",TRUE,"-M2",2,69
83,"16a",20,"M3/4","G:",10,"v6","16","a",FALSE,"P1",1,69
84,"4.a",20,"M3/4","G:",10,"v6","4.","a",FALSE,"P1",1,69
85,"8b/",20,"M3/4","G:",10,"v7","8","b",FALSE,"+M2",2,71
86,"8.dd",21,"M3/4","G:",10,"^2","8.","dd",FALSE,"+m3",3,74
87,"16cc",21,"M3/4","G:",10,"v1","16","cc",TRUE,"-M2",2,72
88,"4cc",21,"M3/4","G:",10,"v1","4","cc",FALSE,"P1",1,72
89,"8r}",21,"M3/4","G:",10,NA,"8",NA,FALSE,NA,NA,NA
90,"{8cc/",21,"M3/4","G:",11,"v1","8","cc",FALSE,"[cc]",NA,72
91,"4.b",22,"M3/4","G:",11,"v7","4.","b",TRUE,"-m2",2,71
92,"8dd/",22,"M3/4","G:",11,"^2","8","dd",FALSE,"+m3",3,74
93,"8cc/",22,"M3/4","G:",11,"v1","8","cc",TRUE,"-M2",2,72
94,"8ee",22,"M3/4","G:",11,"v3","8","ee",FALSE,"+M3",3,76
95,"8.ee",23,"M3/4","G:",11,"v3","8.","ee",FALSE,"P1",1,76
96,"16dd",23,"M3/4","G:",11,"^2","16","dd",TRUE,"-M2",2,74
97,"4dd",23,"M3/4","G:",11,"^2","4","dd",FALSE,"P1",1,74
98,"8r}",23,"M3/4","G:",11,NA,"8",NA,FALSE,NA,NA,NA
99,"{8gg",23,"M3/4","G:",12,"^5","8","gg",FALSE,"[gg]",NA,79
100,"(4.dd/",24,"M3/4","G:",12,"^2","4.","dd",TRUE,"-P4",4,74
101,"8b/)",24,"M3/4","G:",12,"v7","8","b",TRUE,"-m3",3,71
102,"8cc/L",24,"M3/4","G:",12,"v1","8","cc",FALSE,"+m2",2,72
103,"8eeJ",24,"M3/4","G:",12,"v3","8","ee",FALSE,"+M3",3,76
104,"4.dd",25,"M3/4","G:",12,"^2","4.","dd",TRUE,"-M2",2,74
105,"8b/",25,"M3/4","G:",12,"v7","8","b",TRUE,"-m3",3,71
106,"16ddq",25,"M3/4","G:",12,"^2","1%0","dd",FALSE,"+m3",3,74
107,"8.cc/",25,"M3/4","G:",12,"v1","8.","cc",TRUE,"-M2",2,72
108,"16a",25,"M3/4","G:",12,"v6","16","a",TRUE,"-m3",3,69
109,"4a",26,"M3/4","G:",12,"v6","4","a",FALSE,"P1",1,69
110,"8g",26,"M3/4","G:",12,"^5","8","g",TRUE,"-M2",2,67
111,"8r",26,"M3/4","G:",12,NA,"8",NA,FALSE,NA,NA,NA
112,"8r}",26,"M3/4","G:",12,NA,"8",NA,FALSE,NA,NA,NA
