"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{(16b\L",0,"M6/8","G:",1,"^7","16","b",FALSE,"[b]",NA,71
2,"16aJ)",0,"M6/8","G:",1,"v6","16","a",TRUE,"-M2",2,69
3,"4g",1,"M6/8","G:",1,"v5","4","g",TRUE,"-M2",2,67
4,"8g",1,"M6/8","G:",1,"5","8","g",FALSE,"P1",1,67
5,"4g",1,"M6/8","G:",1,"5","4","g",FALSE,"P1",1,67
6,"8a",1,"M6/8","G:",1,"^6","8","a",FALSE,"+M2",2,69
7,"4b",2,"M6/8","G:",1,"^7","4","b",FALSE,"+M2",2,71
8,"8b",2,"M6/8","G:",1,"7","8","b",FALSE,"P1",1,71
9,"4a}",2,"M6/8","G:",1,"v6","4","a",TRUE,"-M2",2,69
10,"{8dd",2,"M6/8","G:",2,"^2","8","dd",FALSE,"+P4",4,74
11,"4cc",3,"M6/8","G:",2,"v1","4","cc",TRUE,"-M2",2,72
12,"8a",3,"M6/8","G:",2,"v6","8","a",TRUE,"-m3",3,69
13,"4b",3,"M6/8","G:",2,"^7","4","b",FALSE,"+M2",2,71
14,"8g",3,"M6/8","G:",2,"v5","8","g",TRUE,"-M3",3,67
15,"4.b",4,"M6/8","G:",2,"^7","4.","b",FALSE,"+M3",3,71
16,"8a",4,"M6/8","G:",2,"v6","8","a",TRUE,"-M2",2,69
17,"8r}",4,"M6/8","G:",2,NA,"8",NA,FALSE,NA,NA,NA
18,"{8d",4,"M6/8","G:",3,"v2","8","d",FALSE,"[d]",NA,62
19,"4cc",5,"M6/8","G:",3,"^1","4","cc",FALSE,"+m7",7,72
20,"8dd",5,"M6/8","G:",3,"^2","8","dd",FALSE,"+M2",2,74
21,"4cc",5,"M6/8","G:",3,"v1","4","cc",TRUE,"-M2",2,72
22,"8dd",5,"M6/8","G:",3,"^2","8","dd",FALSE,"+M2",2,74
23,"4ee",6,"M6/8","G:",3,"^3","4","ee",FALSE,"+M2",2,76
24,"8dd",6,"M6/8","G:",3,"v2","8","dd",TRUE,"-M2",2,74
25,"4b}",6,"M6/8","G:",3,"v7","4","b",TRUE,"-m3",3,71
26,"{8b",6,"M6/8","G:",4,"7","8","b",FALSE,"P1",1,71
27,"4a",7,"M6/8","G:",4,"v6","4","a",TRUE,"-M2",2,69
28,"8cc",7,"M6/8","G:",4,"^1","8","cc",FALSE,"+m3",3,72
29,"4f#",7,"M6/8","G:",4,"v4+","4","f#",TRUE,"-d5",5,66
30,"8d",7,"M6/8","G:",4,"v2","8","d",TRUE,"-M3",3,62
31,"4.a",8,"M6/8","G:",4,"^6","4.","a",FALSE,"+P5",5,69
32,"8g",8,"M6/8","G:",4,"v5","8","g",TRUE,"-M2",2,67
33,"8r}",8,"M6/8","G:",4,NA,"8",NA,FALSE,NA,NA,NA
