"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{16bL",0,"M3/8","G:",1,"^7","16","b",FALSE,"[b]",NA,71
2,"16ccJ",0,"M3/8","G:",1,"^1","16","cc",FALSE,"+m2",2,72
3,"8dd",1,"M3/8","G:",1,"^2","8","dd",FALSE,"+M2",2,74
4,"8dd",1,"M3/8","G:",1,"2","8","dd",FALSE,"P1",1,74
5,"16b",1,"M3/8","G:",1,"v7","16","b",TRUE,"-m3",3,71
6,"16cc",1,"M3/8","G:",1,"^1","16","cc",FALSE,"+m2",2,72
7,"8dd",2,"M3/8","G:",1,"^2","8","dd",FALSE,"+M2",2,74
8,"8r}",2,"M3/8","G:",1,NA,"8",NA,FALSE,NA,NA,NA
9,"{16ggL",2,"M3/8","G:",2,"^5","16","gg",FALSE,"[gg]",NA,79
10,"16ddJ",2,"M3/8","G:",2,"v2","16","dd",TRUE,"-P4",4,74
11,"8b/",3,"M3/8","G:",2,"v7","8","b",TRUE,"-m3",3,71
12,"8b/",3,"M3/8","G:",2,"7","8","b",FALSE,"P1",1,71
13,"8a",3,"M3/8","G:",2,"v6","8","a",TRUE,"-M2",2,69
14,"8g",4,"M3/8","G:",2,"v5","8","g",TRUE,"-M2",2,67
15,"8r}",4,"M3/8","G:",2,NA,"8",NA,FALSE,NA,NA,NA
16,"{16bL",4,"M3/8","G:",3,"^7","16","b",FALSE,"[b]",NA,71
17,"16aJ",4,"M3/8","G:",3,"v6","16","a",TRUE,"-M2",2,69
18,"8a",5,"M3/8","G:",3,"6","8","a",FALSE,"P1",1,69
19,"8a",5,"M3/8","G:",3,"6","8","a",FALSE,"P1",1,69
20,"8a",5,"M3/8","G:",3,"6","8","a",FALSE,"P1",1,69
21,"8dd/",6,"M3/8","G:",3,"^2","8","dd",FALSE,"+P4",4,74
22,"8a}",6,"M3/8","G:",3,"v6","8","a",TRUE,"-P4",4,69
23,"{16f#L",6,"M3/8","G:",4,"v4+","16","f#",TRUE,"-m3",3,66
24,"16gJ",6,"M3/8","G:",4,"^5","16","g",FALSE,"+m2",2,67
25,"8a",7,"M3/8","G:",4,"^6","8","a",FALSE,"+M2",2,69
26,"8a",7,"M3/8","G:",4,"6","8","a",FALSE,"P1",1,69
27,"8a",7,"M3/8","G:",4,"6","8","a",FALSE,"P1",1,69
28,"8dd/",8,"M3/8","G:",4,"^2","8","dd",FALSE,"+P4",4,74
29,"8a}",8,"M3/8","G:",4,"v6","8","a",TRUE,"-P4",4,69
30,"{16ddL",8,"M3/8","G:",5,"^2","16","dd",FALSE,"+P4",4,74
31,"16eeJ",8,"M3/8","G:",5,"^3","16","ee",FALSE,"+M2",2,76
32,"8.ff#;L",9,"M3/8","G:",5,"^4+","8.","ff#",FALSE,"+M2",2,78
33,"16ggJ",9,"M3/8","G:",5,"^5","16","gg",FALSE,"+m2",2,79
34,"16ff#",9,"M3/8","G:",5,"v4+","16","ff#",TRUE,"-m2",2,78
35,"16ee",9,"M3/8","G:",5,"v3","16","ee",TRUE,"-M2",2,76
36,"16.eeL",10,"M3/8","G:",5,"3","16.","ee",FALSE,"P1",1,76
37,"32ddJ",10,"M3/8","G:",5,"v2","32","dd",TRUE,"-M2",2,74
38,"16dd",10,"M3/8","G:",5,"2","16","dd",FALSE,"P1",1,74
39,"16r;}",10,"M3/8","G:",5,NA,"16",NA,FALSE,NA,NA,NA
40,"{16.bL",10,"M3/8","G:",6,"v7","16.","b",FALSE,"[b]",NA,71
41,"32ccJ",10,"M3/8","G:",6,"^1","32","cc",FALSE,"+m2",2,72
42,"8dd",11,"M3/8","G:",6,"^2","8","dd",FALSE,"+M2",2,74
43,"8dd",11,"M3/8","G:",6,"2","8","dd",FALSE,"P1",1,74
44,"16b",11,"M3/8","G:",6,"v7","16","b",TRUE,"-m3",3,71
45,"16cc",11,"M3/8","G:",6,"^1","16","cc",FALSE,"+m2",2,72
46,"8dd",12,"M3/8","G:",6,"^2","8","dd",FALSE,"+M2",2,74
47,"8r}",12,"M3/8","G:",6,NA,"8",NA,FALSE,NA,NA,NA
48,"{16ggL",12,"M3/8","G:",7,"^5","16","gg",FALSE,"[gg]",NA,79
49,"16ddJ",12,"M3/8","G:",7,"v2","16","dd",TRUE,"-P4",4,74
50,"8b/",13,"M3/8","G:",7,"v7","8","b",TRUE,"-m3",3,71
51,"8b/",13,"M3/8","G:",7,"7","8","b",FALSE,"P1",1,71
52,"8a",13,"M3/8","G:",7,"v6","8","a",TRUE,"-M2",2,69
53,"4g}",14,"M3/8","G:",7,"v5","4","g",TRUE,"-M2",2,67
