"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",0,"M6/8","g:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"4g",1,"M6/8","g:",1,"5","4","g",FALSE,"P1",1,67
3,"8b-/",1,"M6/8","g:",1,"^7-","8","b-",FALSE,"+m3",3,70
4,"4b-/",1,"M6/8","g:",1,"7-","4","b-",FALSE,"P1",1,70
5,"8dd",1,"M6/8","g:",1,"^2","8","dd",FALSE,"+M3",3,74
6,"4dd",2,"M6/8","g:",1,"2","4","dd",FALSE,"P1",1,74
7,"8a",2,"M6/8","g:",1,"v6","8","a",TRUE,"-P4",4,69
8,"4a}",2,"M6/8","g:",1,"6","4","a",FALSE,"P1",1,69
9,"{16b-/",2,"M6/8","g:",2,"^7-","16","b-",FALSE,"+m2",2,70
10,"16a",2,"M6/8","g:",2,"v6","16","a",TRUE,"-m2",2,69
11,"4.g",3,"M6/8","g:",2,"v5","4.","g",TRUE,"-M2",2,67
12,"4b-/",3,"M6/8","g:",2,"^7-","4","b-",FALSE,"+m3",3,70
13,"8g",3,"M6/8","g:",2,"v5","8","g",TRUE,"-m3",3,67
14,"4.dd/",4,"M6/8","g:",2,"^2","4.","dd",FALSE,"+P5",5,74
15,"4r}",4,"M6/8","g:",2,NA,"4",NA,FALSE,NA,NA,NA
16,"{8dd/",4,"M6/8","g:",3,"2","8","dd",FALSE,"[dd]",NA,74
17,"4ee-",5,"M6/8","g:",3,"^3-","4","ee-",FALSE,"+m2",2,75
18,"8ee-",5,"M6/8","g:",3,"3-","8","ee-",FALSE,"P1",1,75
19,"4ee-",5,"M6/8","g:",3,"3-","4","ee-",FALSE,"P1",1,75
20,"8ee-",5,"M6/8","g:",3,"3-","8","ee-",FALSE,"P1",1,75
21,"4dd",6,"M6/8","g:",3,"v2","4","dd",TRUE,"-m2",2,74
22,"8g",6,"M6/8","g:",3,"v5","8","g",TRUE,"-P5",5,67
23,"4g}",6,"M6/8","g:",3,"5","4","g",FALSE,"P1",1,67
24,"{16g",6,"M6/8","g:",4,"5","16","g",FALSE,"P1",1,67
25,"16a",6,"M6/8","g:",4,"^6","16","a",FALSE,"+M2",2,69
26,"4.b-/",7,"M6/8","g:",4,"^7-","4.","b-",FALSE,"+m2",2,70
27,"4g",7,"M6/8","g:",4,"v5","4","g",TRUE,"-m3",3,67
