"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8a",0,"M2/4","G:",1,"^6","8","a",FALSE,"[a]",NA,69
2,"8.b/",1,"M2/4","G:",1,"^7","8.","b",FALSE,"+M2",2,71
3,"16b/",1,"M2/4","G:",1,"7","16","b",FALSE,"P1",1,71
4,"8cc/",1,"M2/4","G:",1,"^1","8","cc",FALSE,"+m2",2,72
5,"8f#",1,"M2/4","G:",1,"v4+","8","f#",TRUE,"-d5",5,66
6,"8a",2,"M2/4","G:",1,"^6","8","a",FALSE,"+m3",3,69
7,"8g",2,"M2/4","G:",1,"v5","8","g",TRUE,"-M2",2,67
8,"8r}",2,"M2/4","G:",1,NA,"8",NA,FALSE,NA,NA,NA
9,"{8b/",2,"M2/4","G:",2,"^7","8","b",FALSE,"[b]",NA,71
10,"8.cc/",3,"M2/4","G:",2,"^1","8.","cc",FALSE,"+m2",2,72
11,"16cc/",3,"M2/4","G:",2,"1","16","cc",FALSE,"P1",1,72
12,"8cc/",3,"M2/4","G:",2,"1","8","cc",FALSE,"P1",1,72
13,"8b/",3,"M2/4","G:",2,"v7","8","b",TRUE,"-m2",2,71
14,"8b/",4,"M2/4","G:",2,"7","8","b",FALSE,"P1",1,71
15,"8a/",4,"M2/4","G:",2,"v6","8","a",TRUE,"-M2",2,69
16,"8r}",4,"M2/4","G:",2,NA,"8",NA,FALSE,NA,NA,NA
17,"{8a",4,"M2/4","G:",3,"6","8","a",FALSE,"[a]",NA,69
18,"8.b/",5,"M2/4","G:",3,"^7","8.","b",FALSE,"+M2",2,71
19,"16ee/",5,"M2/4","G:",3,"^3","16","ee",FALSE,"+P4",4,76
20,"8dd/",5,"M2/4","G:",3,"v2","8","dd",TRUE,"-M2",2,74
21,"8cc#/",5,"M2/4","G:",3,"v1+","8","cc#",TRUE,"-m2",2,73
22,"4dd/",6,"M2/4","G:",3,"^2","4","dd",FALSE,"+m2",2,74
23,"8r}",6,"M2/4","G:",3,NA,"8",NA,FALSE,NA,NA,NA
24,"{8dd/",6,"M2/4","G:",4,"2","8","dd",FALSE,"[dd]",NA,74
25,"8.a",7,"M2/4","G:",4,"v6","8.","a",TRUE,"-P4",4,69
26,"16a",7,"M2/4","G:",4,"6","16","a",FALSE,"P1",1,69
27,"8b/",7,"M2/4","G:",4,"^7","8","b",FALSE,"+M2",2,71
28,"8b/",7,"M2/4","G:",4,"7","8","b",FALSE,"P1",1,71
29,"8b/",8,"M2/4","G:",4,"7","8","b",FALSE,"P1",1,71
30,"8cc/",8,"M2/4","G:",4,"^1","8","cc",FALSE,"+m2",2,72
31,"8r}",8,"M2/4","G:",4,NA,"8",NA,FALSE,NA,NA,NA
32,"{8a",8,"M2/4","G:",5,"v6","8","a",FALSE,"[a]",NA,69
33,"8.gn",9,"M2/4","G:",5,"v5","8.","g",TRUE,"-M2",2,67
34,"16g",9,"M2/4","G:",5,"5","16","g",FALSE,"P1",1,67
35,"8g",9,"M2/4","G:",5,"5","8","g",FALSE,"P1",1,67
36,"8a",9,"M2/4","G:",5,"^6","8","a",FALSE,"+M2",2,69
37,"8cc/",10,"M2/4","G:",5,"^1","8","cc",FALSE,"+m3",3,72
38,"8b/",10,"M2/4","G:",5,"v7","8","b",TRUE,"-m2",2,71
39,"8r}",10,"M2/4","G:",5,NA,"8",NA,FALSE,NA,NA,NA
40,"{8b/",10,"M2/4","G:",6,"7","8","b",FALSE,"[b]",NA,71
41,"8cc/",11,"M2/4","G:",6,"^1","8","cc",FALSE,"+m2",2,72
42,"8b/",11,"M2/4","G:",6,"v7","8","b",TRUE,"-m2",2,71
43,"[4ee/",11,"M2/4","G:",6,"^3","4","ee",FALSE,"+P4",4,76
44,"8ee/]",12,"M2/4","G:",6,"3","8","ee",FALSE,"P1",1,76
45,"16dd/L",12,"M2/4","G:",6,"v2","16","dd",TRUE,"-M2",2,74
46,"16ccJ",12,"M2/4","G:",6,"v1","16","cc",TRUE,"-M2",2,72
47,"8b/",12,"M2/4","G:",6,"v7","8","b",TRUE,"-m2",2,71
48,"8a/",12,"M2/4","G:",6,"v6","8","a",TRUE,"-M2",2,69
49,"4g",13,"M2/4","G:",6,"v5","4","g",TRUE,"-M2",2,67
50,"8r}",13,"M2/4","G:",6,NA,"8",NA,FALSE,NA,NA,NA
