"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8cc/",1,"M2/4","C:",1,"^1","8","cc",FALSE,"[cc]",NA,72
2,"8g",1,"M2/4","C:",1,"v5","8","g",TRUE,"-P4",4,67
3,"8g",1,"M2/4","C:",1,"5","8","g",FALSE,"P1",1,67
4,"8e",1,"M2/4","C:",1,"v3","8","e",TRUE,"-m3",3,64
5,"8cc/",2,"M2/4","C:",1,"^1","8","cc",FALSE,"+m6",6,72
6,"8a",2,"M2/4","C:",1,"v6","8","a",TRUE,"-m3",3,69
7,"4g}",2,"M2/4","C:",1,"v5","4","g",TRUE,"-M2",2,67
8,"{8g",3,"M2/4","C:",2,"5","8","g",FALSE,"P1",1,67
9,"8b/",3,"M2/4","C:",2,"^7","8","b",FALSE,"+M3",3,71
10,"8b/",3,"M2/4","C:",2,"7","8","b",FALSE,"P1",1,71
11,"8dd/",3,"M2/4","C:",2,"^2","8","dd",FALSE,"+m3",3,74
12,"8cc/",4,"M2/4","C:",2,"v1","8","cc",TRUE,"-M2",2,72
13,"8ee/",4,"M2/4","C:",2,"^3","8","ee",FALSE,"+M3",3,76
14,"4dd/}",4,"M2/4","C:",2,"v2","4","dd",TRUE,"-M2",2,74
15,"{8dd/",5,"M2/4","C:",3,"2","8","dd",FALSE,"P1",1,74
16,"8g",5,"M2/4","C:",3,"v5","8","g",TRUE,"-P5",5,67
17,"8g",5,"M2/4","C:",3,"5","8","g",FALSE,"P1",1,67
18,"8g",5,"M2/4","C:",3,"5","8","g",FALSE,"P1",1,67
19,"8.g",6,"M2/4","C:",3,"5","8.","g",FALSE,"P1",1,67
20,"16a",6,"M2/4","C:",3,"^6","16","a",FALSE,"+M2",2,69
21,"4a}",6,"M2/4","C:",3,"6","4","a",FALSE,"P1",1,69
22,"{8a",7,"M2/4","C:",4,"6","8","a",FALSE,"P1",1,69
23,"8b/",7,"M2/4","C:",4,"^7","8","b",FALSE,"+M2",2,71
24,"8b/",7,"M2/4","C:",4,"7","8","b",FALSE,"P1",1,71
25,"8b/",7,"M2/4","C:",4,"7","8","b",FALSE,"P1",1,71
26,"8.b/",8,"M2/4","C:",4,"7","8.","b",FALSE,"P1",1,71
27,"16cc/",8,"M2/4","C:",4,"^1","16","cc",FALSE,"+m2",2,72
28,"4cc/}",8,"M2/4","C:",4,"1","4","cc",FALSE,"P1",1,72
29,"{8g",9,"M2/4","C:",5,"v5","8","g",TRUE,"-P4",4,67
30,"8a",9,"M2/4","C:",5,"^6","8","a",FALSE,"+M2",2,69
31,"8b/",9,"M2/4","C:",5,"^7","8","b",FALSE,"+M2",2,71
32,"8cc/",9,"M2/4","C:",5,"^1","8","cc",FALSE,"+m2",2,72
33,"8dd",10,"M2/4","C:",5,"^2","8","dd",FALSE,"+M2",2,74
34,"8ee",10,"M2/4","C:",5,"^3","8","ee",FALSE,"+M2",2,76
35,"4ff}",10,"M2/4","C:",5,"^4","4","ff",FALSE,"+m2",2,77
36,"{8ee",11,"M2/4","C:",6,"v3","8","ee",TRUE,"-m2",2,76
37,"8dd",11,"M2/4","C:",6,"v2","8","dd",TRUE,"-M2",2,74
38,"8cc/",11,"M2/4","C:",6,"v1","8","cc",TRUE,"-M2",2,72
39,"8dd/",11,"M2/4","C:",6,"^2","8","dd",FALSE,"+M2",2,74
40,"8.b/",12,"M2/4","C:",6,"v7","8.","b",TRUE,"-m3",3,71
41,"16cc/",12,"M2/4","C:",6,"^1","16","cc",FALSE,"+m2",2,72
42,"4cc/}",12,"M2/4","C:",6,"1","4","cc",FALSE,"P1",1,72
