"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8.e",1,"M3/4","a:",1,"^3","8.","e",FALSE,"[e]",NA,64
2,"16a",1,"M3/4","a:",1,"^6","16","a",FALSE,"+P4",4,69
3,"2cc",1,"M3/4","a:",1,"^1","2","cc",FALSE,"+m3",3,72
4,"8.e",2,"M3/4","a:",1,"v3","8.","e",TRUE,"-m6",6,64
5,"16a",2,"M3/4","a:",1,"^6","16","a",FALSE,"+P4",4,69
6,"2cc}",2,"M3/4","a:",1,"^1","2","cc",FALSE,"+m3",3,72
7,"{8cc/",3,"M3/4","a:",2,"1","8","cc",FALSE,"P1",1,72
8,"8b/",3,"M3/4","a:",2,"v7","8","b",TRUE,"-m2",2,71
9,"4a",3,"M3/4","a:",2,"v6","4","a",TRUE,"-M2",2,69
10,"4g#",3,"M3/4","a:",2,"v5+","4","g#",TRUE,"-m2",2,68
11,"2a",4,"M3/4","a:",2,"^6","2","a",FALSE,"+m2",2,69
12,"4r}",4,"M3/4","a:",2,NA,"4",NA,FALSE,NA,NA,NA
13,"{8gn",5,"M3/4","a:",3,"v5","8","g",FALSE,"[g]",NA,67
14,"8gn",5,"M3/4","a:",3,"5","8","g",FALSE,"P1",1,67
15,"4cc/",5,"M3/4","a:",3,"^1","4","cc",FALSE,"+P4",4,72
16,"4ee/",5,"M3/4","a:",3,"^3","4","ee",FALSE,"+M3",3,76
17,"(8ee/L",6,"M3/4","a:",3,"3","8","ee",FALSE,"P1",1,76
18,"8ddJ)",6,"M3/4","a:",3,"v2","8","dd",TRUE,"-M2",2,74
19,"(8cc/L",6,"M3/4","a:",3,"v1","8","cc",TRUE,"-M2",2,72
20,"8bJ)",6,"M3/4","a:",3,"v7","8","b",TRUE,"-m2",2,71
21,"4cc/}",6,"M3/4","a:",3,"^1","4","cc",FALSE,"+m2",2,72
22,"{8g",7,"M3/4","a:",4,"v5","8","g",TRUE,"-P4",4,67
23,"8g",7,"M3/4","a:",4,"5","8","g",FALSE,"P1",1,67
24,"4cc/",7,"M3/4","a:",4,"^1","4","cc",FALSE,"+P4",4,72
25,"4ee/",7,"M3/4","a:",4,"^3","4","ee",FALSE,"+M3",3,76
26,"(8ee/L",8,"M3/4","a:",4,"3","8","ee",FALSE,"P1",1,76
27,"8ddJ)",8,"M3/4","a:",4,"v2","8","dd",TRUE,"-M2",2,74
28,"(8cc/L",8,"M3/4","a:",4,"v1","8","cc",TRUE,"-M2",2,72
29,"8bJ)",8,"M3/4","a:",4,"v7","8","b",TRUE,"-m2",2,71
30,"4cc/}",8,"M3/4","a:",4,"^1","4","cc",FALSE,"+m2",2,72
31,"{8.cc/",9,"M3/4","a:",5,"1","8.","cc",FALSE,"P1",1,72
32,"16a",9,"M3/4","a:",5,"v6","16","a",TRUE,"-m3",3,69
33,"2a",9,"M3/4","a:",5,"6","2","a",FALSE,"P1",1,69
34,"8.g#L",10,"M3/4","a:",5,"v5+","8.","g#",TRUE,"-m2",2,68
35,"16bJ",10,"M3/4","a:",5,"^7","16","b",FALSE,"+m3",3,71
36,"2b}",10,"M3/4","a:",5,"7","2","b",FALSE,"P1",1,71
37,"{8cc/",11,"M3/4","a:",6,"^1","8","cc",FALSE,"+m2",2,72
38,"8b/",11,"M3/4","a:",6,"v7","8","b",TRUE,"-m2",2,71
39,"4a",11,"M3/4","a:",6,"v6","4","a",TRUE,"-M2",2,69
40,"4g#",11,"M3/4","a:",6,"v5+","4","g#",TRUE,"-m2",2,68
41,"2a",12,"M3/4","a:",6,"^6","2","a",FALSE,"+m2",2,69
42,"4r}",12,"M3/4","a:",6,NA,"4",NA,FALSE,NA,NA,NA
