"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8d",0,"M2/4","G:",1,"^2","8","d",FALSE,"[d]",NA,62
2,"8.g",1,"M2/4","G:",1,"^5","8.","g",FALSE,"+P4",4,67
3,"16f#",1,"M2/4","G:",1,"v4+","16","f#",TRUE,"-m2",2,66
4,"8g",1,"M2/4","G:",1,"^5","8","g",FALSE,"+m2",2,67
5,"8a",1,"M2/4","G:",1,"^6","8","a",FALSE,"+M2",2,69
6,"4b/",2,"M2/4","G:",1,"^7","4","b",FALSE,"+M2",2,71
7,"8g}",2,"M2/4","G:",1,"v5","8","g",TRUE,"-M3",3,67
8,"{8g",2,"M2/4","G:",2,"5","8","g",FALSE,"P1",1,67
9,"8.b/",3,"M2/4","G:",2,"^7","8.","b",FALSE,"+M3",3,71
10,"16a",3,"M2/4","G:",2,"v6","16","a",TRUE,"-M2",2,69
11,"8b/",3,"M2/4","G:",2,"^7","8","b",FALSE,"+M2",2,71
12,"8cc",3,"M2/4","G:",2,"^1","8","cc",FALSE,"+m2",2,72
13,"4dd",4,"M2/4","G:",2,"^2","4","dd",FALSE,"+M2",2,74
14,"8r}",4,"M2/4","G:",2,NA,"8",NA,FALSE,NA,NA,NA
15,"{8b",4,"M2/4","G:",3,"v7","8","b",FALSE,"[b]",NA,71
16,"8cc",5,"M2/4","G:",3,"^1","8","cc",FALSE,"+m2",2,72
17,"8ee",5,"M2/4","G:",3,"^3","8","ee",FALSE,"+M3",3,76
18,"8dd",5,"M2/4","G:",3,"v2","8","dd",TRUE,"-M2",2,74
19,"8cc",5,"M2/4","G:",3,"v1","8","cc",TRUE,"-M2",2,72
20,"8b/L",6,"M2/4","G:",3,"v7","8","b",TRUE,"-m2",2,71
21,"8ddJ",6,"M2/4","G:",3,"^2","8","dd",FALSE,"+m3",3,74
22,"8cc/}",6,"M2/4","G:",3,"v1","8","cc",TRUE,"-M2",2,72
23,"{8b/",6,"M2/4","G:",4,"v7","8","b",TRUE,"-m2",2,71
24,"8a",7,"M2/4","G:",4,"v6","8","a",TRUE,"-M2",2,69
25,"8b/",7,"M2/4","G:",4,"^7","8","b",FALSE,"+M2",2,71
26,"8cc/",7,"M2/4","G:",4,"^1","8","cc",FALSE,"+m2",2,72
27,"8a",7,"M2/4","G:",4,"v6","8","a",TRUE,"-m3",3,69
28,"(8b/L",8,"M2/4","G:",4,"^7","8","b",FALSE,"+M2",2,71
29,"8ccJ",8,"M2/4","G:",4,"^1","8","cc",FALSE,"+m2",2,72
30,"8dd/L}",8,"M2/4","G:",4,"^2","8","dd",FALSE,"+M2",2,74
31,"{16cc",8,"M2/4","G:",5,"v1","16","cc",TRUE,"-M2",2,72
32,"16bJ)",8,"M2/4","G:",5,"v7","16","b",TRUE,"-m2",2,71
33,"(8aL",9,"M2/4","G:",5,"v6","8","a",TRUE,"-M2",2,69
34,"8bJ",9,"M2/4","G:",5,"^7","8","b",FALSE,"+M2",2,71
35,"8cc/L",9,"M2/4","G:",5,"^1","8","cc",FALSE,"+m2",2,72
36,"16b",9,"M2/4","G:",5,"v7","16","b",TRUE,"-m2",2,71
37,"16ccJ)",9,"M2/4","G:",5,"^1","16","cc",FALSE,"+m2",2,72
38,"8dd",10,"M2/4","G:",5,"^2","8","dd",FALSE,"+M2",2,74
39,"8r",10,"M2/4","G:",5,NA,"8",NA,FALSE,NA,NA,NA
40,"8r;}",10,"M2/4","G:",5,NA,"8",NA,FALSE,NA,NA,NA
41,"{8cc/",10,"M2/4","G:",6,"v1","8","cc",FALSE,"[cc]",NA,72
42,"8b/",11,"M2/4","G:",6,"v7","8","b",TRUE,"-m2",2,71
43,"8b/",11,"M2/4","G:",6,"7","8","b",FALSE,"P1",1,71
44,"8a",11,"M2/4","G:",6,"v6","8","a",TRUE,"-M2",2,69
45,"8a",11,"M2/4","G:",6,"6","8","a",FALSE,"P1",1,69
46,"4g",12,"M2/4","G:",6,"v5","4","g",TRUE,"-M2",2,67
47,"8r;}",12,"M2/4","G:",6,NA,"8",NA,FALSE,NA,NA,NA
