"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4cc",1,"M3/4","F:",1,"^1","4","cc",FALSE,"[cc]",NA,72
2,"4a",1,"M3/4","F:",1,"v6","4","a",TRUE,"-m3",3,69
3,"4ff",1,"M3/4","F:",1,"^4","4","ff",FALSE,"+m6",6,77
4,"8dd",2,"M3/4","F:",1,"v2","8","dd",TRUE,"-m3",3,74
5,"8dd",2,"M3/4","F:",1,"2","8","dd",FALSE,"P1",1,74
6,"8dd}",2,"M3/4","F:",1,"2","8","dd",FALSE,"P1",1,74
7,"{8dd",2,"M3/4","F:",2,"2","8","dd",FALSE,"P1",1,74
8,"8ff",2,"M3/4","F:",2,"^4","8","ff",FALSE,"+m3",3,77
9,"8dd",2,"M3/4","F:",2,"v2","8","dd",TRUE,"-m3",3,74
10,"4cc",3,"M3/4","F:",2,"v1","4","cc",TRUE,"-M2",2,72
11,"8a}",3,"M3/4","F:",2,"v6","8","a",TRUE,"-m3",3,69
12,"{8cc/",3,"M3/4","F:",3,"^1","8","cc",FALSE,"+m3",3,72
13,"8g",3,"M3/4","F:",3,"v5","8","g",TRUE,"-P4",4,67
14,"8a",3,"M3/4","F:",3,"^6","8","a",FALSE,"+M2",2,69
15,"8b-/",4,"M3/4","F:",3,"^7-","8","b-",FALSE,"+m2",2,70
16,"8b-/",4,"M3/4","F:",3,"7-","8","b-",FALSE,"P1",1,70
17,"8b-/}",4,"M3/4","F:",3,"7-","8","b-",FALSE,"P1",1,70
18,"{8b-/",4,"M3/4","F:",4,"7-","8","b-",FALSE,"P1",1,70
19,"8g",4,"M3/4","F:",4,"v5","8","g",TRUE,"-m3",3,67
20,"8b-/",4,"M3/4","F:",4,"^7-","8","b-",FALSE,"+m3",3,70
21,"4b-/",5,"M3/4","F:",4,"7-","4","b-",FALSE,"P1",1,70
22,"4a",5,"M3/4","F:",4,"v6","4","a",TRUE,"-m2",2,69
23,"4r}",5,"M3/4","F:",4,NA,"4",NA,FALSE,NA,NA,NA
