"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4b-/",0,"M4/4","B-:",1,"^7-","4","b-",TRUE,"[b-]",NA,70
2,"4.ff",1,"M4/4","B-:",1,"^4","4.","ff",FALSE,"+P5",5,77
3,"8dd",1,"M4/4","B-:",1,"v2","8","dd",TRUE,"-m3",3,74
4,"4ee-",1,"M4/4","B-:",1,"^3-","4","ee-",FALSE,"+m2",2,75
5,"4cc",1,"M4/4","B-:",1,"v1","4","cc",TRUE,"-m3",3,72
6,"(4.dd",2,"M4/4","B-:",1,"^2","4.","dd",FALSE,"+M2",2,74
7,"8cc)",2,"M4/4","B-:",1,"v1","8","cc",TRUE,"-M2",2,72
8,"4b-}",2,"M4/4","B-:",1,"v7-","4","b-",TRUE,"-M2",2,70
9,"{4dd",2,"M4/4","B-:",2,"^2","4","dd",FALSE,"+M3",3,74
10,"4cc",3,"M4/4","B-:",2,"v1","4","cc",TRUE,"-M2",2,72
11,"(8ddL",3,"M4/4","B-:",2,"^2","8","dd",FALSE,"+M2",2,74
12,"8b-J)",3,"M4/4","B-:",2,"v7-","8","b-",TRUE,"-M3",3,70
13,"4a",3,"M4/4","B-:",2,"v6","4","a",TRUE,"-m2",2,69
14,"4g",3,"M4/4","B-:",2,"v5","4","g",TRUE,"-M2",2,67
15,"2f",4,"M4/4","B-:",2,"v4","2","f",TRUE,"-M2",2,65
16,"4r}",4,"M4/4","B-:",2,NA,"4",NA,FALSE,NA,NA,NA
17,"{4f",4,"M4/4","B-:",3,"4","4","f",FALSE,"[f]",NA,65
18,"4.cc/",5,"M4/4","B-:",3,"^1","4.","cc",FALSE,"+P5",5,72
19,"8ee-",5,"M4/4","B-:",3,"^3-","8","ee-",FALSE,"+m3",3,75
20,"4.dd",5,"M4/4","B-:",3,"v2","4.","dd",TRUE,"-m2",2,74
21,"8ff",5,"M4/4","B-:",3,"^4","8","ff",FALSE,"+m3",3,77
22,"(4ff/",6,"M4/4","B-:",3,"4","4","ff",FALSE,"P1",1,77
23,"4ee-/)",6,"M4/4","B-:",3,"v3-","4","ee-",TRUE,"-M2",2,75
24,"4cc/}",6,"M4/4","B-:",3,"v1","4","cc",TRUE,"-m3",3,72
25,"{8dd/L",6,"M4/4","B-:",4,"^2","8","dd",FALSE,"+M2",2,74
26,"8b-J",6,"M4/4","B-:",4,"v7-","8","b-",TRUE,"-M3",3,70
27,"4g",7,"M4/4","B-:",4,"v5","4","g",TRUE,"-m3",3,67
28,"(8ee-/L",7,"M4/4","B-:",4,"^3-","8","ee-",FALSE,"+m6",6,75
29,"8ccJ)",7,"M4/4","B-:",4,"v1","8","cc",TRUE,"-m3",3,72
30,"4b-/",7,"M4/4","B-:",4,"v7-","4","b-",TRUE,"-M2",2,70
31,"4a",7,"M4/4","B-:",4,"v6","4","a",TRUE,"-m2",2,69
32,"(>8b-/L",8,"M4/4","B-:",4,"^7-","8","b-",FALSE,"+m2",2,70
33,"8cc",8,"M4/4","B-:",4,"^1","8","cc",FALSE,"+M2",2,72
34,"8dd",8,"M4/4","B-:",4,"^2","8","dd",FALSE,"+M2",2,74
35,"8ee-J",8,"M4/4","B-:",4,"^3-","8","ee-",FALSE,"+m2",2,75
36,"4ff/)}",8,"M4/4","B-:",4,"^4","4","ff",FALSE,"+M2",2,77
37,"{4f",8,"M4/4","B-:",5,"v4","4","f",TRUE,"-P8",8,65
38,"4g",9,"M4/4","B-:",5,"^5","4","g",FALSE,"+M2",2,67
39,"8ee-/L",9,"M4/4","B-:",5,"^3-","8","ee-",FALSE,"+m6",6,75
40,"8ccJ",9,"M4/4","B-:",5,"v1","8","cc",TRUE,"-m3",3,72
41,"4b-/",9,"M4/4","B-:",5,"v7-","4","b-",TRUE,"-M2",2,70
42,"4a",9,"M4/4","B-:",5,"v6","4","a",TRUE,"-m2",2,69
43,"2b-/",10,"M4/4","B-:",5,"^7-","2","b-",FALSE,"+m2",2,70
44,"4r}",10,"M4/4","B-:",5,NA,"4",NA,FALSE,NA,NA,NA
