"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{2f",1,"M3/4","F:",1,"^4","2","f",FALSE,"[f]",NA,65
2,"4g",1,"M3/4","F:",1,"^5","4","g",FALSE,"+M2",2,67
3,"2a",2,"M3/4","F:",1,"^6","2","a",FALSE,"+M2",2,69
4,"4f",2,"M3/4","F:",1,"v4","4","f",TRUE,"-M3",3,65
5,"2b-/",3,"M3/4","F:",1,"^7-","2","b-",FALSE,"+P4",4,70
6,"4a",3,"M3/4","F:",1,"v6","4","a",TRUE,"-m2",2,69
7,"(4a",4,"M3/4","F:",1,"6","4","a",FALSE,"P1",1,69
8,"4g)",4,"M3/4","F:",1,"v5","4","g",TRUE,"-M2",2,67
9,"4f",4,"M3/4","F:",1,"v4","4","f",TRUE,"-M2",2,65
10,"2b-/",5,"M3/4","F:",1,"^7-","2","b-",FALSE,"+P4",4,70
11,"4a",5,"M3/4","F:",1,"v6","4","a",TRUE,"-m2",2,69
12,"(4a",6,"M3/4","F:",1,"6","4","a",FALSE,"P1",1,69
13,"4g)",6,"M3/4","F:",1,"v5","4","g",TRUE,"-M2",2,67
14,"4f}",6,"M3/4","F:",1,"v4","4","f",TRUE,"-M2",2,65
15,"{2a",7,"M3/4","F:",2,"^6","2","a",FALSE,"+M3",3,69
16,"4b-/",7,"M3/4","F:",2,"^7-","4","b-",FALSE,"+m2",2,70
17,"2cc",8,"M3/4","F:",2,"^1","2","cc",FALSE,"+M2",2,72
18,"4a",8,"M3/4","F:",2,"v6","4","a",TRUE,"-m3",3,69
19,"2dd",9,"M3/4","F:",2,"^2","2","dd",FALSE,"+P4",4,74
20,"4cc",9,"M3/4","F:",2,"v1","4","cc",TRUE,"-M2",2,72
21,"(4cc",10,"M3/4","F:",2,"1","4","cc",FALSE,"P1",1,72
22,"4b-)",10,"M3/4","F:",2,"v7-","4","b-",TRUE,"-M2",2,70
23,"4a",10,"M3/4","F:",2,"v6","4","a",TRUE,"-m2",2,69
24,"2dd",11,"M3/4","F:",2,"^2","2","dd",FALSE,"+P4",4,74
25,"4cc",11,"M3/4","F:",2,"v1","4","cc",TRUE,"-M2",2,72
26,"(4cc",12,"M3/4","F:",2,"1","4","cc",FALSE,"P1",1,72
27,"4b-)",12,"M3/4","F:",2,"v7-","4","b-",TRUE,"-M2",2,70
28,"4a}",12,"M3/4","F:",2,"v6","4","a",TRUE,"-m2",2,69
29,"{2.f",13,"M3/4","F:",3,"v4","2.","f",TRUE,"-M3",3,65
30,"2.f",14,"M3/4","F:",3,"4","2.","f",FALSE,"P1",1,65
31,"2.f",15,"M3/4","F:",3,"4","2.","f",FALSE,"P1",1,65
32,"2.f",16,"M3/4","F:",3,"4","2.","f",FALSE,"P1",1,65
33,"2.f",17,"M3/4","F:",3,"4","2.","f",FALSE,"P1",1,65
34,"2.f}",18,"M3/4","F:",3,"4","2.","f",FALSE,"P1",1,65
