"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8f",0,"M3/8","F:",1,"^4","8","f",FALSE,"[f]",NA,65
2,"8cc",1,"M3/8","F:",1,"^1","8","cc",FALSE,"+P5",5,72
3,"16ccL",1,"M3/8","F:",1,"1","16","cc",FALSE,"P1",1,72
4,"16ddJ",1,"M3/8","F:",1,"^2","16","dd",FALSE,"+M2",2,74
5,"16ccL",1,"M3/8","F:",1,"v1","16","cc",TRUE,"-M2",2,72
6,"16ddJ",1,"M3/8","F:",1,"^2","16","dd",FALSE,"+M2",2,74
7,"8cc",2,"M3/8","F:",1,"v1","8","cc",TRUE,"-M2",2,72
8,"8a",2,"M3/8","F:",1,"v6","8","a",TRUE,"-m3",3,69
9,"8cc",2,"M3/8","F:",1,"^1","8","cc",FALSE,"+m3",3,72
10,"8b-/",3,"M3/8","F:",1,"v7-","8","b-",TRUE,"-M2",2,70
11,"8g",3,"M3/8","F:",1,"v5","8","g",TRUE,"-m3",3,67
12,"8b-/",3,"M3/8","F:",1,"^7-","8","b-",FALSE,"+m3",3,70
13,"4a}",4,"M3/8","F:",1,"v6","4","a",TRUE,"-m2",2,69
14,"{8f",4,"M3/8","F:",2,"v4","8","f",TRUE,"-M3",3,65
15,"8cc",5,"M3/8","F:",2,"^1","8","cc",FALSE,"+P5",5,72
16,"16ccL",5,"M3/8","F:",2,"1","16","cc",FALSE,"P1",1,72
17,"16ddJ",5,"M3/8","F:",2,"^2","16","dd",FALSE,"+M2",2,74
18,"16ccL",5,"M3/8","F:",2,"v1","16","cc",TRUE,"-M2",2,72
19,"16ddJ",5,"M3/8","F:",2,"^2","16","dd",FALSE,"+M2",2,74
20,"8cc",6,"M3/8","F:",2,"v1","8","cc",TRUE,"-M2",2,72
21,"8a",6,"M3/8","F:",2,"v6","8","a",TRUE,"-m3",3,69
22,"8cc",6,"M3/8","F:",2,"^1","8","cc",FALSE,"+m3",3,72
23,"8b-/",7,"M3/8","F:",2,"v7-","8","b-",TRUE,"-M2",2,70
24,"8b-/",7,"M3/8","F:",2,"7-","8","b-",FALSE,"P1",1,70
25,"8a",7,"M3/8","F:",2,"v6","8","a",TRUE,"-m2",2,69
26,"4g}",8,"M3/8","F:",2,"v5","4","g",TRUE,"-M2",2,67
27,"{8g",8,"M3/8","F:",3,"5","8","g",FALSE,"P1",1,67
28,"8cc/",9,"M3/8","F:",3,"^1","8","cc",FALSE,"+P4",4,72
29,"8cc/",9,"M3/8","F:",3,"1","8","cc",FALSE,"P1",1,72
30,"16dd/L",9,"M3/8","F:",3,"^2","16","dd",FALSE,"+M2",2,74
31,"16bnJ",9,"M3/8","F:",3,"v7","16","b",TRUE,"-m3",3,71
32,"8cc/",10,"M3/8","F:",3,"^1","8","cc",FALSE,"+m2",2,72
33,"8g",10,"M3/8","F:",3,"v5","8","g",TRUE,"-P4",4,67
34,"8cc/",10,"M3/8","F:",3,"^1","8","cc",FALSE,"+P4",4,72
35,"8ee/",11,"M3/8","F:",3,"^3","8","ee",FALSE,"+M3",3,76
36,"8ee/",11,"M3/8","F:",3,"3","8","ee",FALSE,"P1",1,76
37,"16ffL",11,"M3/8","F:",3,"^4","16","ff",FALSE,"+m2",2,77
38,"16ddJ",11,"M3/8","F:",3,"v2","16","dd",TRUE,"-m3",3,74
39,"4ee}",12,"M3/8","F:",3,"^3","4","ee",FALSE,"+M2",2,76
40,"{8cc",12,"M3/8","F:",4,"v1","8","cc",TRUE,"-M3",3,72
41,"8ff",13,"M3/8","F:",4,"^4","8","ff",FALSE,"+P4",4,77
42,"16ffL",13,"M3/8","F:",4,"4","16","ff",FALSE,"P1",1,77
43,"16eeJ",13,"M3/8","F:",4,"v3","16","ee",TRUE,"-m2",2,76
44,"16ffL",13,"M3/8","F:",4,"^4","16","ff",FALSE,"+m2",2,77
45,"16ddJ",13,"M3/8","F:",4,"v2","16","dd",TRUE,"-m3",3,74
46,"8cc",14,"M3/8","F:",4,"v1","8","cc",TRUE,"-M2",2,72
47,"8a",14,"M3/8","F:",4,"v6","8","a",TRUE,"-m3",3,69
48,"8cc",14,"M3/8","F:",4,"^1","8","cc",FALSE,"+m3",3,72
49,"8b-/",15,"M3/8","F:",4,"v7-","8","b-",TRUE,"-M2",2,70
50,"8a",15,"M3/8","F:",4,"v6","8","a",TRUE,"-m2",2,69
51,"8g",15,"M3/8","F:",4,"v5","8","g",TRUE,"-M2",2,67
52,"4f}",16,"M3/8","F:",4,"v4","4","f",TRUE,"-M2",2,65
