"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{[4.a",1,"M6/8","F:",1,"^6","4.","a",FALSE,"[a]",NA,69
2,"4a]",1,"M6/8","F:",1,"6","4","a",FALSE,"P1",1,69
3,"8a",1,"M6/8","F:",1,"6","8","a",FALSE,"P1",1,69
4,"(4a",2,"M6/8","F:",1,"6","4","a",FALSE,"P1",1,69
5,"16b-L",2,"M6/8","F:",1,"^7-","16","b-",FALSE,"+m2",2,70
6,"16aJ)",2,"M6/8","F:",1,"v6","16","a",TRUE,"-m2",2,69
7,"(>4g",2,"M6/8","F:",1,"v5","4","g",TRUE,"-M2",2,67
8,"8a)",2,"M6/8","F:",1,"^6","8","a",FALSE,"+M2",2,69
9,"[4.cc",3,"M6/8","F:",1,"^1","4.","cc",FALSE,"+m3",3,72
10,"(4cc]",3,"M6/8","F:",1,"1","4","cc",FALSE,"P1",1,72
11,"8bn)",3,"M6/8","F:",1,"v7","8","b",TRUE,"-m2",2,71
12,"4.b-",4,"M6/8","F:",1,"7-","4.","b-",TRUE,"-A1",1,70
13,"4r",4,"M6/8","F:",1,NA,"4",NA,FALSE,NA,NA,NA
14,"8r}",4,"M6/8","F:",1,NA,"8",NA,FALSE,NA,NA,NA
15,"{(>4.a",5,"M6/8","F:",2,"v6","4.","a",FALSE,"[a]",NA,69
16,"4cc)",5,"M6/8","F:",2,"^1","4","cc",FALSE,"+m3",3,72
17,"8cc",5,"M6/8","F:",2,"1","8","cc",FALSE,"P1",1,72
18,"(4bn",6,"M6/8","F:",2,"v7","4","b",TRUE,"-m2",2,71
19,"8ff",6,"M6/8","F:",2,"^4","8","ff",FALSE,"+d5",5,77
20,"4ee)",6,"M6/8","F:",2,"v3","4","ee",TRUE,"-m2",2,76
21,"8dd",6,"M6/8","F:",2,"v2","8","dd",TRUE,"-M2",2,74
22,"4.cc",7,"M6/8","F:",2,"v1","4.","cc",TRUE,"-M2",2,72
23,"4r",7,"M6/8","F:",2,NA,"4",NA,FALSE,NA,NA,NA
24,"8r}",7,"M6/8","F:",2,NA,"8",NA,FALSE,NA,NA,NA
25,"{4.a",8,"M6/8","F:",3,"v6","4.","a",FALSE,"[a]",NA,69
26,"4a",8,"M6/8","F:",3,"6","4","a",FALSE,"P1",1,69
27,"8a",8,"M6/8","F:",3,"6","8","a",FALSE,"P1",1,69
28,"(4a",9,"M6/8","F:",3,"6","4","a",FALSE,"P1",1,69
29,"16b-L",9,"M6/8","F:",3,"^7-","16","b-",FALSE,"+m2",2,70
