"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8f",0,"M2/4","F:",1,"^4","8","f",FALSE,"[f]",NA,65
2,"4a",1,"M2/4","F:",1,"^6","4","a",FALSE,"+M3",3,69
3,"8aL",1,"M2/4","F:",1,"6","8","a",FALSE,"P1",1,69
4,"8gJ",1,"M2/4","F:",1,"v5","8","g",TRUE,"-M2",2,67
5,"4f",2,"M2/4","F:",1,"v4","4","f",TRUE,"-M2",2,65
6,"4f",2,"M2/4","F:",1,"4","4","f",FALSE,"P1",1,65
7,"4cc",3,"M2/4","F:",1,"^1","4","cc",FALSE,"+P5",5,72
8,"8ddL",3,"M2/4","F:",1,"^2","8","dd",FALSE,"+M2",2,74
9,"8bnJ",3,"M2/4","F:",1,"v7","8","b",TRUE,"-m3",3,71
10,"4cc",4,"M2/4","F:",1,"^1","4","cc",FALSE,"+m2",2,72
11,"8r}",4,"M2/4","F:",1,NA,"8",NA,FALSE,NA,NA,NA
12,"{8f",4,"M2/4","F:",2,"v4","8","f",FALSE,"[f]",NA,65
13,"4a",5,"M2/4","F:",2,"^6","4","a",FALSE,"+M3",3,69
14,"8aL",5,"M2/4","F:",2,"6","8","a",FALSE,"P1",1,69
15,"8gJ",5,"M2/4","F:",2,"v5","8","g",TRUE,"-M2",2,67
16,"4f",6,"M2/4","F:",2,"v4","4","f",TRUE,"-M2",2,65
17,"4f",6,"M2/4","F:",2,"4","4","f",FALSE,"P1",1,65
18,"4cc",7,"M2/4","F:",2,"^1","4","cc",FALSE,"+P5",5,72
19,"8ddL",7,"M2/4","F:",2,"^2","8","dd",FALSE,"+M2",2,74
20,"8bnJ",7,"M2/4","F:",2,"v7","8","b",TRUE,"-m3",3,71
21,"4cc",8,"M2/4","F:",2,"^1","4","cc",FALSE,"+m2",2,72
22,"8r}",8,"M2/4","F:",2,NA,"8",NA,FALSE,NA,NA,NA
23,"{8cc",8,"M2/4","F:",3,"1","8","cc",FALSE,"[cc]",NA,72
24,"4cc",9,"M2/4","F:",3,"1","4","cc",FALSE,"P1",1,72
25,"8ffL",9,"M2/4","F:",3,"^4","8","ff",FALSE,"+P4",4,77
26,"8eeJ",9,"M2/4","F:",3,"v3","8","ee",TRUE,"-m2",2,76
27,"4dd",10,"M2/4","F:",3,"v2","4","dd",TRUE,"-M2",2,74
28,"8aL",10,"M2/4","F:",3,"v6","8","a",TRUE,"-P4",4,69
29,"8b-J",10,"M2/4","F:",3,"^7-","8","b-",FALSE,"+m2",2,70
30,"4cc",11,"M2/4","F:",3,"^1","4","cc",FALSE,"+M2",2,72
31,"8ccL",11,"M2/4","F:",3,"1","8","cc",FALSE,"P1",1,72
32,"8b-J",11,"M2/4","F:",3,"v7-","8","b-",TRUE,"-M2",2,70
33,"4a",12,"M2/4","F:",3,"v6","4","a",TRUE,"-m2",2,69
34,"8r}",12,"M2/4","F:",3,NA,"8",NA,FALSE,NA,NA,NA
35,"{8b-/",12,"M2/4","F:",4,"^7-","8","b-",TRUE,"[b-]",NA,70
36,"8cc",13,"M2/4","F:",4,"^1","8","cc",FALSE,"+M2",2,72
37,"8cc",13,"M2/4","F:",4,"1","8","cc",FALSE,"P1",1,72
38,"8a",13,"M2/4","F:",4,"v6","8","a",TRUE,"-m3",3,69
39,"8b-/",13,"M2/4","F:",4,"^7-","8","b-",FALSE,"+m2",2,70
40,"8cc",14,"M2/4","F:",4,"^1","8","cc",FALSE,"+M2",2,72
41,"8cc",14,"M2/4","F:",4,"1","8","cc",FALSE,"P1",1,72
42,"8b-/",14,"M2/4","F:",4,"v7-","8","b-",TRUE,"-M2",2,70
43,"8a",14,"M2/4","F:",4,"v6","8","a",TRUE,"-m2",2,69
44,"2g",15,"M2/4","F:",4,"v5","2","g",TRUE,"-M2",2,67
45,"4f",16,"M2/4","F:",4,"v4","4","f",TRUE,"-M2",2,65
46,"8r}",16,"M2/4","F:",4,NA,"8",NA,FALSE,NA,NA,NA
