"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8eL",0,"M3/4","C:",1,"^3","8","e",FALSE,"[e]",NA,64
2,"8gJ",0,"M3/4","C:",1,"^5","8","g",FALSE,"+m3",3,67
3,"4g",1,"M3/4","C:",1,"5","4","g",FALSE,"P1",1,67
4,"8eL",1,"M3/4","C:",1,"v3","8","e",TRUE,"-m3",3,64
5,"8gJ",1,"M3/4","C:",1,"^5","8","g",FALSE,"+m3",3,67
6,"8ccL",1,"M3/4","C:",1,"^1","8","cc",FALSE,"+P4",4,72
7,"8ddJ",1,"M3/4","C:",1,"^2","8","dd",FALSE,"+M2",2,74
8,"4ee/",2,"M3/4","C:",1,"^3","4","ee",FALSE,"+M2",2,76
9,"4g}",2,"M3/4","C:",1,"v5","4","g",TRUE,"-M6",6,67
10,"{8aL",2,"M3/4","C:",2,"^6","8","a",FALSE,"+M2",2,69
11,"8bJ",2,"M3/4","C:",2,"^7","8","b",FALSE,"+M2",2,71
12,"4cc/",3,"M3/4","C:",2,"^1","4","cc",FALSE,"+m2",2,72
13,"4dd/",3,"M3/4","C:",2,"^2","4","dd",FALSE,"+M2",2,74
14,"8cc/L",3,"M3/4","C:",2,"v1","8","cc",TRUE,"-M2",2,72
15,"8aJ",3,"M3/4","C:",2,"v6","8","a",TRUE,"-m3",3,69
16,"2g}",4,"M3/4","C:",2,"v5","2","g",TRUE,"-M2",2,67
17,"{8eL",4,"M3/4","C:",3,"v3","8","e",TRUE,"-m3",3,64
18,"8gJ",4,"M3/4","C:",3,"^5","8","g",FALSE,"+m3",3,67
19,"4g",5,"M3/4","C:",3,"5","4","g",FALSE,"P1",1,67
20,"4cc",5,"M3/4","C:",3,"^1","4","cc",FALSE,"+P4",4,72
21,"8bL",5,"M3/4","C:",3,"v7","8","b",TRUE,"-m2",2,71
22,"8aJ",5,"M3/4","C:",3,"v6","8","a",TRUE,"-M2",2,69
23,"4g",6,"M3/4","C:",3,"v5","4","g",TRUE,"-M2",2,67
24,"8eL",6,"M3/4","C:",3,"v3","8","e",TRUE,"-m3",3,64
25,"8gJ}",6,"M3/4","C:",3,"^5","8","g",FALSE,"+m3",3,67
26,"{8ccL",6,"M3/4","C:",4,"^1","8","cc",FALSE,"+P4",4,72
27,"8eJ",6,"M3/4","C:",4,"v3","8","e",TRUE,"-m6",6,64
28,"8gL",7,"M3/4","C:",4,"^5","8","g",FALSE,"+m3",3,67
29,"8aJ",7,"M3/4","C:",4,"^6","8","a",FALSE,"+M2",2,69
30,"4g",7,"M3/4","C:",4,"v5","4","g",TRUE,"-M2",2,67
31,"8fL",7,"M3/4","C:",4,"v4","8","f",TRUE,"-M2",2,65
32,"8dJ",7,"M3/4","C:",4,"v2","8","d",TRUE,"-m3",3,62
33,"2c}",8,"M3/4","C:",4,"v1","2","c",TRUE,"-M2",2,60
