"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8.g",1,"M4/4","G:",1,"^5","8.","g",FALSE,"[g]",NA,67
2,"16d",1,"M4/4","G:",1,"v2","16","d",TRUE,"-P4",4,62
3,"8g",1,"M4/4","G:",1,"^5","8","g",FALSE,"+P4",4,67
4,"8a",1,"M4/4","G:",1,"^6","8","a",FALSE,"+M2",2,69
5,"16b/L",1,"M4/4","G:",1,"^7","16","b",FALSE,"+M2",2,71
6,"16ccJ",1,"M4/4","G:",1,"^1","16","cc",FALSE,"+m2",2,72
7,"16b/L",1,"M4/4","G:",1,"v7","16","b",TRUE,"-m2",2,71
8,"16ccJ",1,"M4/4","G:",1,"^1","16","cc",FALSE,"+m2",2,72
9,"8dd/",1,"M4/4","G:",1,"^2","8","dd",FALSE,"+M2",2,74
10,"8b/",1,"M4/4","G:",1,"v7","8","b",TRUE,"-m3",3,71
11,"(8.a/L",2,"M4/4","G:",1,"v6","8.","a",TRUE,"-M2",2,69
12,"16bJ",2,"M4/4","G:",1,"^7","16","b",FALSE,"+M2",2,71
13,"16cc/L",2,"M4/4","G:",1,"^1","16","cc",FALSE,"+m2",2,72
14,"16b",2,"M4/4","G:",1,"v7","16","b",TRUE,"-m2",2,71
15,"16cc",2,"M4/4","G:",1,"^1","16","cc",FALSE,"+m2",2,72
16,"16ddJ)",2,"M4/4","G:",1,"^2","16","dd",FALSE,"+M2",2,74
17,"4b/",2,"M4/4","G:",1,"v7","4","b",TRUE,"-m3",3,71
18,"4r}",2,"M4/4","G:",1,NA,"4",NA,FALSE,NA,NA,NA
19,"{8.gg",3,"M4/4","G:",2,"^5","8.","gg",FALSE,"[gg]",NA,79
20,"16ff#",3,"M4/4","G:",2,"v4+","16","ff#",TRUE,"-m2",2,78
21,"8ee",3,"M4/4","G:",2,"v3","8","ee",TRUE,"-M2",2,76
22,"8dd",3,"M4/4","G:",2,"v2","8","dd",TRUE,"-M2",2,74
23,"16ddL",3,"M4/4","G:",2,"2","16","dd",FALSE,"P1",1,74
24,"16ccJ",3,"M4/4","G:",2,"v1","16","cc",TRUE,"-M2",2,72
25,"16ddL",3,"M4/4","G:",2,"^2","16","dd",FALSE,"+M2",2,74
26,"16ccJ",3,"M4/4","G:",2,"v1","16","cc",TRUE,"-M2",2,72
27,"8b/",3,"M4/4","G:",2,"v7","8","b",TRUE,"-m2",2,71
28,"8g",3,"M4/4","G:",2,"v5","8","g",TRUE,"-M3",3,67
29,"(8.aL",4,"M4/4","G:",2,"^6","8.","a",FALSE,"+M2",2,69
30,"16bJ",4,"M4/4","G:",2,"^7","16","b",FALSE,"+M2",2,71
31,"16cc/L",4,"M4/4","G:",2,"^1","16","cc",FALSE,"+m2",2,72
32,"16b",4,"M4/4","G:",2,"v7","16","b",TRUE,"-m2",2,71
33,"16cc",4,"M4/4","G:",2,"^1","16","cc",FALSE,"+m2",2,72
34,"16ddJ)",4,"M4/4","G:",2,"^2","16","dd",FALSE,"+M2",2,74
35,"4b/",4,"M4/4","G:",2,"v7","4","b",TRUE,"-m3",3,71
36,"4r}",4,"M4/4","G:",2,NA,"4",NA,FALSE,NA,NA,NA
37,"{8.d",5,"M4/4","G:",3,"v2","8.","d",FALSE,"[d]",NA,62
38,"16e",5,"M4/4","G:",3,"^3","16","e",FALSE,"+M2",2,64
39,"8f#",5,"M4/4","G:",3,"^4+","8","f#",FALSE,"+M2",2,66
40,"8g",5,"M4/4","G:",3,"^5","8","g",FALSE,"+m2",2,67
41,"16aL",5,"M4/4","G:",3,"^6","16","a",FALSE,"+M2",2,69
