"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8.a",1,"M3/8","F:",1,"^6","8.","a",FALSE,"[a]",NA,69
2,"16b-/",1,"M3/8","F:",1,"^7-","16","b-",FALSE,"+m2",2,70
3,"8a",1,"M3/8","F:",1,"v6","8","a",TRUE,"-m2",2,69
4,"8.g",2,"M3/8","F:",1,"v5","8.","g",TRUE,"-M2",2,67
5,"16a",2,"M3/8","F:",1,"^6","16","a",FALSE,"+M2",2,69
6,"8g",2,"M3/8","F:",1,"v5","8","g",TRUE,"-M2",2,67
7,"4f",3,"M3/8","F:",1,"v4","4","f",TRUE,"-M2",2,65
8,"8r}",3,"M3/8","F:",1,NA,"8",NA,FALSE,NA,NA,NA
9,"{8g",4,"M3/8","F:",2,"^5","8","g",FALSE,"[g]",NA,67
10,"8g",4,"M3/8","F:",2,"5","8","g",FALSE,"P1",1,67
11,"8g",4,"M3/8","F:",2,"5","8","g",FALSE,"P1",1,67
12,"8.a",5,"M3/8","F:",2,"^6","8.","a",FALSE,"+M2",2,69
13,"16a",5,"M3/8","F:",2,"6","16","a",FALSE,"P1",1,69
14,"8cc/",5,"M3/8","F:",2,"^1","8","cc",FALSE,"+m3",3,72
15,"(>4cc/",6,"M3/8","F:",2,"1","4","cc",FALSE,"P1",1,72
16,"8b-/)",6,"M3/8","F:",2,"v7-","8","b-",TRUE,"-M2",2,70
17,"4g",7,"M3/8","F:",2,"v5","4","g",TRUE,"-m3",3,67
18,"8r}",7,"M3/8","F:",2,NA,"8",NA,FALSE,NA,NA,NA
19,"{8a",8,"M3/8","F:",3,"^6","8","a",FALSE,"[a]",NA,69
20,"8a",8,"M3/8","F:",3,"6","8","a",FALSE,"P1",1,69
21,"8bn/",8,"M3/8","F:",3,"^7","8","b",FALSE,"+M2",2,71
22,"8cc/",9,"M3/8","F:",3,"^1","8","cc",FALSE,"+m2",2,72
23,"8cc/",9,"M3/8","F:",3,"1","8","cc",FALSE,"P1",1,72
24,"8dd/",9,"M3/8","F:",3,"^2","8","dd",FALSE,"+M2",2,74
25,"(>4ee/",10,"M3/8","F:",3,"^3","4","ee",FALSE,"+M2",2,76
26,"8dd/)",10,"M3/8","F:",3,"v2","8","dd",TRUE,"-M2",2,74
27,"4cc/",11,"M3/8","F:",3,"v1","4","cc",TRUE,"-M2",2,72
28,"8r}",11,"M3/8","F:",3,NA,"8",NA,FALSE,NA,NA,NA
29,"{8ff",12,"M3/8","F:",4,"^4","8","ff",FALSE,"[ff]",NA,77
30,"8cc",12,"M3/8","F:",4,"v1","8","cc",TRUE,"-P4",4,72
31,"8a",12,"M3/8","F:",4,"v6","8","a",TRUE,"-m3",3,69
32,"8cc/",13,"M3/8","F:",4,"^1","8","cc",FALSE,"+m3",3,72
33,"8b-/",13,"M3/8","F:",4,"v7-","8","b-",TRUE,"-M2",2,70
34,"8g",13,"M3/8","F:",4,"v5","8","g",TRUE,"-m3",3,67
35,"4f",14,"M3/8","F:",4,"v4","4","f",TRUE,"-M2",2,65
36,"8r}",14,"M3/8","F:",4,NA,"8",NA,FALSE,NA,NA,NA
