"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4g",1,"M4/4","G:",1,"^5","4","g",FALSE,"[g]",NA,67
2,"8g",1,"M4/4","G:",1,"5","8","g",FALSE,"P1",1,67
3,"8a",1,"M4/4","G:",1,"^6","8","a",FALSE,"+M2",2,69
4,"4b/",1,"M4/4","G:",1,"^7","4","b",FALSE,"+M2",2,71
5,"8b/",1,"M4/4","G:",1,"7","8","b",FALSE,"P1",1,71
6,"8cc/",1,"M4/4","G:",1,"^1","8","cc",FALSE,"+m2",2,72
7,"8dd/",2,"M4/4","G:",1,"^2","8","dd",FALSE,"+M2",2,74
8,"8dd/",2,"M4/4","G:",1,"2","8","dd",FALSE,"P1",1,74
9,"8.ee/",2,"M4/4","G:",1,"^3","8.","ee",FALSE,"+M2",2,76
10,"16dd/",2,"M4/4","G:",1,"v2","16","dd",TRUE,"-M2",2,74
11,"4b/",2,"M4/4","G:",1,"v7","4","b",TRUE,"-m3",3,71
12,"4r}",2,"M4/4","G:",1,NA,"4",NA,FALSE,NA,NA,NA
13,"{4dd/",3,"M4/4","G:",2,"^2","4","dd",FALSE,"[dd]",NA,74
14,"8.cc/",3,"M4/4","G:",2,"v1","8.","cc",TRUE,"-M2",2,72
15,"16b/",3,"M4/4","G:",2,"v7","16","b",TRUE,"-m2",2,71
16,"4a",3,"M4/4","G:",2,"v6","4","a",TRUE,"-M2",2,69
17,"4r",3,"M4/4","G:",2,NA,"4",NA,FALSE,NA,NA,NA
18,"4cc/",4,"M4/4","G:",2,"^1","4","cc",FALSE,"[cc]",NA,72
19,"8.b/",4,"M4/4","G:",2,"v7","8.","b",TRUE,"-m2",2,71
20,"16a",4,"M4/4","G:",2,"v6","16","a",TRUE,"-M2",2,69
21,"4g",4,"M4/4","G:",2,"v5","4","g",TRUE,"-M2",2,67
22,"4r}",4,"M4/4","G:",2,NA,"4",NA,FALSE,NA,NA,NA
23,"{4g",5,"M4/4","G:",3,"5","4","g",FALSE,"[g]",NA,67
24,"8g",5,"M4/4","G:",3,"5","8","g",FALSE,"P1",1,67
25,"8a",5,"M4/4","G:",3,"^6","8","a",FALSE,"+M2",2,69
26,"4b/",5,"M4/4","G:",3,"^7","4","b",FALSE,"+M2",2,71
27,"8b/",5,"M4/4","G:",3,"7","8","b",FALSE,"P1",1,71
28,"8cc/",5,"M4/4","G:",3,"^1","8","cc",FALSE,"+m2",2,72
29,"8dd/",6,"M4/4","G:",3,"^2","8","dd",FALSE,"+M2",2,74
30,"8dd/",6,"M4/4","G:",3,"2","8","dd",FALSE,"P1",1,74
31,"8.ee/",6,"M4/4","G:",3,"^3","8.","ee",FALSE,"+M2",2,76
32,"16dd/",6,"M4/4","G:",3,"v2","16","dd",TRUE,"-M2",2,74
33,"4b/",6,"M4/4","G:",3,"v7","4","b",TRUE,"-m3",3,71
34,"4r}",6,"M4/4","G:",3,NA,"4",NA,FALSE,NA,NA,NA
35,"{4dd/",7,"M4/4","G:",4,"^2","4","dd",FALSE,"[dd]",NA,74
36,"8cc/",7,"M4/4","G:",4,"v1","8","cc",TRUE,"-M2",2,72
37,"8b/",7,"M4/4","G:",4,"v7","8","b",TRUE,"-m2",2,71
38,"4a",7,"M4/4","G:",4,"v6","4","a",TRUE,"-M2",2,69
39,"8b",7,"M4/4","G:",4,"^7","8","b",FALSE,"+M2",2,71
40,"8a",7,"M4/4","G:",4,"v6","8","a",TRUE,"-M2",2,69
