"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8cc",0,"M6/8","C:",1,"^1","8","cc",FALSE,"[cc]",NA,72
2,"8e",1,"M6/8","C:",1,"v3","8","e",TRUE,"-m6",6,64
3,"8g",1,"M6/8","C:",1,"^5","8","g",FALSE,"+m3",3,67
4,"8cc",1,"M6/8","C:",1,"^1","8","cc",FALSE,"+P4",4,72
5,"8e",1,"M6/8","C:",1,"v3","8","e",TRUE,"-m6",6,64
6,"8g",1,"M6/8","C:",1,"^5","8","g",FALSE,"+m3",3,67
7,"8cc",1,"M6/8","C:",1,"^1","8","cc",FALSE,"+P4",4,72
8,"(4g",2,"M6/8","C:",1,"v5","4","g",TRUE,"-P4",4,67
9,"8cc)",2,"M6/8","C:",1,"^1","8","cc",FALSE,"+P4",4,72
10,"4ee}",2,"M6/8","C:",1,"^3","4","ee",FALSE,"+M3",3,76
11,"{8ee",2,"M6/8","C:",2,"3","8","ee",FALSE,"P1",1,76
12,"8dd",3,"M6/8","C:",2,"v2","8","dd",TRUE,"-M2",2,74
13,"8cc",3,"M6/8","C:",2,"v1","8","cc",TRUE,"-M2",2,72
14,"8b",3,"M6/8","C:",2,"v7","8","b",TRUE,"-m2",2,71
15,"8ccL",3,"M6/8","C:",2,"^1","8","cc",FALSE,"+m2",2,72
16,"8aJ",3,"M6/8","C:",2,"v6","8","a",TRUE,"-m3",3,69
17,"8dd",3,"M6/8","C:",2,"^2","8","dd",FALSE,"+P4",4,74
18,"4.g",4,"M6/8","C:",2,"v5","4.","g",TRUE,"-P5",5,67
19,"4r}",4,"M6/8","C:",2,NA,"4",NA,FALSE,NA,NA,NA
20,"{8g",4,"M6/8","C:",3,"5","8","g",FALSE,"[g]",NA,67
21,"8ff",5,"M6/8","C:",3,"^4","8","ff",FALSE,"+m7",7,77
22,"8ee",5,"M6/8","C:",3,"v3","8","ee",TRUE,"-m2",2,76
23,"8dd",5,"M6/8","C:",3,"v2","8","dd",TRUE,"-M2",2,74
24,"(8ddL",5,"M6/8","C:",3,"2","8","dd",FALSE,"P1",1,74
25,"8ccJ)",5,"M6/8","C:",3,"v1","8","cc",TRUE,"-M2",2,72
26,"8b",5,"M6/8","C:",3,"v7","8","b",TRUE,"-m2",2,71
27,"(4cc",6,"M6/8","C:",3,"^1","4","cc",FALSE,"+m2",2,72
28,"8ee)",6,"M6/8","C:",3,"^3","8","ee",FALSE,"+M3",3,76
29,"4g}",6,"M6/8","C:",3,"v5","4","g",TRUE,"-M6",6,67
30,"{8g",6,"M6/8","C:",4,"5","8","g",FALSE,"P1",1,67
31,"8a",7,"M6/8","C:",4,"^6","8","a",FALSE,"+M2",2,69
32,"8ff",7,"M6/8","C:",4,"^4","8","ff",FALSE,"+m6",6,77
33,"8ee",7,"M6/8","C:",4,"v3","8","ee",TRUE,"-m2",2,76
34,"8dd",7,"M6/8","C:",4,"v2","8","dd",TRUE,"-M2",2,74
35,"8cc",7,"M6/8","C:",4,"v1","8","cc",TRUE,"-M2",2,72
36,"8dd",7,"M6/8","C:",4,"^2","8","dd",FALSE,"+M2",2,74
37,"4.ee}",8,"M6/8","C:",4,"^3","4.","ee",FALSE,"+M2",2,76
38,"{4.dd",8,"M6/8","C:",5,"v2","4.","dd",TRUE,"-M2",2,74
39,"8cc",9,"M6/8","C:",5,"v1","8","cc",TRUE,"-M2",2,72
40,"8cc",9,"M6/8","C:",5,"1","8","cc",FALSE,"P1",1,72
41,"8cc",9,"M6/8","C:",5,"1","8","cc",FALSE,"P1",1,72
42,"8b",9,"M6/8","C:",5,"v7","8","b",TRUE,"-m2",2,71
43,"8a",9,"M6/8","C:",5,"v6","8","a",TRUE,"-M2",2,69
44,"8b",9,"M6/8","C:",5,"^7","8","b",FALSE,"+M2",2,71
45,"4.cc",10,"M6/8","C:",5,"^1","4.","cc",FALSE,"+m2",2,72
46,"4r}",10,"M6/8","C:",5,NA,"4",NA,FALSE,NA,NA,NA
