"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",1,"M2/4","G:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"8b/",1,"M2/4","G:",1,"^7","8","b",FALSE,"+M3",3,71
3,"8b/",1,"M2/4","G:",1,"7","8","b",FALSE,"P1",1,71
4,"8dd",1,"M2/4","G:",1,"^2","8","dd",FALSE,"+m3",3,74
5,"8dd",2,"M2/4","G:",1,"2","8","dd",FALSE,"P1",1,74
6,"8cc",2,"M2/4","G:",1,"v1","8","cc",TRUE,"-M2",2,72
7,"8cc",2,"M2/4","G:",1,"1","8","cc",FALSE,"P1",1,72
8,"8b}",2,"M2/4","G:",1,"v7","8","b",TRUE,"-m2",2,71
9,"{8a",3,"M2/4","G:",2,"v6","8","a",TRUE,"-M2",2,69
10,"8a",3,"M2/4","G:",2,"6","8","a",FALSE,"P1",1,69
11,"4a",3,"M2/4","G:",2,"6","4","a",FALSE,"P1",1,69
12,"16g",4,"M2/4","G:",2,"v5","16","g",TRUE,"-M2",2,67
13,"16b/",4,"M2/4","G:",2,"^7","16","b",FALSE,"+M3",3,71
14,"16dd",4,"M2/4","G:",2,"^2","16","dd",FALSE,"+m3",3,74
15,"16b/",4,"M2/4","G:",2,"v7","16","b",TRUE,"-m3",3,71
16,"4g}",4,"M2/4","G:",2,"v5","4","g",TRUE,"-M3",3,67
17,"{8g",5,"M2/4","G:",3,"5","8","g",FALSE,"P1",1,67
18,"8b/",5,"M2/4","G:",3,"^7","8","b",FALSE,"+M3",3,71
19,"8b/",5,"M2/4","G:",3,"7","8","b",FALSE,"P1",1,71
20,"8dd",5,"M2/4","G:",3,"^2","8","dd",FALSE,"+m3",3,74
21,"8dd",6,"M2/4","G:",3,"2","8","dd",FALSE,"P1",1,74
22,"8cc",6,"M2/4","G:",3,"v1","8","cc",TRUE,"-M2",2,72
23,"8cc",6,"M2/4","G:",3,"1","8","cc",FALSE,"P1",1,72
24,"8b}",6,"M2/4","G:",3,"v7","8","b",TRUE,"-m2",2,71
25,"{8a",7,"M2/4","G:",4,"v6","8","a",TRUE,"-M2",2,69
26,"8a",7,"M2/4","G:",4,"6","8","a",FALSE,"P1",1,69
27,"4a",7,"M2/4","G:",4,"6","4","a",FALSE,"P1",1,69
28,"16g",8,"M2/4","G:",4,"v5","16","g",TRUE,"-M2",2,67
