"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8e-",1,"M2/4","E-:",1,"^3-","8","e-",TRUE,"[e-]",NA,63
2,"8g",1,"M2/4","E-:",1,"^5","8","g",FALSE,"+M3",3,67
3,"8b-",1,"M2/4","E-:",1,"^7-","8","b-",FALSE,"+m3",3,70
4,"8cc",1,"M2/4","E-:",1,"^1","8","cc",FALSE,"+M2",2,72
5,"4b-",2,"M2/4","E-:",1,"v7-","4","b-",TRUE,"-M2",2,70
6,"8ee-}",2,"M2/4","E-:",1,"^3-","8","ee-",FALSE,"+P4",4,75
7,"{8e-",2,"M2/4","E-:",2,"v3-","8","e-",TRUE,"-P8",8,63
8,"8e-",3,"M2/4","E-:",2,"3-","8","e-",FALSE,"P1",1,63
9,"8g",3,"M2/4","E-:",2,"^5","8","g",FALSE,"+M3",3,67
10,"8b-",3,"M2/4","E-:",2,"^7-","8","b-",FALSE,"+m3",3,70
11,"8cc",3,"M2/4","E-:",2,"^1","8","cc",FALSE,"+M2",2,72
12,"4b-",4,"M2/4","E-:",2,"v7-","4","b-",TRUE,"-M2",2,70
13,"8ee-}",4,"M2/4","E-:",2,"^3-","8","ee-",FALSE,"+P4",4,75
14,"{8b-",4,"M2/4","E-:",3,"v7-","8","b-",TRUE,"-P4",4,70
15,"8ff",5,"M2/4","E-:",3,"^4","8","ff",FALSE,"+P5",5,77
16,"8dd",5,"M2/4","E-:",3,"v2","8","dd",TRUE,"-m3",3,74
17,"8b-",5,"M2/4","E-:",3,"v7-","8","b-",TRUE,"-M3",3,70
18,"8a-",5,"M2/4","E-:",3,"v6-","8","a-",TRUE,"-M2",2,68
19,"8g",6,"M2/4","E-:",3,"v5","8","g",TRUE,"-m2",2,67
20,"8b-/",6,"M2/4","E-:",3,"^7-","8","b-",FALSE,"+m3",3,70
21,"8ee-}",6,"M2/4","E-:",3,"^3-","8","ee-",FALSE,"+P4",4,75
22,"{8b-",6,"M2/4","E-:",4,"v7-","8","b-",TRUE,"-P4",4,70
23,"8ff",7,"M2/4","E-:",4,"^4","8","ff",FALSE,"+P5",5,77
24,"8dd",7,"M2/4","E-:",4,"v2","8","dd",TRUE,"-m3",3,74
25,"8b-",7,"M2/4","E-:",4,"v7-","8","b-",TRUE,"-M3",3,70
26,"8a-",7,"M2/4","E-:",4,"v6-","8","a-",TRUE,"-M2",2,68
27,"8g",8,"M2/4","E-:",4,"v5","8","g",TRUE,"-m2",2,67
28,"8b-/",8,"M2/4","E-:",4,"^7-","8","b-",FALSE,"+m3",3,70
29,"4e-}",8,"M2/4","E-:",4,"v3-","4","e-",TRUE,"-P5",5,63
30,"{8a-",9,"M2/4","E-:",5,"^6-","8","a-",FALSE,"+P4",4,68
31,"8b-/",9,"M2/4","E-:",5,"^7-","8","b-",FALSE,"+M2",2,70
32,"8cc",9,"M2/4","E-:",5,"^1","8","cc",FALSE,"+M2",2,72
33,"8dd",9,"M2/4","E-:",5,"^2","8","dd",FALSE,"+M2",2,74
34,"8ee-",10,"M2/4","E-:",5,"^3-","8","ee-",FALSE,"+m2",2,75
35,"8r",10,"M2/4","E-:",5,NA,"8",NA,FALSE,NA,NA,NA
36,"8r}",10,"M2/4","E-:",5,NA,"8",NA,FALSE,NA,NA,NA
37,"{8b-",10,"M2/4","E-:",6,"v7-","8","b-",TRUE,"[b-]",NA,70
38,"8a-",11,"M2/4","E-:",6,"v6-","8","a-",TRUE,"-M2",2,68
39,"8g",11,"M2/4","E-:",6,"v5","8","g",TRUE,"-m2",2,67
40,"8a-",11,"M2/4","E-:",6,"^6-","8","a-",FALSE,"+m2",2,68
41,"8f",11,"M2/4","E-:",6,"v4","8","f",TRUE,"-m3",3,65
42,"4e-",12,"M2/4","E-:",6,"v3-","4","e-",TRUE,"-M2",2,63
43,"4r}",12,"M2/4","E-:",6,NA,"4",NA,FALSE,NA,NA,NA
