"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4a",0,"M3/4","D:",1,"^6","4","a",FALSE,"[a]",NA,69
2,"(4.dd/",1,"M3/4","D:",1,"^2","4.","dd",FALSE,"+P4",4,74
3,"8cc#/)",1,"M3/4","D:",1,"v1+","8","cc#",TRUE,"-m2",2,73
4,"8bL",1,"M3/4","D:",1,"v7","8","b",TRUE,"-M2",2,71
5,"8aJ",1,"M3/4","D:",1,"v6","8","a",TRUE,"-M2",2,69
6,"(>4a",2,"M3/4","D:",1,"6","4","a",FALSE,"P1",1,69
7,"4f#)}",2,"M3/4","D:",1,"v4+","4","f#",TRUE,"-m3",3,66
8,"{4a",2,"M3/4","D:",2,"^6","4","a",FALSE,"+m3",3,69
9,"4.a",3,"M3/4","D:",2,"6","4.","a",FALSE,"P1",1,69
10,"8g",3,"M3/4","D:",2,"v5","8","g",TRUE,"-M2",2,67
11,"8f#",3,"M3/4","D:",2,"v4+","8","f#",TRUE,"-m2",2,66
12,"8e",3,"M3/4","D:",2,"v3","8","e",TRUE,"-M2",2,64
13,"4f#",4,"M3/4","D:",2,"^4+","4","f#",FALSE,"+M2",2,66
14,"4d}",4,"M3/4","D:",2,"v2","4","d",TRUE,"-M3",3,62
15,"{4a",4,"M3/4","D:",3,"^6","4","a",FALSE,"+P5",5,69
16,"(>4b",5,"M3/4","D:",3,"^7","4","b",FALSE,"+M2",2,71
17,"4dd)",5,"M3/4","D:",3,"^2","4","dd",FALSE,"+m3",3,74
18,"4b",5,"M3/4","D:",3,"v7","4","b",TRUE,"-m3",3,71
19,"(>4a",6,"M3/4","D:",3,"v6","4","a",TRUE,"-M2",2,69
20,"4f#)}",6,"M3/4","D:",3,"v4+","4","f#",TRUE,"-m3",3,66
21,"{4a",6,"M3/4","D:",4,"^6","4","a",FALSE,"+m3",3,69
22,"4.b",7,"M3/4","D:",4,"^7","4.","b",FALSE,"+M2",2,71
23,"8cc#/",7,"M3/4","D:",4,"^1+","8","cc#",FALSE,"+M2",2,73
24,"8dd/",7,"M3/4","D:",4,"^2","8","dd",FALSE,"+m2",2,74
25,"8b/",7,"M3/4","D:",4,"v7","8","b",TRUE,"-m3",3,71
26,"4a",8,"M3/4","D:",4,"v6","4","a",TRUE,"-M2",2,69
27,"4f#}",8,"M3/4","D:",4,"v4+","4","f#",TRUE,"-m3",3,66
28,"{4dd/",8,"M3/4","D:",5,"^2","4","dd",FALSE,"+m6",6,74
29,"(4.ee/",9,"M3/4","D:",5,"^3","4.","ee",FALSE,"+M2",2,76
30,"8ff#/)",9,"M3/4","D:",5,"^4+","8","ff#",FALSE,"+M2",2,78
31,"4gg/",9,"M3/4","D:",5,"^5","4","gg",FALSE,"+m2",2,79
32,"2ff#/}",10,"M3/4","D:",5,"v4+","2","ff#",TRUE,"-m2",2,78
33,"{4dd/",10,"M3/4","D:",6,"v2","4","dd",TRUE,"-M3",3,74
34,"(>4.cc#/",11,"M3/4","D:",6,"v1+","4.","cc#",TRUE,"-m2",2,73
35,"8dd/)",11,"M3/4","D:",6,"^2","8","dd",FALSE,"+m2",2,74
36,"4ee/",11,"M3/4","D:",6,"^3","4","ee",FALSE,"+M2",2,76
37,"2dd/}",12,"M3/4","D:",6,"v2","2","dd",TRUE,"-M2",2,74
