"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",0,"M2/4","C:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"8cc/",1,"M2/4","C:",1,"^1","8","cc",FALSE,"+P4",4,72
3,"16cc/",1,"M2/4","C:",1,"1","16","cc",FALSE,"P1",1,72
4,"16cc/",1,"M2/4","C:",1,"1","16","cc",FALSE,"P1",1,72
5,"16cc/L",1,"M2/4","C:",1,"1","16","cc",FALSE,"P1",1,72
6,"16eeJ",1,"M2/4","C:",1,"^3","16","ee",FALSE,"+M3",3,76
7,"(16gg",1,"M2/4","C:",1,"^5","16","gg",FALSE,"+m3",3,79
8,"16ee)",1,"M2/4","C:",1,"v3","16","ee",TRUE,"-m3",3,76
9,"8.dd",2,"M2/4","C:",1,"v2","8.","dd",TRUE,"-M2",2,74
10,"16cc",2,"M2/4","C:",1,"v1","16","cc",TRUE,"-M2",2,72
11,"8b/}",2,"M2/4","C:",1,"v7","8","b",TRUE,"-m2",2,71
12,"{8dd",2,"M2/4","C:",2,"^2","8","dd",FALSE,"+m3",3,74
13,"8cc/",3,"M2/4","C:",2,"v1","8","cc",TRUE,"-M2",2,72
14,"8a",3,"M2/4","C:",2,"v6","8","a",TRUE,"-m3",3,69
15,"8a",3,"M2/4","C:",2,"6","8","a",FALSE,"P1",1,69
16,"8cc/",3,"M2/4","C:",2,"^1","8","cc",FALSE,"+m3",3,72
17,"8.g",4,"M2/4","C:",2,"v5","8.","g",TRUE,"-P4",4,67
18,"16f",4,"M2/4","C:",2,"v4","16","f",TRUE,"-M2",2,65
19,"8e}",4,"M2/4","C:",2,"v3","8","e",TRUE,"-m2",2,64
20,"{8g",4,"M2/4","C:",3,"^5","8","g",FALSE,"+m3",3,67
21,"8cc/",5,"M2/4","C:",3,"^1","8","cc",FALSE,"+P4",4,72
22,"8cc/",5,"M2/4","C:",3,"1","8","cc",FALSE,"P1",1,72
23,"16eeq",5,"M2/4","C:",3,"^3","1%0","ee",FALSE,"+M3",3,76
24,"8dd/",5,"M2/4","C:",3,"v2","8","dd",TRUE,"-M2",2,74
25,"16cc/L",5,"M2/4","C:",3,"v1","16","cc",TRUE,"-M2",2,72
26,"16ddJ",5,"M2/4","C:",3,"^2","16","dd",FALSE,"+M2",2,74
27,"4ee",6,"M2/4","C:",3,"^3","4","ee",FALSE,"+M2",2,76
28,"4dd",6,"M2/4","C:",3,"v2","4","dd",TRUE,"-M2",2,74
29,"4cc/",7,"M2/4","C:",3,"v1","4","cc",TRUE,"-M2",2,72
30,"8r}",7,"M2/4","C:",3,NA,"8",NA,FALSE,NA,NA,NA
31,"{8cc/",7,"M2/4","C:",4,"1","8","cc",FALSE,"[cc]",NA,72
32,"8dd/",8,"M2/4","C:",4,"^2","8","dd",FALSE,"+M2",2,74
33,"[16dd/",8,"M2/4","C:",4,"2","16","dd",FALSE,"P1",1,74
34,"16dd/]",8,"M2/4","C:",4,"2","16","dd",FALSE,"P1",1,74
35,"8dd/",8,"M2/4","C:",4,"2","8","dd",FALSE,"P1",1,74
36,"8ee",8,"M2/4","C:",4,"^3","8","ee",FALSE,"+M2",2,76
37,"8.dd/",9,"M2/4","C:",4,"v2","8.","dd",TRUE,"-M2",2,74
38,"16cc/",9,"M2/4","C:",4,"v1","16","cc",TRUE,"-M2",2,72
39,"8b/}",9,"M2/4","C:",4,"v7","8","b",TRUE,"-m2",2,71
40,"{16b/L",9,"M2/4","C:",5,"7","16","b",FALSE,"P1",1,71
41,"16ccJ",9,"M2/4","C:",5,"^1","16","cc",FALSE,"+m2",2,72
42,"8dd",10,"M2/4","C:",5,"^2","8","dd",FALSE,"+M2",2,74
43,"8dd",10,"M2/4","C:",5,"2","8","dd",FALSE,"P1",1,74
44,"8dd",10,"M2/4","C:",5,"2","8","dd",FALSE,"P1",1,74
45,"8ee",10,"M2/4","C:",5,"^3","8","ee",FALSE,"+M2",2,76
46,"8.dd",11,"M2/4","C:",5,"v2","8.","dd",TRUE,"-M2",2,74
47,"16cc/",11,"M2/4","C:",5,"v1","16","cc",TRUE,"-M2",2,72
48,"8b/}",11,"M2/4","C:",5,"v7","8","b",TRUE,"-m2",2,71
49,"{8g",11,"M2/4","C:",6,"v5","8","g",TRUE,"-M3",3,67
50,"8cc/",12,"M2/4","C:",6,"^1","8","cc",FALSE,"+P4",4,72
51,"8cc/",12,"M2/4","C:",6,"1","8","cc",FALSE,"P1",1,72
52,"16eeq",12,"M2/4","C:",6,"^3","1%0","ee",FALSE,"+M3",3,76
53,"8dd/",12,"M2/4","C:",6,"v2","8","dd",TRUE,"-M2",2,74
54,"16cc/L",12,"M2/4","C:",6,"v1","16","cc",TRUE,"-M2",2,72
55,"16ddJ",12,"M2/4","C:",6,"^2","16","dd",FALSE,"+M2",2,74
56,"4ee",13,"M2/4","C:",6,"^3","4","ee",FALSE,"+M2",2,76
57,"4dd",13,"M2/4","C:",6,"v2","4","dd",TRUE,"-M2",2,74
58,"4cc",14,"M2/4","C:",6,"v1","4","cc",TRUE,"-M2",2,72
59,"8r}",14,"M2/4","C:",6,NA,"8",NA,FALSE,NA,NA,NA
