"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8c/",0,"M3/8","F:",1,"1","8","c",FALSE,"[c]",NA,60
2,"16f/L",1,"M3/8","F:",1,"^4","16","f",FALSE,"+P4",4,65
3,"16g/J",1,"M3/8","F:",1,"^5","16","g",FALSE,"+M2",2,67
4,"8a/",1,"M3/8","F:",1,"^6","8","a",FALSE,"+M2",2,69
5,"8b-/",1,"M3/8","F:",1,"^7-","8","b-",FALSE,"+m2",2,70
6,"8cc\",2,"M3/8","F:",1,"^1","8","cc",FALSE,"+M2",2,72
7,"8cc\",2,"M3/8","F:",1,"1","8","cc",FALSE,"P1",1,72
8,"8cc\",2,"M3/8","F:",1,"1","8","cc",FALSE,"P1",1,72
9,"8dd\",3,"M3/8","F:",1,"^2","8","dd",FALSE,"+M2",2,74
10,"8dd\",3,"M3/8","F:",1,"2","8","dd",FALSE,"P1",1,74
11,"8dd\",3,"M3/8","F:",1,"2","8","dd",FALSE,"P1",1,74
12,"4cc\}",4,"M3/8","F:",1,"v1","4","cc",TRUE,"-M2",2,72
13,"{16cc\",4,"M3/8","F:",2,"1","16","cc",FALSE,"P1",1,72
14,"16cc\",4,"M3/8","F:",2,"1","16","cc",FALSE,"P1",1,72
15,"8b-/",5,"M3/8","F:",2,"v7-","8","b-",TRUE,"-M2",2,70
16,"8b-/",5,"M3/8","F:",2,"7-","8","b-",FALSE,"P1",1,70
17,"8b-/",5,"M3/8","F:",2,"7-","8","b-",FALSE,"P1",1,70
18,"8a/",6,"M3/8","F:",2,"v6","8","a",TRUE,"-m2",2,69
19,"8a/",6,"M3/8","F:",2,"6","8","a",FALSE,"P1",1,69
20,"8a/",6,"M3/8","F:",2,"6","8","a",FALSE,"P1",1,69
21,"8g/",7,"M3/8","F:",2,"v5","8","g",TRUE,"-M2",2,67
22,"8g/",7,"M3/8","F:",2,"5","8","g",FALSE,"P1",1,67
23,"8g/",7,"M3/8","F:",2,"5","8","g",FALSE,"P1",1,67
24,"4f/}",8,"M3/8","F:",2,"v4","4","f",TRUE,"-M2",2,65
25,"{8cc\",8,"M3/8","F:",3,"^1","8","cc",FALSE,"+P5",5,72
26,"8g/",9,"M3/8","F:",3,"v5","8","g",TRUE,"-P4",4,67
27,"8.cc/",9,"M3/8","F:",3,"^1","8.","cc",FALSE,"+P4",4,72
28,"16b-/",9,"M3/8","F:",3,"v7-","16","b-",TRUE,"-M2",2,70
29,"8a/",10,"M3/8","F:",3,"v6","8","a",TRUE,"-m2",2,69
30,"8.ff/",10,"M3/8","F:",3,"^4","8.","ff",FALSE,"+m6",6,77
31,"16cc/",10,"M3/8","F:",3,"v1","16","cc",TRUE,"-P4",4,72
32,"8cc/",11,"M3/8","F:",3,"1","8","cc",FALSE,"P1",1,72
33,"8a/",11,"M3/8","F:",3,"v6","8","a",TRUE,"-m3",3,69
34,"8g/",11,"M3/8","F:",3,"v5","8","g",TRUE,"-M2",2,67
35,"4f/}",12,"M3/8","F:",3,"v4","4","f",TRUE,"-M2",2,65
