"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8d",0,"M4/4","g:",1,"^2","8","d",FALSE,"[d]",NA,62
2,"4g",1,"M4/4","g:",1,"^5","4","g",FALSE,"+P4",4,67
3,"8g",1,"M4/4","g:",1,"5","8","g",FALSE,"P1",1,67
4,"8g",1,"M4/4","g:",1,"5","8","g",FALSE,"P1",1,67
5,"(4b-",1,"M4/4","g:",1,"^7-","4","b-",FALSE,"+m3",3,70
6,"8a\)",1,"M4/4","g:",1,"v6","8","a",TRUE,"-m2",2,69
7,"8g",1,"M4/4","g:",1,"v5","8","g",TRUE,"-M2",2,67
8,"(4.dd",2,"M4/4","g:",1,"^2","4.","dd",FALSE,"+P5",5,74
9,"8a\)",2,"M4/4","g:",1,"v6","8","a",TRUE,"-P4",4,69
10,"4a",2,"M4/4","g:",1,"6","4","a",FALSE,"P1",1,69
11,"8r}",2,"M4/4","g:",1,NA,"8",NA,FALSE,NA,NA,NA
12,"{8a",2,"M4/4","g:",2,"6","8","a",FALSE,"[a]",NA,69
13,"4.b-",3,"M4/4","g:",2,"^7-","4.","b-",FALSE,"+m2",2,70
14,"8b-",3,"M4/4","g:",2,"7-","8","b-",FALSE,"P1",1,70
15,"4.cc",3,"M4/4","g:",2,"^1","4.","cc",FALSE,"+M2",2,72
16,"8cc",3,"M4/4","g:",2,"1","8","cc",FALSE,"P1",1,72
17,"2.dd",4,"M4/4","g:",2,"^2","2.","dd",FALSE,"+M2",2,74
18,"8r}",4,"M4/4","g:",2,NA,"8",NA,FALSE,NA,NA,NA
19,"{8dd",4,"M4/4","g:",3,"2","8","dd",FALSE,"[dd]",NA,74
20,"4.dd",5,"M4/4","g:",3,"2","4.","dd",FALSE,"P1",1,74
21,"8g",5,"M4/4","g:",3,"v5","8","g",TRUE,"-P5",5,67
22,"4g",5,"M4/4","g:",3,"5","4","g",FALSE,"P1",1,67
23,"8a",5,"M4/4","g:",3,"^6","8","a",FALSE,"+M2",2,69
24,"8b/",5,"M4/4","g:",3,"^7","8","b",FALSE,"+M2",2,71
25,"8ddqq",6,"M4/4","g:",3,"^2","1%0","dd",FALSE,"+m3",3,74
26,"4cc",6,"M4/4","g:",3,"v1","4","cc",TRUE,"-M2",2,72
27,"4cc",6,"M4/4","g:",3,"1","4","cc",FALSE,"P1",1,72
28,"4r",6,"M4/4","g:",3,NA,"4",NA,FALSE,NA,NA,NA
29,"8r}",6,"M4/4","g:",3,NA,"8",NA,FALSE,NA,NA,NA
30,"{8cc",6,"M4/4","g:",4,"1","8","cc",FALSE,"[cc]",NA,72
31,"4cc",7,"M4/4","g:",4,"1","4","cc",FALSE,"P1",1,72
32,"8d",7,"M4/4","g:",4,"v2","8","d",TRUE,"-m7",7,62
33,"8d",7,"M4/4","g:",4,"2","8","d",FALSE,"P1",1,62
34,"4d",7,"M4/4","g:",4,"2","4","d",FALSE,"P1",1,62
35,"8e",7,"M4/4","g:",4,"^3","8","e",FALSE,"+M2",2,64
36,"8f#",7,"M4/4","g:",4,"^4+","8","f#",FALSE,"+M2",2,66
37,"2.g",8,"M4/4","g:",4,"^5","2.","g",FALSE,"+m2",2,67
38,"8r}",8,"M4/4","g:",4,NA,"8",NA,FALSE,NA,NA,NA
