"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8e",0,"M2/4","a:",1,"^3","8","e",FALSE,"[e]",NA,64
2,"8a",1,"M2/4","a:",1,"^6","8","a",FALSE,"+P4",4,69
3,"8a",1,"M2/4","a:",1,"6","8","a",FALSE,"P1",1,69
4,"8b/",1,"M2/4","a:",1,"^7","8","b",FALSE,"+M2",2,71
5,"8b/",1,"M2/4","a:",1,"7","8","b",FALSE,"P1",1,71
6,"8cc",2,"M2/4","a:",1,"^1","8","cc",FALSE,"+m2",2,72
7,"8cc",2,"M2/4","a:",1,"1","8","cc",FALSE,"P1",1,72
8,"8b}",2,"M2/4","a:",1,"v7","8","b",TRUE,"-m2",2,71
9,"{8b",2,"M2/4","a:",2,"7","8","b",FALSE,"P1",1,71
10,"4a",3,"M2/4","a:",2,"v6","4","a",TRUE,"-M2",2,69
11,"4g#",3,"M2/4","a:",2,"v5+","4","g#",TRUE,"-m2",2,68
12,"8a",4,"M2/4","a:",2,"^6","8","a",FALSE,"+m2",2,69
13,"8e",4,"M2/4","a:",2,"v3","8","e",TRUE,"-P4",4,64
14,"8e}",4,"M2/4","a:",2,"3","8","e",FALSE,"P1",1,64
