"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8c",0,"M3/4","F:",1,"1","8","c",FALSE,"[c]",NA,60
2,"4.f",1,"M3/4","F:",1,"^4","4.","f",FALSE,"+P4",4,65
3,"8e",1,"M3/4","F:",1,"v3","8","e",TRUE,"-m2",2,64
4,"8f",1,"M3/4","F:",1,"^4","8","f",FALSE,"+m2",2,65
5,"8g",1,"M3/4","F:",1,"^5","8","g",FALSE,"+M2",2,67
6,"8.a",2,"M3/4","F:",1,"^6","8.","a",FALSE,"+M2",2,69
7,"16g",2,"M3/4","F:",1,"v5","16","g",TRUE,"-M2",2,67
8,"4f",2,"M3/4","F:",1,"v4","4","f",TRUE,"-M2",2,65
9,"8r}",2,"M3/4","F:",1,NA,"8",NA,FALSE,NA,NA,NA
10,"{8c",2,"M3/4","F:",2,"v1","8","c",FALSE,"[c]",NA,60
11,"4.g",3,"M3/4","F:",2,"^5","4.","g",FALSE,"+P5",5,67
12,"8f#",3,"M3/4","F:",2,"v4+","8","f#",TRUE,"-m2",2,66
13,"8g",3,"M3/4","F:",2,"^5","8","g",FALSE,"+m2",2,67
14,"8a",3,"M3/4","F:",2,"^6","8","a",FALSE,"+M2",2,69
15,"4b-/",4,"M3/4","F:",2,"^7-","4","b-",FALSE,"+m2",2,70
16,"4g",4,"M3/4","F:",2,"v5","4","g",TRUE,"-m3",3,67
17,"8r}",4,"M3/4","F:",2,NA,"8",NA,FALSE,NA,NA,NA
18,"{8c",4,"M3/4","F:",3,"v1","8","c",FALSE,"[c]",NA,60
19,"4.a",5,"M3/4","F:",3,"^6","4.","a",FALSE,"+M6",6,69
20,"8g",5,"M3/4","F:",3,"v5","8","g",TRUE,"-M2",2,67
21,"8a",5,"M3/4","F:",3,"^6","8","a",FALSE,"+M2",2,69
22,"8cc",5,"M3/4","F:",3,"^1","8","cc",FALSE,"+m3",3,72
23,"8.bn",6,"M3/4","F:",3,"v7","8.","b",TRUE,"-m2",2,71
24,"16a",6,"M3/4","F:",3,"v6","16","a",TRUE,"-M2",2,69
25,"4g",6,"M3/4","F:",3,"v5","4","g",TRUE,"-M2",2,67
26,"8r}",6,"M3/4","F:",3,NA,"8",NA,FALSE,NA,NA,NA
27,"{8b",6,"M3/4","F:",4,"^7","8","b",FALSE,"[b]",NA,71
28,"4.dd",7,"M3/4","F:",4,"^2","4.","dd",FALSE,"+m3",3,74
29,"8g",7,"M3/4","F:",4,"v5","8","g",TRUE,"-P5",5,67
30,"8a",7,"M3/4","F:",4,"^6","8","a",FALSE,"+M2",2,69
31,"8bn/",7,"M3/4","F:",4,"^7","8","b",FALSE,"+M2",2,71
32,"4dd",8,"M3/4","F:",4,"^2","4","dd",FALSE,"+m3",3,74
33,"4cc",8,"M3/4","F:",4,"v1","4","cc",TRUE,"-M2",2,72
34,"8r}",8,"M3/4","F:",4,NA,"8",NA,FALSE,NA,NA,NA
35,"{8ee",8,"M3/4","F:",5,"^3","8","ee",FALSE,"[ee]",NA,76
36,"4.ff",9,"M3/4","F:",5,"^4","4.","ff",FALSE,"+m2",2,77
37,"8g",9,"M3/4","F:",5,"v5","8","g",TRUE,"-m7",7,67
38,"8a",9,"M3/4","F:",5,"^6","8","a",FALSE,"+M2",2,69
39,"8bn/",9,"M3/4","F:",5,"^7","8","b",FALSE,"+M2",2,71
40,"4dd",10,"M3/4","F:",5,"^2","4","dd",FALSE,"+m3",3,74
41,"4cc",10,"M3/4","F:",5,"v1","4","cc",TRUE,"-M2",2,72
