"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8.b/",0,"M3/4","G:",1,"^7","8.","b",FALSE,"[b]",NA,71
2,"16a",0,"M3/4","G:",1,"v6","16","a",TRUE,"-M2",2,69
3,"8gL",1,"M3/4","G:",1,"v5","8","g",TRUE,"-M2",2,67
4,"8bJ",1,"M3/4","G:",1,"^7","8","b",FALSE,"+M3",3,71
5,"8dd",1,"M3/4","G:",1,"^2","8","dd",FALSE,"+m3",3,74
6,"8dd",1,"M3/4","G:",1,"2","8","dd",FALSE,"P1",1,74
7,"8b/",1,"M3/4","G:",1,"v7","8","b",TRUE,"-m3",3,71
8,"8g",1,"M3/4","G:",1,"v5","8","g",TRUE,"-M3",3,67
9,"8f#L",2,"M3/4","G:",1,"v4+","8","f#",TRUE,"-m2",2,66
10,"8aJ",2,"M3/4","G:",1,"^6","8","a",FALSE,"+m3",3,69
11,"8dd",2,"M3/4","G:",1,"^2","8","dd",FALSE,"+P4",4,74
12,"8dd}",2,"M3/4","G:",1,"2","8","dd",FALSE,"P1",1,74
13,"{8cc",2,"M3/4","G:",2,"v1","8","cc",TRUE,"-M2",2,72
14,"8a",2,"M3/4","G:",2,"v6","8","a",TRUE,"-m3",3,69
15,"8f#",3,"M3/4","G:",2,"v4+","8","f#",TRUE,"-m3",3,66
16,"8a",3,"M3/4","G:",2,"^6","8","a",FALSE,"+m3",3,69
17,"8dd",3,"M3/4","G:",2,"^2","8","dd",FALSE,"+P4",4,74
18,"8dd",3,"M3/4","G:",2,"2","8","dd",FALSE,"P1",1,74
19,"8cc",3,"M3/4","G:",2,"v1","8","cc",TRUE,"-M2",2,72
20,"8a",3,"M3/4","G:",2,"v6","8","a",TRUE,"-m3",3,69
21,"8gL",4,"M3/4","G:",2,"v5","8","g",TRUE,"-M2",2,67
22,"8bJ",4,"M3/4","G:",2,"^7","8","b",FALSE,"+M3",3,71
23,"8dd",4,"M3/4","G:",2,"^2","8","dd",FALSE,"+m3",3,74
24,"8dd}",4,"M3/4","G:",2,"2","8","dd",FALSE,"P1",1,74
25,"{8.b/",4,"M3/4","G:",3,"v7","8.","b",TRUE,"-m3",3,71
26,"16a",4,"M3/4","G:",3,"v6","16","a",TRUE,"-M2",2,69
27,"8g",5,"M3/4","G:",3,"v5","8","g",TRUE,"-M2",2,67
28,"8b/",5,"M3/4","G:",3,"^7","8","b",FALSE,"+M3",3,71
29,"8dd",5,"M3/4","G:",3,"^2","8","dd",FALSE,"+m3",3,74
30,"8dd",5,"M3/4","G:",3,"2","8","dd",FALSE,"P1",1,74
31,"8b/",5,"M3/4","G:",3,"v7","8","b",TRUE,"-m3",3,71
32,"8g",5,"M3/4","G:",3,"v5","8","g",TRUE,"-M3",3,67
33,"(8f#L",6,"M3/4","G:",3,"v4+","8","f#",TRUE,"-m2",2,66
34,"8aJ)",6,"M3/4","G:",3,"^6","8","a",FALSE,"+m3",3,69
35,"8dd",6,"M3/4","G:",3,"^2","8","dd",FALSE,"+P4",4,74
36,"8dd}",6,"M3/4","G:",3,"2","8","dd",FALSE,"P1",1,74
37,"{8.cc",6,"M3/4","G:",4,"v1","8.","cc",TRUE,"-M2",2,72
38,"16a",6,"M3/4","G:",4,"v6","16","a",TRUE,"-m3",3,69
39,"8f#",7,"M3/4","G:",4,"v4+","8","f#",TRUE,"-m3",3,66
40,"8a",7,"M3/4","G:",4,"^6","8","a",FALSE,"+m3",3,69
41,"8dd",7,"M3/4","G:",4,"^2","8","dd",FALSE,"+P4",4,74
42,"8dd",7,"M3/4","G:",4,"2","8","dd",FALSE,"P1",1,74
43,"8.cc",7,"M3/4","G:",4,"v1","8.","cc",TRUE,"-M2",2,72
44,"16a",7,"M3/4","G:",4,"v6","16","a",TRUE,"-m3",3,69
45,"4g",8,"M3/4","G:",4,"v5","4","g",TRUE,"-M2",2,67
46,"4r}",8,"M3/4","G:",4,NA,"4",NA,FALSE,NA,NA,NA
