"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4g",1,"M6/8","E-:",1,"^5","4","g",FALSE,"[g]",NA,67
2,"8e-",1,"M6/8","E-:",1,"v3-","8","e-",TRUE,"-M3",3,63
3,"4g",1,"M6/8","E-:",1,"^5","4","g",FALSE,"+M3",3,67
4,"8e-",1,"M6/8","E-:",1,"v3-","8","e-",TRUE,"-M3",3,63
5,"4b-",2,"M6/8","E-:",1,"^7-","4","b-",FALSE,"+P5",5,70
6,"8g",2,"M6/8","E-:",1,"v5","8","g",TRUE,"-m3",3,67
7,"4b-",2,"M6/8","E-:",1,"^7-","4","b-",FALSE,"+m3",3,70
8,"8g}",2,"M6/8","E-:",1,"v5","8","g",TRUE,"-m3",3,67
9,"{4f",3,"M6/8","E-:",2,"v4","4","f",TRUE,"-M2",2,65
10,"8r",3,"M6/8","E-:",2,NA,"8",NA,FALSE,NA,NA,NA
11,"4.b-",3,"M6/8","E-:",2,"^7-","4.","b-",TRUE,"[b-]",NA,70
12,"4g",4,"M6/8","E-:",2,"v5","4","g",TRUE,"-m3",3,67
13,"8r",4,"M6/8","E-:",2,NA,"8",NA,FALSE,NA,NA,NA
14,"4r",4,"M6/8","E-:",2,NA,"4",NA,FALSE,NA,NA,NA
15,"8r}",4,"M6/8","E-:",2,NA,"8",NA,FALSE,NA,NA,NA
16,"{4g",5,"M6/8","E-:",3,"5","4","g",FALSE,"[g]",NA,67
17,"8e-",5,"M6/8","E-:",3,"v3-","8","e-",TRUE,"-M3",3,63
18,"4b-",5,"M6/8","E-:",3,"^7-","4","b-",FALSE,"+P5",5,70
19,"8g",5,"M6/8","E-:",3,"v5","8","g",TRUE,"-m3",3,67
20,"4an",6,"M6/8","E-:",3,"^6","4","a",FALSE,"+M2",2,69
21,"8f",6,"M6/8","E-:",3,"v4","8","f",TRUE,"-M3",3,65
22,"4cc",6,"M6/8","E-:",3,"^1","4","cc",FALSE,"+P5",5,72
23,"8a}",6,"M6/8","E-:",3,"v6","8","a",TRUE,"-m3",3,69
24,"{4.b-",7,"M6/8","E-:",4,"^7-","4.","b-",FALSE,"+m2",2,70
25,"4.f",7,"M6/8","E-:",4,"v4","4.","f",TRUE,"-P4",4,65
26,"4d",8,"M6/8","E-:",4,"v2","4","d",TRUE,"-m3",3,62
27,"8r",8,"M6/8","E-:",4,NA,"8",NA,FALSE,NA,NA,NA
28,"4r",8,"M6/8","E-:",4,NA,"4",NA,FALSE,NA,NA,NA
29,"8r}",8,"M6/8","E-:",4,NA,"8",NA,FALSE,NA,NA,NA
30,"{4ee-",9,"M6/8","E-:",5,"^^3-","4","ee-",TRUE,"[ee-]",NA,75
31,"8b-",9,"M6/8","E-:",5,"v7-","8","b-",TRUE,"-P4",4,70
32,"4b-",9,"M6/8","E-:",5,"7-","4","b-",FALSE,"P1",1,70
33,"8g",9,"M6/8","E-:",5,"v5","8","g",TRUE,"-m3",3,67
34,"8fL",10,"M6/8","E-:",5,"v4","8","f",TRUE,"-M2",2,65
35,"8gJ",10,"M6/8","E-:",5,"^5","8","g",FALSE,"+M2",2,67
36,"8a-",10,"M6/8","E-:",5,"^6-","8","a-",FALSE,"+m2",2,68
37,"4g",10,"M6/8","E-:",5,"v5","4","g",TRUE,"-m2",2,67
38,"8e-}",10,"M6/8","E-:",5,"v3-","8","e-",TRUE,"-M3",3,63
39,"{8dL",11,"M6/8","E-:",6,"v2","8","d",TRUE,"-m2",2,62
40,"8e-J",11,"M6/8","E-:",6,"^3-","8","e-",FALSE,"+m2",2,63
41,"8f",11,"M6/8","E-:",6,"^4","8","f",FALSE,"+M2",2,65
42,"4e-",11,"M6/8","E-:",6,"v3-","4","e-",TRUE,"-M2",2,63
43,"8e-",11,"M6/8","E-:",6,"3-","8","e-",FALSE,"P1",1,63
44,"4cc",12,"M6/8","E-:",6,"^1","4","cc",FALSE,"+M6",6,72
45,"8cc",12,"M6/8","E-:",6,"1","8","cc",FALSE,"P1",1,72
46,"4b-",12,"M6/8","E-:",6,"v7-","4","b-",TRUE,"-M2",2,70
47,"8a-}",12,"M6/8","E-:",6,"v6-","8","a-",TRUE,"-M2",2,68
48,"{4g",13,"M6/8","E-:",7,"v5","4","g",TRUE,"-m2",2,67
49,"8e-",13,"M6/8","E-:",7,"v3-","8","e-",TRUE,"-M3",3,63
50,"4b-",13,"M6/8","E-:",7,"^7-","4","b-",FALSE,"+P5",5,70
51,"8g",13,"M6/8","E-:",7,"v5","8","g",TRUE,"-m3",3,67
52,"4ee-",14,"M6/8","E-:",7,"^3-","4","ee-",FALSE,"+m6",6,75
53,"8r",14,"M6/8","E-:",7,NA,"8",NA,FALSE,NA,NA,NA
54,"4r",14,"M6/8","E-:",7,NA,"4",NA,FALSE,NA,NA,NA
55,"8r}",14,"M6/8","E-:",7,NA,"8",NA,FALSE,NA,NA,NA
56,"{4b-",15,"M6/8","E-:",8,"v7-","4","b-",TRUE,"[b-]",NA,70
