"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4cc/",0,"M4/4","C:",1,"^1","4","cc",FALSE,"[cc]",NA,72
2,"4g",0,"M4/4","C:",1,"v5","4","g",TRUE,"-P4",4,67
3,"4.ee/",1,"M4/4","C:",1,"^3","4.","ee",FALSE,"+M6",6,76
4,"8dd/",1,"M4/4","C:",1,"v2","8","dd",TRUE,"-M2",2,74
5,"4cc/",1,"M4/4","C:",1,"v1","4","cc",TRUE,"-M2",2,72
6,"4b/",1,"M4/4","C:",1,"v7","4","b",TRUE,"-m2",2,71
7,"4cc/",2,"M4/4","C:",1,"^1","4","cc",FALSE,"+m2",2,72
8,"4cc/}",2,"M4/4","C:",1,"1","4","cc",FALSE,"P1",1,72
9,"{4b/",2,"M4/4","C:",2,"v7","4","b",TRUE,"-m2",2,71
10,"4cc/",2,"M4/4","C:",2,"^1","4","cc",FALSE,"+m2",2,72
11,"4dd",3,"M4/4","C:",2,"^2","4","dd",FALSE,"+M2",2,74
12,"4ee",3,"M4/4","C:",2,"^3","4","ee",FALSE,"+M2",2,76
13,"4ff",3,"M4/4","C:",2,"^4","4","ff",FALSE,"+m2",2,77
14,"4ee",3,"M4/4","C:",2,"v3","4","ee",TRUE,"-m2",2,76
15,"2dd}",4,"M4/4","C:",2,"v2","2","dd",TRUE,"-M2",2,74
16,"{4ee",4,"M4/4","C:",3,"^3","4","ee",FALSE,"+M2",2,76
17,"4dd",4,"M4/4","C:",3,"v2","4","dd",TRUE,"-M2",2,74
18,"4dd/",5,"M4/4","C:",3,"2","4","dd",FALSE,"P1",1,74
19,"4dd/",5,"M4/4","C:",3,"2","4","dd",FALSE,"P1",1,74
20,"4dd/",5,"M4/4","C:",3,"2","4","dd",FALSE,"P1",1,74
21,"8ee/L",5,"M4/4","C:",3,"^3","8","ee",FALSE,"+M2",2,76
22,"8ff#J",5,"M4/4","C:",3,"^4+","8","ff#",FALSE,"+M2",2,78
23,"4gg/",6,"M4/4","C:",3,"^5","4","gg",FALSE,"+m2",2,79
24,"4dd/}",6,"M4/4","C:",3,"v2","4","dd",TRUE,"-P4",4,74
25,"{8ee/L",6,"M4/4","C:",4,"^3","8","ee",FALSE,"+M2",2,76
26,"8ddJ",6,"M4/4","C:",4,"v2","8","dd",TRUE,"-M2",2,74
27,"8cc/L",6,"M4/4","C:",4,"v1","8","cc",TRUE,"-M2",2,72
28,"8bJ",6,"M4/4","C:",4,"v7","8","b",TRUE,"-m2",2,71
29,"8b/L",7,"M4/4","C:",4,"7","8","b",FALSE,"P1",1,71
30,"8aJ",7,"M4/4","C:",4,"v6","8","a",TRUE,"-M2",2,69
31,"8b/L",7,"M4/4","C:",4,"^7","8","b",FALSE,"+M2",2,71
32,"8ccJ",7,"M4/4","C:",4,"^1","8","cc",FALSE,"+m2",2,72
33,"4b/",7,"M4/4","C:",4,"v7","4","b",TRUE,"-m2",2,71
34,"4a",7,"M4/4","C:",4,"v6","4","a",TRUE,"-M2",2,69
35,"2g}",8,"M4/4","C:",4,"v5","2","g",TRUE,"-M2",2,67
36,"{8gL",8,"M4/4","C:",5,"5","8","g",FALSE,"P1",1,67
37,"8bJ",8,"M4/4","C:",5,"^7","8","b",FALSE,"+M3",3,71
38,"8dd/L",8,"M4/4","C:",5,"^2","8","dd",FALSE,"+m3",3,74
39,"8bJ",8,"M4/4","C:",5,"v7","8","b",TRUE,"-m3",3,71
40,"4cc/",9,"M4/4","C:",5,"^1","4","cc",FALSE,"+m2",2,72
41,"4cc/",9,"M4/4","C:",5,"1","4","cc",FALSE,"P1",1,72
