"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",0,"M6/8","G:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"4dd",1,"M6/8","G:",1,"^2","4","dd",FALSE,"+P5",5,74
3,"8dd",1,"M6/8","G:",1,"2","8","dd",FALSE,"P1",1,74
4,"(8ddL",1,"M6/8","G:",1,"2","8","dd",FALSE,"P1",1,74
5,"8aJ)",1,"M6/8","G:",1,"v6","8","a",TRUE,"-P4",4,69
6,"8b",1,"M6/8","G:",1,"^7","8","b",FALSE,"+M2",2,71
7,"(8aL",2,"M6/8","G:",1,"v6","8","a",TRUE,"-M2",2,69
8,"8gJ)",2,"M6/8","G:",1,"v5","8","g",TRUE,"-M2",2,67
9,"8g",2,"M6/8","G:",1,"5","8","g",FALSE,"P1",1,67
10,"4g}",2,"M6/8","G:",1,"5","4","g",FALSE,"P1",1,67
11,"{8g",2,"M6/8","G:",2,"5","8","g",FALSE,"P1",1,67
12,"4gg",3,"M6/8","G:",2,"^5","4","gg",FALSE,"+P8",8,79
13,"8gg",3,"M6/8","G:",2,"5","8","gg",FALSE,"P1",1,79
14,"(8ggL",3,"M6/8","G:",2,"5","8","gg",FALSE,"P1",1,79
15,"8ff#J)",3,"M6/8","G:",2,"v4+","8","ff#",TRUE,"-m2",2,78
16,"8ee",3,"M6/8","G:",2,"v3","8","ee",TRUE,"-M2",2,76
17,"[4.dd",4,"M6/8","G:",2,"v2","4.","dd",TRUE,"-M2",2,74
18,"8dd]",4,"M6/8","G:",2,"2","8","dd",FALSE,"P1",1,74
19,"8r}",4,"M6/8","G:",2,NA,"8",NA,FALSE,NA,NA,NA
20,"{8b",4,"M6/8","G:",3,"v7","8","b",FALSE,"[b]",NA,71
21,"4cc",5,"M6/8","G:",3,"^1","4","cc",FALSE,"+m2",2,72
22,"8ee",5,"M6/8","G:",3,"^3","8","ee",FALSE,"+M3",3,76
23,"4a",5,"M6/8","G:",3,"v6","4","a",TRUE,"-P5",5,69
24,"8cc",5,"M6/8","G:",3,"^1","8","cc",FALSE,"+m3",3,72
25,"4b",6,"M6/8","G:",3,"v7","4","b",TRUE,"-m2",2,71
26,"8dd",6,"M6/8","G:",3,"^2","8","dd",FALSE,"+m3",3,74
27,"4g}",6,"M6/8","G:",3,"v5","4","g",TRUE,"-P5",5,67
28,"{8b/",6,"M6/8","G:",4,"^7","8","b",FALSE,"+M3",3,71
29,"(8aL",7,"M6/8","G:",4,"v6","8","a",TRUE,"-M2",2,69
30,"8bJ)",7,"M6/8","G:",4,"^7","8","b",FALSE,"+M2",2,71
31,"8cc/",7,"M6/8","G:",4,"^1","8","cc",FALSE,"+m2",2,72
32,"(8dL",7,"M6/8","G:",4,"v2","8","d",TRUE,"-m7",7,62
33,"8eJ)",7,"M6/8","G:",4,"^3","8","e",FALSE,"+M2",2,64
34,"8f#",7,"M6/8","G:",4,"^4+","8","f#",FALSE,"+M2",2,66
35,"[4.g",8,"M6/8","G:",4,"^5","4.","g",FALSE,"+m2",2,67
36,"8g]",8,"M6/8","G:",4,"5","8","g",FALSE,"P1",1,67
37,"8r}",8,"M6/8","G:",4,NA,"8",NA,FALSE,NA,NA,NA
